N	2gram	Ircho_Kome_1	Psycholo
1	в том	11	37
2	и в	22	32
3	том что	12	21
4	то что	2	21
5	таким образом	8	21
6	потому что	5	21
7	что в	6	20
8	так же	3	18
9	может быть	9	18
10	что и	4	17
11	не может	2	17
12	точки зрения	4	17
13	что он	6	13
14	при этом	5	13
15	то же	6	13
16	в этом	3	13
17	в самом	2	12
18	не только	10	12
19	так как	4	12
20	на то	3	11
21	было бы	2	11
22	как и	9	10
23	и т	9	10
24	но и	11	10
25	и не	8	10
26	как в	5	9
27	в своих	2	9
28	тем что	4	9
29	не менее	3	8
30	не в	6	8
31	т п	5	8
32	к тому	6	7
33	ясно что	4	7
34	мы знаем	2	7
35	и как	3	7
36	такой же	2	7
37	в сущности	2	7
38	в стихе	2	7
39	и его	8	7
40	как будто	2	7
41	только в	3	7
42	что они	4	7
43	в этой	7	6
44	тот же	3	6
45	и из	2	6
46	он не	3	6
47	же самое	2	6
48	о том	8	6
49	что у	2	5
50	на все	2	5
51	вслед за	2	5
52	до сих	2	5
53	сих пор	2	5
54	все это	5	5
55	как раз	3	5
56	этом отношении	3	5
57	и даже	5	5
58	и на	3	5
59	в то	10	5
60	же как	3	4
61	столь же	2	4
62	едва ли	7	4
63	тем не	2	4
64	как это	3	4
65	в чем	3	4
66	и сам	3	4
67	в действительности	2	4
68	несмотря на	4	4
69	указывает что	2	4
70	и по	6	4
71	и тем	2	4
72	в нем	4	4
73	все же	3	4
74	из них	10	4
75	наряду с	2	4
76	а в	6	4
77	и все	3	4
78	и с	3	4
79	могут быть	3	4
80	в целом	3	4
81	ту же	2	4
82	ничего не	3	4
83	в сознании	3	4
84	того как	3	4
85	между тем	5	4
86	по своему	3	3
87	главным образом	3	3
88	в частности	3	3
89	полагают что	2	3
90	для этого	2	3
91	но он	2	3
92	с другой	5	3
93	в конце	6	3
94	указывает на	2	3
95	до конца	2	3
96	в свою	2	3
97	конце концов	4	3
98	относится к	2	3
99	один из	5	3
100	с ее	2	3
101	так и	5	3
102	не к	2	3
103	и ее	3	3
104	в их	4	3
105	в отношении	6	3
106	на этом	2	3
107	которых мы	2	3
108	и других	7	3
109	образом в	2	3
110	и вот	4	3
111	время как	4	3
112	при всем	2	3
113	то время	5	3
114	действующих лиц	4	3
115	но в	4	3
116	мы не	3	3
117	мы можем	4	3
118	место в	3	2
119	казалось бы	3	2
120	все более	3	2
121	в них	3	2
122	все что	2	2
123	то ни	2	2
124	из всех	2	2
125	в одном	8	2
126	именно потому	2	2
127	во всяком	2	2
128	и здесь	2	2
129	ни в	6	2
130	же время	4	2
131	а к	2	2
132	вывод что	2	2
133	еще не	2	2
134	но не	2	2
135	того же	2	2
136	из которых	2	2
137	вовсе не	2	2
138	на его	5	2
139	к нему	2	2
140	в его	5	2
141	всяком случае	2	2
142	в состоянии	2	2
143	бы то	2	2
144	отношение к	3	2
145	вместе с	2	2
146	на него	4	2
147	к людям	2	2
148	и без	2	2
149	так в	4	2
150	другой стороны	5	2
151	т д	4	2
152	после того	3	2
153	здесь мы	3	2
154	именно на	2	2
155	и у	3	2
156	в других	2	2
157	отличие от	2	2
158	каждый из	3	2
159	но это	2	2
160	ли это	2	2
161	в себе	2	2
162	и таким	2	2
163	в которой	6	2
164	что по	2	2
165	к которому	3	2
