N	2gram	Voloshinov_2	formyVre
1	и в	19	46
2	в этом	15	22
3	прежде всего	7	14
4	вовсе не	11	13
5	и его	16	12
6	только в	8	11
7	не только	13	11
8	во всех	6	11
9	в том	7	10
10	как бы	19	10
11	точки зрения	17	10
12	то есть	2	10
13	но в	7	10
14	у него	2	9
15	не в	10	9
16	мы уже	6	9
17	вместе с	2	9
18	но и	10	9
19	и не	19	9
20	и для	7	9
21	в связи	7	8
22	связи с	13	8
23	как и	9	8
24	в его	5	8
25	жизни и	2	8
26	то же	16	8
27	того чтобы	6	8
28	для того	6	8
29	с точки	13	8
30	в основном	4	8
31	может быть	28	7
32	то что	4	7
33	так и	10	7
34	и на	5	7
35	так сказать	14	7
36	никогда не	7	6
37	и все	6	6
38	при этом	9	6
39	как мы	15	6
40	здесь в	2	6
41	еще не	3	6
42	его в	7	6
43	все же	5	6
44	в особенности	2	6
45	в основе	9	6
46	так как	3	6
47	и с	2	6
48	громадное значение	3	5
49	в своем	2	5
50	с этим	3	5
51	этих форм	2	5
52	в пределах	10	5
53	в то	8	5
54	но не	2	5
55	он не	3	5
56	в нем	11	5
57	что в	2	5
58	все эти	3	5
59	в смысле	6	5
60	и у	2	5
61	должно быть	3	5
62	место в	2	4
63	уже в	2	4
64	отнюдь не	8	4
65	же время	8	4
66	значение и	2	4
67	том что	10	4
68	что они	2	4
69	в котором	3	4
70	и их	4	4
71	конечно не	4	4
72	отношения к	2	4
73	еще более	2	4
74	а не	9	4
75	и он	2	4
76	в себе	4	4
77	в истории	3	4
78	о том	3	4
79	все его	2	4
80	не было	3	3
81	о чем	2	3
82	не является	8	3
83	того же	5	3
84	к этому	5	3
85	с помощью	6	3
86	к тому	6	3
87	что он	4	3
88	следовательно и	2	3
89	и как	6	3
90	тем более	5	3
91	в качестве	3	3
92	в большинстве	5	3
93	для него	9	3
94	что и	3	3
95	слова и	6	3
96	в форме	5	3
97	не на	2	3
98	таким образом	14	3
99	на границе	2	3
100	в их	5	3
101	здесь мы	3	3
102	того что	4	3
103	и даже	2	3
104	и прежде	2	3
105	а в	3	3
106	на основе	3	3
107	для других	3	3
108	тем что	2	3
109	в другом	3	3
110	на протяжении	2	3
111	же самое	6	3
112	в этих	3	3
113	большинстве случаев	5	3
114	все основные	2	2
115	и более	7	2
116	характерно что	3	2
117	лежит в	2	2
118	с другой	3	2
119	это не	4	2
120	в одной	2	2
121	по себе	3	2
122	или иной	5	2
123	влияние на	4	2
124	в отношении	4	2
125	он был	2	2
126	именно в	2	2
127	у нас	3	2
128	в этой	3	2
129	между ними	2	2
130	смысле слова	5	2
131	до конца	2	2
132	и пр	25	2
133	было бы	4	2
134	в сущности	14	2
135	и о	2	2
136	и потому	2	2
137	сих пор	3	2
138	мы видели	4	2
139	в корне	3	2
140	быть и	6	2
141	и до	3	2
142	и т.п	10	2
143	опирается на	2	2
144	не может	18	2
145	значения в	5	2
146	с одной	3	2
147	в двух	3	2
148	в той	5	2
149	лишь в	14	2
150	тем же	4	2
151	так же	5	2
152	как на	2	2
153	рядом с	2	2
154	в данном	5	2
155	от этого	2	2
156	и от	3	2
157	могут быть	3	2
158	и почти	2	2
159	не знает	2	2
160	далеко не	2	2
161	и это	3	2
162	там где	2	2
163	во всяком	3	2
164	до сих	3	2
