N	2gram	Bakhtin_fo_2	Vladivir
1	и в	46	30
2	то что	7	20
3	в этом	22	20
4	у него	9	19
5	в том	10	18
6	и не	9	18
7	и с	6	14
8	что он	3	13
9	в конце	2	13
10	том что	4	12
11	что в	5	12
12	не только	11	12
13	в его	8	11
14	а в	3	11
15	как мы	6	11
16	а также	3	10
17	и даже	3	10
18	не было	3	10
19	не в	9	9
20	для него	3	9
21	кроме того	3	9
22	было бы	2	9
23	все же	6	9
24	потому что	8	9
25	не может	2	9
26	в то	5	9
27	связи с	8	8
28	в своем	5	8
29	вместе с	9	8
30	но и	9	8
31	в связи	8	8
32	не мог	2	8
33	но в	10	8
34	никогда не	6	7
35	точки зрения	10	7
36	и все	6	7
37	до конца	2	7
38	может быть	7	7
39	а не	4	7
40	как это	2	7
41	то есть	10	7
42	хотя и	3	6
43	к этому	3	6
44	прежде всего	14	6
45	и к	2	6
46	он был	2	6
47	у нас	2	6
48	только в	11	6
49	во всяком	2	6
50	его жизни	4	6
51	в себе	4	6
52	жизни и	8	6
53	и его	12	6
54	также и	4	6
55	в париже	2	6
56	о чем	3	6
57	по себе	2	5
58	о его	2	5
59	как и	8	5
60	так что	4	5
61	в дальнейшем	5	5
62	то в	2	5
63	при этом	6	5
64	того же	3	5
65	тот же	3	5
66	в основном	8	5
67	как бы	10	5
68	в котором	4	5
69	так и	7	5
70	все это	6	5
71	с этим	5	5
72	того что	3	5
73	все эти	5	5
74	так как	6	5
75	с ним	4	5
76	совсем не	2	4
77	именно в	2	4
78	с этой	4	4
79	в это	3	4
80	вовсе не	13	4
81	его в	6	4
82	можно сказать	2	4
83	в этой	2	4
84	конечно не	4	4
85	и о	2	4
86	он не	5	4
87	в нем	5	4
88	в этих	3	4
89	то же	8	4
90	и наконец	6	4
91	и он	4	4
92	так же	2	4
93	и на	7	4
94	но это	2	4
95	о том	4	4
96	здесь не	2	4
97	отношение к	3	4
98	уже в	4	3
99	всех этих	7	3
100	мы будем	3	3
101	в них	7	3
102	в отношении	2	3
103	из этих	4	3
104	же время	4	3
105	что и	3	3
106	по существу	5	3
107	и как	3	3
108	своей жизни	2	3
109	тем более	3	3
110	но не	5	3
111	в данном	2	3
112	и для	9	3
113	вплоть до	2	3
114	том же	4	3
115	еще более	4	3
116	с точки	8	3
117	во всех	11	3
118	как в	4	3
119	отношения к	4	3
120	таким образом	3	3
121	те же	6	3
122	и вот	2	3
123	здесь мы	3	3
124	уже не	3	3
125	должно быть	5	3
126	наконец в	2	3
127	но он	2	3
128	и это	2	3
129	не могли	3	3
130	как у	3	2
131	жизни с	2	2
132	с тем	2	2
133	первый план	2	2
134	и есть	2	2
135	борьба с	3	2
136	него и	2	2
137	жизни в	4	2
138	это не	2	2
139	и от	2	2
140	если не	2	2
141	мы видели	2	2
142	не был	2	2
143	человек не	2	2
144	здесь в	6	2
145	к тому	3	2
146	на первый	3	2
147	ему в	3	2
148	на котором	2	2
149	же в	4	2
150	без всякого	2	2
151	на этом	2	2
152	по своему	2	2
153	есть и	4	2
154	она не	2	2
155	мы уже	9	2
156	не могла	2	2
157	в сущности	2	2
158	в частности	5	2
159	и потому	2	2
160	для того	8	2
161	в виду	3	2
162	наряду с	2	2
163	и до	2	2
164	в их	3	2
165	не на	3	2
166	на земле	2	2
167	в двух	2	2
168	в той	2	2
169	того чтобы	8	2
170	и по	3	2
171	и прежде	3	2
172	это значит	3	2
173	их в	4	2
174	и во	6	2
175	дальнейшем мы	2	2
176	которой он	2	2
177	как он	2	2
