N	2gram	Vygotskiy__2	Narrotol
1	не только	15	26
2	а не	3	17
3	представляет собой	2	16
4	но и	10	15
5	в том	33	14
6	при этом	3	14
7	в качестве	4	14
8	и не	7	14
9	том что	27	13
10	и в	15	13
11	в этом	19	13
12	состоит в	3	12
13	в частности	6	11
14	только в	4	11
15	может быть	9	10
16	в данном	3	10
17	к тому	7	9
18	так и	8	9
19	а в	4	9
20	то что	20	8
21	в себе	2	8
22	не может	9	8
23	не в	8	8
24	иначе говоря	2	7
25	к себе	2	7
26	никогда не	8	6
27	в своем	9	6
28	прежде всего	4	6
29	можно сказать	2	6
30	и к	6	6
31	того что	17	6
32	в его	2	6
33	и т.п	7	6
34	данном случае	3	6
35	со стороны	3	6
36	все же	4	6
37	у него	2	6
38	как бы	7	6
39	а также	2	6
40	ничего не	3	6
41	но в	6	6
42	точки зрения	26	5
43	что он	12	5
44	одной стороны	7	5
45	он не	7	5
46	в котором	2	5
47	и тем	2	5
48	отношению к	5	5
49	как в	4	5
50	по отношению	6	5
51	в отличие	3	5
52	таким образом	14	5
53	с одной	7	5
54	тем самым	3	5
55	с другой	6	5
56	на протяжении	2	5
57	отличие от	3	5
58	о том	9	5
59	перед нами	2	4
60	что это	6	4
61	если бы	8	4
62	отнюдь не	2	4
63	об этом	3	4
64	как и	6	4
65	как у	2	4
66	все что	5	4
67	что в	14	4
68	для него	3	4
69	не является	9	4
70	в своей	4	4
71	то же	5	4
72	в силу	2	4
73	в другом	2	4
74	в этой	6	4
75	и т.д	12	4
76	и все	3	4
77	как это	6	4
78	с ним	3	4
79	в себя	2	4
80	он является	2	3
81	в известном	2	3
82	с его	4	3
83	конечном счете	4	3
84	мы имеем	3	3
85	точку зрения	6	3
86	это не	5	3
87	или иной	2	3
88	что они	3	3
89	но не	3	3
90	и сам	3	3
91	к его	2	3
92	к ней	2	3
93	как раз	4	3
94	той или	2	3
95	в конечном	4	3
96	для себя	3	3
97	в целом	10	3
98	на том	2	3
99	внутренней речи	5	3
100	как по	2	3
101	все эти	3	3
102	самом деле	6	3
103	того чтобы	12	3
104	и даже	5	3
105	и по	3	3
106	и для	2	3
107	и его	4	3
108	с этой	2	3
109	этом отношении	3	3
110	не следует	2	3
111	сказать что	6	3
112	по своей	6	3
113	едва ли	7	3
114	мира и	2	3
115	он сам	3	2
116	же как	2	2
117	что у	3	2
118	хотя бы	4	2
119	столь же	2	2
120	из этих	4	2
121	его внутренней	2	2
122	как уже	2	2
123	вовсе не	6	2
124	на то	6	2
125	для нас	4	2
126	в начале	4	2
127	тем более	3	2
128	и более	2	2
129	отношения между	3	2
130	что с	5	2
131	было бы	10	2
132	по поводу	4	2
133	бы с	3	2
134	в самом	11	2
135	несмотря на	4	2
136	но для	2	2
137	что она	3	2
138	от его	4	2
139	все те	2	2
140	не могло	2	2
141	с таким	6	2
142	что и	2	2
143	раз в	2	2
144	в процессе	11	2
145	в других	2	2
146	а с	4	2
147	не объясняет	2	2
148	именно в	2	2
149	в течение	2	2
150	те же	3	2
151	на самом	3	2
152	ней в	2	2
153	быть может	2	2
154	они не	3	2
155	и что	8	2
156	только что	3	2
157	с точки	18	2
158	не имеет	4	2
159	так же	4	2
160	всякий раз	2	2
161	той же	2	2
162	мы не	10	2
163	можно было	5	2
164	тому как	2	2
165	на одном	2	2
166	в результате	3	2
167	подобно тому	2	2
168	в категориях	2	2
169	говорить о	2	2
170	во время	3	2
171	могли бы	4	2
172	как он	6	2
173	потому что	7	2
174	к которому	6	2
175	видит в	2	2
176	стало быть	2	2
