N	2gram	Voloshinov_1	Analitik
1	может быть	17	29
2	в том	3	27
3	не может	8	22
4	и не	4	21
5	в частности	2	19
6	и в	16	18
7	но и	4	17
8	отнюдь не	4	15
9	не только	7	15
10	как и	2	13
11	в его	4	13
12	в этом	9	13
13	том что	3	12
14	при этом	6	12
15	то же	2	9
16	а в	3	9
17	не есть	2	8
18	нуждается в	5	8
19	но в	4	8
20	прежде всего	9	6
21	в самом	2	6
22	то что	3	6
23	в своей	2	6
24	в основе	3	6
25	точки зрения	8	6
26	только в	4	6
27	я и	6	6
28	и как	3	5
29	в этой	4	5
30	что в	3	5
31	как бы	5	5
32	и т.п	2	5
33	сводится к	2	5
34	и его	8	5
35	и на	4	5
36	о том	2	5
37	могут быть	3	4
38	себя и	2	4
39	конечном счете	2	4
40	ни в	5	4
41	того же	2	4
42	в области	3	4
43	в конечном	3	4
44	вместе с	3	4
45	так и	4	4
46	ни было	2	4
47	с точки	6	4
48	с другими	3	4
49	с ним	2	4
50	не могут	2	3
51	с его	7	3
52	и есть	3	3
53	хотя бы	4	3
54	и все	4	3
55	в нем	4	3
56	и к	6	3
57	что он	2	3
58	еще не	5	3
59	что не	2	3
60	он не	2	3
61	что и	2	3
62	не будет	2	3
63	таким образом	9	3
64	что мы	2	3
65	только для	5	2
66	может иметь	2	2
67	быть может	2	2
68	в психике	8	2
69	никогда не	2	2
70	все эти	5	2
71	реальности и	3	2
72	между собой	2	2
73	для этого	2	2
74	из этих	2	2
75	можно сказать	4	2
76	в начале	2	2
77	и потому	3	2
78	отношение к	5	2
79	для него	6	2
80	в пределах	2	2
81	было бы	2	2
82	за пределы	2	2
83	при всей	2	2
84	и о	2	2
85	в свое	2	2
86	нет и	2	2
87	один из	2	2
88	на этом	3	2
89	отношения к	3	2
90	на самом	4	2
91	самом деле	6	2
92	художественного творчества	4	2
93	едва ли	3	2
94	и по	2	2
95	как мы	4	2
96	на основе	2	2
97	является по	2	2
98	так как	4	2
99	и с	8	2
