N	2gram	Bakhtin_Pr_2	Istorich
1	и т	13	27
2	и в	43	26
3	т д	4	24
4	т е	26	18
5	так же	2	18
6	то что	7	16
7	не только	11	15
8	что в	4	14
9	может быть	23	14
10	но и	14	12
11	и пр	2	11
12	что он	13	10
13	так и	3	10
14	таким образом	5	10
15	и его	8	10
16	что и	3	9
17	все же	3	9
18	и не	29	9
19	его в	3	9
20	так как	4	9
21	то же	8	8
22	этих случаях	2	8
23	а в	5	8
24	в этих	6	7
25	превращается в	2	7
26	во время	4	7
27	об этом	2	7
28	как и	14	7
29	героя в	3	7
30	он не	9	7
31	как в	2	7
32	их в	4	7
33	в этом	13	7
34	еще не	9	6
35	когда он	3	6
36	не может	18	6
37	а не	7	6
38	к нему	5	6
39	и то	2	6
40	мы можем	2	6
41	могут быть	3	6
42	как он	2	6
43	у него	6	5
44	и как	2	5
45	это не	3	5
46	в одном	12	5
47	но все	2	5
48	но не	5	5
49	и только	3	5
50	ничего не	3	5
51	в его	10	5
52	мы уже	3	5
53	до сих	7	5
54	и др	2	5
55	то это	2	5
56	сих пор	7	5
57	как мы	10	5
58	и что	5	5
59	уже не	3	5
60	не в	11	5
61	с ними	2	5
62	и с	5	5
63	тем что	3	5
64	и здесь	3	5
65	в другом	7	5
66	но в	10	5
67	с собой	4	5
68	с другой	4	4
69	на себя	2	4
70	вовсе не	5	4
71	вопрос о	2	4
72	указывает на	2	4
73	в своей	4	4
74	даже в	3	4
75	другой стороны	3	4
76	здесь не	6	4
77	того как	2	4
78	но эта	2	4
79	и даже	3	4
80	что этот	2	4
81	но он	4	4
82	в которых	2	4
83	о том	5	4
84	перед нами	7	3
85	что у	2	3
86	в одной	3	3
87	из этих	2	3
88	к себе	7	3
89	в образе	2	3
90	для нас	2	3
91	в том	6	3
92	а затем	2	3
93	по существу	3	3
94	том что	2	3
95	его к	2	3
96	но это	4	3
97	и при	2	3
98	во всем	3	3
99	при этом	6	3
100	она не	3	3
101	мы увидим	5	3
102	например в	2	3
103	как бы	22	3
104	все эти	5	3
105	и он	5	3
106	на то	5	3
107	на него	3	3
108	не на	4	3
109	между ними	4	3
110	или в	8	3
111	только в	4	3
112	переходит в	2	3
113	там где	4	3
114	уже в	2	2
115	не могут	4	2
116	должна быть	3	2
117	не менее	3	2
118	никогда не	9	2
119	его и	2	2
120	в своем	4	2
121	с этим	2	2
122	и все	6	2
123	а как	4	2
124	по себе	11	2
125	тем не	2	2
126	ни в	2	2
127	так что	5	2
128	что я	6	2
129	есть в	3	2
130	одна из	2	2
131	от них	2	2
132	есть и	3	2
133	было бы	5	2
134	если бы	3	2
135	конечно не	2	2
136	у нас	2	2
137	он говорит	2	2
138	это он	4	2
139	но для	3	2
140	хотя и	5	2
141	что на	2	2
142	еще один	3	2
143	хотя бы	2	2
144	в нем	12	2
145	не есть	2	2
146	герой и	3	2
147	себя в	3	2
148	в целом	2	2
149	отношение к	2	2
150	из них	2	2
151	не хочет	3	2
152	вот как	4	2
153	на том	2	2
154	в форме	2	2
155	и их	3	2
156	все это	5	2
157	что это	2	2
158	и они	2	2
159	этот вопрос	4	2
160	здесь мы	2	2
161	лишь в	8	2
162	мы здесь	2	2
163	того что	2	2
164	на этот	4	2
165	меня и	2	2
166	и на	10	2
167	сказать что	2	2
168	в виде	3	2
169	известно что	2	2
170	в себе	5	2
171	сливается с	2	2
172	но этот	2	2
173	этого слова	2	2
174	и этим	3	2
