N	2gram	Losev_Vlad_1	Psycholo
1	то что	18	32
2	и в	31	31
3	в том	11	30
4	и т	2	26
5	то есть	3	26
6	что в	14	23
7	может быть	6	22
8	таким образом	3	20
9	ясно что	2	19
10	при этом	2	19
11	так как	8	18
12	не может	6	17
13	как и	4	16
14	том что	14	16
15	и не	17	16
16	точки зрения	2	15
17	только в	9	14
18	не только	24	13
19	что и	5	13
20	в этом	14	12
21	в самом	2	11
22	не в	5	11
23	на то	5	10
24	того что	2	10
25	потому что	11	10
26	ни в	2	9
27	как в	3	9
28	никогда не	9	8
29	вместе с	3	8
30	все это	5	8
31	т д	2	8
32	и что	6	8
33	во всяком	2	8
34	что мы	2	8
35	что он	12	7
36	том чтобы	2	7
37	на основании	2	7
38	и его	7	7
39	того чтобы	2	7
40	сказать что	7	7
41	о том	11	7
42	вовсе не	5	6
43	было бы	2	6
44	из этих	2	6
45	всяком случае	2	6
46	отнюдь не	3	6
47	а в	9	6
48	что она	2	6
49	для того	2	6
50	и даже	15	6
51	в его	12	6
52	и все	4	5
53	все же	3	5
54	так что	10	5
55	то время	2	5
56	для нас	4	5
57	говорит что	4	5
58	несмотря на	4	5
59	совершенно не	2	5
60	в целом	3	5
61	другой стороны	3	5
62	и для	2	5
63	то же	6	5
64	с и	2	5
65	с другой	3	5
66	в то	8	5
67	к тому	3	4
68	в которой	4	4
69	в котором	6	4
70	и так	3	4
71	в себе	4	4
72	указывает на	2	4
73	по существу	2	4
74	что я	2	4
75	мы увидим	3	4
76	у него	15	4
77	и если	5	4
78	у нас	6	4
79	и о	2	4
80	никак не	4	4
81	один из	4	4
82	со стороны	2	4
83	к этому	6	4
84	и у	4	4
85	в своих	5	4
86	в результате	2	4
87	как это	7	4
88	под влиянием	3	3
89	уже в	7	3
90	совсем не	4	3
91	как на	2	3
92	с тем	2	3
93	в частности	2	3
94	в своем	4	3
95	что у	4	3
96	с в	3	3
97	что все	2	3
98	и к	6	3
99	что на	2	3
100	мы знаем	2	3
101	тому же	2	3
102	это и	2	3
103	но это	3	3
104	но не	3	3
105	все что	2	3
106	из его	4	3
107	в этой	4	3
108	хотя и	4	3
109	он не	10	3
110	но мы	2	3
111	жизни и	5	3
112	в своей	4	3
113	так и	6	3
114	только на	3	3
115	не было	5	3
116	и других	2	3
117	и вот	3	3
118	но только	3	3
119	и по	8	3
120	той же	2	3
121	у меня	2	3
122	во всем	4	3
123	в конце	9	3
124	и это	2	3
125	конце концов	3	3
126	но в	12	3
127	не менее	2	2
128	уже и	2	2
129	этом смысле	4	2
130	по этому	2	2
131	главным образом	4	2
132	и как	4	2
133	но даже	2	2
134	в них	2	2
135	и от	5	2
136	в жизни	3	2
137	и теперь	4	2
138	с ним	5	2
139	и здесь	3	2
140	настоящей работы	3	2
141	этом не	2	2
142	там же	13	2
143	тем не	2	2
144	уже не	3	2
145	и сейчас	2	2
146	и потому	6	2
147	это можно	3	2
148	что они	3	2
149	более или	3	2
150	в качестве	6	2
151	того же	6	2
152	но что	3	2
153	это мы	2	2
154	что с	2	2
155	никак нельзя	2	2
156	тот же	3	2
157	и тот	2	2
158	по поводу	12	2
159	что такое	2	2
160	него в	2	2
161	и очень	3	2
162	к жизни	2	2
163	даже в	2	2
164	в нем	4	2
165	отношение к	3	2
166	из них	2	2
167	когда он	5	2
168	но и	19	2
169	или менее	3	2
170	что же	5	2
171	и психологии	5	2
172	мысли и	4	2
173	как мы	9	2
174	только что	2	2
175	как раз	7	2
176	то и	2	2
177	в нас	4	2
178	в связи	3	2
179	этой области	2	2
180	тем самым	2	2
181	в науке	3	2
182	существу дела	2	2
183	к нему	4	2
184	от него	2	2
185	что для	4	2
186	вот что	3	2
187	в чем	2	2
188	ничего не	3	2
189	связи со	2	2
190	как к	2	2
191	и с	14	2
192	в каком	2	2
193	но как	5	2
194	и то	10	2
195	на это	2	2
196	как он	4	2
197	из этого	2	2
198	тех же	2	2
199	к этой	2	2
