N	2gram	Losev_Dial_3	KulturaY
1	и т	24	54
2	т е	48	32
3	и в	24	23
4	точки зрения	25	23
5	в том	5	22
6	не только	23	17
7	было бы	5	16
8	в этом	8	16
9	с точки	14	16
10	может быть	13	14
11	самом деле	6	14
12	что в	7	13
13	в самом	7	13
14	не менее	11	12
15	для того	3	12
16	потому что	7	12
17	вопрос о	5	11
18	том что	8	11
19	а не	26	11
20	того что	12	11
21	в его	2	11
22	у нас	4	10
23	и не	27	10
24	прежде всего	8	9
25	тем не	10	9
26	еще не	2	9
27	хотя бы	4	9
28	таким образом	13	9
29	так как	6	9
30	если бы	6	8
31	зависимости от	3	8
32	т д	23	8
33	уже не	5	8
34	как на	5	8
35	в виду	7	8
36	с другой	4	7
37	или иной	4	7
38	в зависимости	2	7
39	и что	15	7
40	должно быть	3	7
41	в данном	2	7
42	сказать что	4	7
43	все эти	3	7
44	как это	5	7
45	для этого	2	6
46	по себе	20	6
47	что и	6	6
48	что он	13	6
49	в силу	3	6
50	при этом	2	6
51	и тем	2	6
52	так и	5	6
53	в их	2	6
54	не может	19	6
55	то же	6	6
56	могут быть	2	6
57	говорить о	4	6
58	только в	5	6
59	о том	6	6
60	ничего не	17	6
61	что же	11	5
62	я не	6	5
63	не могут	4	5
64	и есть	16	5
65	вовсе не	13	5
66	как и	7	5
67	не в	3	5
68	совершенно не	2	5
69	хотя и	5	5
70	что она	9	5
71	как бы	3	5
72	не значит	3	5
73	все же	3	5
74	от того	4	5
75	как мы	2	5
76	во внимание	2	5
77	а в	2	5
78	но это	5	5
79	также и	2	5
80	тем более	3	5
81	тем что	3	5
82	той или	2	5
83	из этих	2	5
84	в первом	2	5
85	в чем	4	5
86	же мы	2	4
87	тому что	4	4
88	ясно что	7	4
89	для нас	2	4
90	только тогда	3	4
91	тех пор	2	4
92	одной стороны	3	4
93	только как	5	4
94	в сущности	10	4
95	и о	3	4
96	точка зрения	5	4
97	то что	14	4
98	целый ряд	2	4
99	как раз	7	4
100	в своем	3	4
101	не было	3	4
102	с одной	3	4
103	тем самым	3	4
104	что не	5	4
105	что такое	21	4
106	в таком	14	4
107	в слове	3	4
108	однако что	2	4
109	мы говорим	2	4
110	учения о	2	4
111	тогда когда	5	4
112	но на	2	3
113	что это	12	3
114	отнюдь не	10	3
115	как о	4	3
116	это не	4	3
117	говорить что	4	3
118	должна быть	6	3
119	именно в	2	3
120	или иного	2	3
121	есть не	9	3
122	к тому	4	3
123	и к	5	3
124	как же	5	3
125	ни в	9	3
126	с этой	5	3
127	но как	2	3
128	по существу	2	3
129	это и	7	3
130	то в	2	3
131	что именно	3	3
132	но не	2	3
133	но для	2	3
134	он не	5	3
135	но если	6	3
136	то это	9	3
137	не есть	54	3
138	но и	9	3
139	а именно	2	3
140	другой стороны	2	3
141	тому же	2	3
142	и вот	2	3
143	мы не	5	3
144	они не	2	3
145	в ней	2	3
146	и пр	6	3
147	не имеет	11	3
148	и с	6	3
149	той же	3	3
150	всего этого	2	3
151	нас в	2	3
152	сам по	5	3
153	слово в	2	3
154	в каком	3	3
155	в то	5	3
156	и только	6	3
157	она не	3	3
158	того или	3	3
159	говорить и	2	3
160	когда мы	2	3
161	я и	2	3
162	вопрос об	3	2
163	учение о	8	2
164	все это	6	2
165	и чтобы	2	2
166	а что	4	2
167	в частности	2	2
168	и значит	3	2
169	раз и	3	2
170	что все	14	2
171	как например	2	2
172	и я	3	2
173	в условиях	2	2
174	сама по	4	2
175	есть слово	3	2
176	как таковой	2	2
177	и здесь	2	2
178	и как	8	2
179	есть конечно	2	2
180	и говорить	2	2
181	тот или	2	2
182	он будет	3	2
183	кроме того	6	2
184	и если	2	2
185	конечно не	4	2
186	за пределы	3	2
187	нас к	2	2
188	она есть	10	2
189	никак не	2	2
190	что если	2	2
191	не о	2	2
192	есть также	2	2
193	говоря уже	2	2
194	не говоря	2	2
195	вопросе о	2	2
196	уже о	2	2
197	и без	3	2
198	отличается от	8	2
199	так в	2	2
200	то и	3	2
201	что есть	4	2
202	в особенности	7	2
203	быть не	2	2
204	только что	4	2
205	как я	2	2
206	не просто	18	2
207	из того	2	2
208	и нужно	2	2
209	так же	4	2
210	на себя	3	2
211	не знает	3	2
212	во всяком	2	2
213	ни на	3	2
214	только о	3	2
215	что мы	8	2
216	тому как	4	2
217	на этом	2	2
218	если же	8	2
219	еще и	2	2
220	таком случае	10	2
221	но в	2	2
222	е в	4	2
