N	2gram	Vinokur_St_1	Dialekti
1	и не	16	30
2	т е	15	25
3	и т	30	21
4	т д	21	19
5	и в	44	18
6	ничего не	2	17
7	может быть	15	17
8	точки зрения	11	17
9	в нем	5	16
10	ни в	3	15
11	так что	6	15
12	не имеет	4	15
13	значит что	3	14
14	а не	16	14
15	потому что	6	14
16	что в	30	13
17	то что	18	13
18	не только	18	13
19	и даже	5	13
20	если бы	9	12
21	было бы	17	12
22	и что	4	12
23	с точки	8	12
24	в этом	21	12
25	не может	8	12
26	что это	4	11
27	что он	10	11
28	как бы	4	11
29	все это	5	11
30	в себе	2	11
31	так как	5	11
32	прежде всего	7	10
33	несмотря на	2	10
34	то же	5	10
35	сказать что	7	10
36	никогда не	5	9
37	это не	8	9
38	в том	36	9
39	так и	9	9
40	том что	29	9
41	и то	5	9
42	ясно что	10	8
43	но это	6	8
44	совершенно не	5	8
45	к нему	2	8
46	в каком	3	8
47	не существует	3	7
48	вовсе не	19	7
49	то в	3	7
50	но и	10	7
51	что она	4	7
52	мы находим	4	7
53	что не	3	7
54	также и	9	7
55	с другой	9	6
56	да и	3	6
57	хотя бы	6	6
58	она не	2	6
59	ни с	3	6
60	не было	4	6
61	не в	12	6
62	в то	9	6
63	ни на	2	6
64	в чем	3	6
65	но в	10	6
66	я не	7	5
67	в этих	2	5
68	в своем	2	5
69	на то	4	5
70	говорит о	3	5
71	но если	4	5
72	все же	8	5
73	отношение к	2	5
74	в отношении	9	5
75	общего с	3	5
76	что оно	3	5
77	есть только	2	5
78	а в	17	5
79	можно было	13	5
80	и с	3	5
81	говорить о	2	5
82	нисколько не	2	4
83	и более	2	4
84	и об	7	4
85	по крайней	2	4
86	у пушкина	8	4
87	в конце	3	4
88	что эта	2	4
89	во всяком	6	4
90	об этом	3	4
91	крайней мере	2	4
92	это и	4	4
93	но не	3	4
94	же время	4	4
95	тут не	2	4
96	в котором	5	4
97	то это	3	4
98	быть и	2	4
99	так же	5	4
100	другой стороны	7	4
101	как раз	4	4
102	и вообще	3	4
103	ничего общего	3	4
104	о том	17	4
105	как это	4	4
106	что ни	2	3
107	всех этих	2	3
108	тому что	3	3
109	думать что	2	3
110	точку зрения	3	3
111	должна быть	3	3
112	не является	3	3
113	же это	3	3
114	что и	6	3
115	вплоть до	5	3
116	что они	7	3
117	говорит что	3	3
118	случае не	2	3
119	конечно не	2	3
120	или иное	3	3
121	он не	2	3
122	только с	2	3
123	в его	9	3
124	не значит	3	3
125	и потому	2	3
126	если в	2	3
127	даже в	3	3
128	гораздо более	4	3
129	жизни и	5	3
130	отношения к	2	3
131	что же	6	3
132	даже не	4	3
133	имеет ничего	2	3
134	в самом	7	3
135	еще и	2	3
136	еще более	4	3
137	но все	4	3
138	но с	3	3
139	на самом	6	3
140	самом деле	11	3
141	была бы	5	3
142	то или	3	3
143	что для	3	3
144	в данном	14	3
145	в основе	3	3
146	в ней	3	3
147	могут быть	5	3
148	даже и	2	3
149	только в	10	3
150	и все	2	3
151	в сознании	2	3
152	от этого	2	3
153	не менее	5	2
154	того что	9	2
155	же как	3	2
156	бы и	4	2
157	именно в	6	2
158	в виде	3	2
159	в частности	4	2
160	не знает	2	2
161	в качестве	4	2
162	как в	13	2
163	как более	2	2
164	с этой	3	2
165	из этих	6	2
166	опять-таки не	2	2
167	в каждом	3	2
168	вопрос о	4	2
169	быть в	2	2
170	при чем	6	2
171	и сейчас	4	2
172	очень мало	3	2
173	как и	9	2
174	такой же	5	2
175	является не	4	2
176	на точку	2	2
177	что здесь	2	2
178	как о	2	2
179	связанные с	3	2
180	для него	6	2
181	до сих	7	2
182	еще не	3	2
183	одной стороны	2	2
184	для того	10	2
185	никто не	4	2
186	в первую	2	2
187	стороны в	2	2
188	всяком случае	6	2
189	тем более	4	2
190	как можно	2	2
191	из них	8	2
192	в своей	6	2
193	и их	2	2
194	дело не	4	2
195	сих пор	7	2
196	со стороны	6	2
197	и тогда	2	2
198	для этого	2	2
199	т п	9	2
200	с этим	3	2
201	научного значения	2	2
202	а с	3	2
203	этом отношении	7	2
204	с одной	3	2
205	все эти	5	2
206	мы имеем	2	2
207	из того	2	2
208	в эпоху	2	2
209	д но	4	2
210	и у	2	2
211	и для	3	2
212	бы все	3	2
213	д и	2	2
214	и так	3	2
215	же и	4	2
216	что касается	3	2
217	в которых	5	2
218	в другом	3	2
219	можно найти	2	2
220	и это	2	2
221	что как	2	2
222	то не	2	2
223	нет ни	2	2
224	если это	3	2
225	время как	2	2
