N	2gram	Bakhtin_Pr_1	Tvorches
1	у достоевского	16	28
2	и в	29	21
3	как бы	19	17
4	романах достоевского	5	15
5	в то	10	15
6	в его	24	13
7	из подполья	10	13
8	то же	14	13
9	в романах	7	13
10	что в	8	12
11	как и	12	12
12	же время	9	12
13	достоевского в	12	12
14	с его	9	11
15	том что	7	11
16	в романе	9	10
17	все это	6	10
18	как в	6	8
19	достоевского с	3	8
20	он не	5	8
21	то что	15	8
22	у него	5	7
23	в том	8	7
24	при этом	2	7
25	не только	15	7
26	и не	31	7
27	и на	7	7
28	но в	7	7
29	он сам	3	6
30	что он	8	6
31	достоевского не	12	6
32	для него	18	6
33	в котором	2	6
34	человека в	4	6
35	а в	7	6
36	и его	14	6
37	в этом	22	6
38	в творчестве	5	6
39	мира достоевского	2	5
40	вовсе не	7	5
41	а не	22	5
42	но это	4	5
43	может быть	24	5
44	в этой	4	5
45	все же	9	5
46	его романов	3	5
47	таким образом	12	5
48	хотя бы	2	5
49	в своих	3	5
50	потому что	8	5
51	творчестве достоевского	5	5
52	как будто	3	5
53	только в	10	5
54	в человеке	3	4
55	в своем	8	4
56	прежде всего	7	4
57	в мире	6	4
58	и как	7	4
59	достоевский не	3	4
60	в целом	6	4
61	творчества достоевского	8	4
62	одним из	6	4
63	один из	2	4
64	в своей	8	4
65	мысли и	5	4
66	не может	12	4
67	это не	9	4
68	и от	2	4
69	герои достоевского	3	4
70	для достоевского	5	4
71	уже в	3	3
72	самого начала	2	3
73	никогда не	3	3
74	мире достоевского	7	3
75	с другой	3	3
76	романного мира	3	3
77	своих героев	2	3
78	в каждом	8	3
79	я не	3	3
80	романа достоевского	12	3
81	с ним	5	3
82	творчество достоевского	5	3
83	сливается с	6	3
84	достоевский в	6	3
85	это и	5	3
86	но не	9	3
87	романов достоевского	8	3
88	на его	2	3
89	в самом	10	3
90	той же	5	3
91	он ни	2	3
92	даже в	4	3
93	в нем	19	3
94	и т	4	3
95	жизни и	2	3
96	самого достоевского	6	3
97	но и	14	3
98	достоевского и	7	3
99	в их	3	3
100	во времени	3	3
101	уже не	13	3
102	тут и	2	3
103	записок из	2	3
104	на самом	5	3
105	и даже	2	3
106	так же	6	3
107	в которой	2	3
108	достоевского к	4	3
109	и с	4	3
110	в россии	2	3
111	героев и	3	3
112	далеко не	3	3
113	так как	6	3
114	человека но	2	3
115	по достоевскому	3	2
116	в основе	4	2
117	перед нами	5	2
118	а как	7	2
119	однако в	2	2
120	в настоящем	2	2
121	в пространстве	3	2
122	пространстве а	2	2
123	в жизни	2	2
124	личности в	4	2
125	в литературе	4	2
126	что и	4	2
127	его как	4	2
128	так что	2	2
129	достоевского он	2	2
130	не в	7	2
131	время не	3	2
132	героев в	3	2
133	одна из	3	2
134	отсюда же	2	2
135	ибо в	2	2
136	мир достоевского	12	2
137	до конца	8	2
138	тот же	2	2
139	в первой	2	2
140	по преимуществу	2	2
141	себя как	2	2
142	в одной	6	2
143	в ней	2	2
144	же и	2	2
145	был бы	6	2
146	в духе	3	2
147	данном случае	2	2
148	так и	7	2
149	приводит к	3	2
150	во всей	2	2
151	не во	3	2
152	как к	3	2
153	для автора	2	2
154	именно в	5	2
155	в себя	3	2
156	что она	6	2
157	здесь мы	2	2
158	самом деле	6	2
159	и у	3	2
160	и наконец	4	2
161	в мир	3	2
162	сказать что	3	2
163	могут быть	6	2
164	но он	2	2
165	в данном	2	2
166	в себе	7	2
167	т п	3	2
168	не знает	3	2
169	и человек	2	2
170	в один	2	2
171	героя и	10	2
172	так сказать	4	2
173	нет ни	2	2
174	мира в	5	2
