N	2gram	Losev_Prob_2	VerxiiNi
1	и в	35	26
2	таким образом	4	22
3	с тем	3	18
4	вместе с	2	15
5	в этом	17	15
6	точки зрения	2	13
7	как бы	4	12
8	в том	12	11
9	может быть	18	10
10	не только	24	10
11	и с	10	10
12	из этих	3	10
13	связи с	5	9
14	что в	11	9
15	но и	16	9
16	в области	6	9
17	так как	7	9
18	с другой	6	8
19	но не	4	8
20	в общем	4	8
21	и не	37	8
22	как на	2	8
23	том что	19	7
24	но все	2	7
25	одной стороны	5	7
26	к нему	2	7
27	то что	38	7
28	с одной	5	7
29	потому что	13	7
30	но в	6	7
31	в конце	7	6
32	представление о	5	6
33	к тому	3	6
34	несмотря на	3	6
35	всяком случае	10	6
36	что и	2	6
37	все же	8	6
38	так и	7	6
39	все это	4	6
40	в отношении	4	6
41	все эти	7	6
42	во всяком	13	6
43	в себе	5	6
44	мы должны	3	6
45	о том	18	6
46	том числе	2	5
47	и к	3	5
48	крайней мере	6	5
49	до сих	4	5
50	в его	7	5
51	сих пор	4	5
52	или менее	4	5
53	так же	5	5
54	лишь в	3	5
55	а не	10	5
56	того чтобы	2	5
57	для того	3	5
58	не имеет	7	5
59	и для	6	5
60	более или	4	5
61	по крайней	6	5
62	учение о	2	4
63	в этих	4	4
64	и от	3	4
65	что все	6	4
66	что он	4	4
67	числе и	2	4
68	из которых	2	4
69	в самом	5	4
70	не может	13	4
71	и только	4	4
72	а в	4	4
73	то же	5	4
74	что оно	2	4
75	и что	13	4
76	и по	3	4
77	с другими	5	4
78	ничем не	2	4
79	в виде	6	4
80	он не	2	4
81	в то	6	4
82	только в	14	4
83	то есть	39	4
84	в этой	9	4
85	далеко не	4	4
86	не менее	13	3
87	если бы	4	3
88	так или	6	3
89	как о	3	3
90	хотя бы	12	3
91	точно так	3	3
92	ясно что	8	3
93	уже с	2	3
94	можно сказать	6	3
95	с самого	3	3
96	так что	11	3
97	и как	4	3
98	и при	2	3
99	представляет собой	2	3
100	в своем	4	3
101	в качестве	2	3
102	случае не	4	3
103	и если	3	3
104	большей частью	3	3
105	и о	4	3
106	не вполне	4	3
107	тем не	12	3
108	оказывается что	3	3
109	к сожалению	6	3
110	в связи	5	3
111	при этом	3	3
112	уже не	8	3
113	в значительной	3	3
114	того что	12	3
115	и даже	11	3
116	в таком	11	3
117	или иначе	6	3
118	в результате	4	3
119	конце концов	7	3
120	уже в	3	2
121	или иное	2	2
122	не могут	4	2
123	самого начала	2	2
124	только не	3	2
125	перестает быть	3	2
126	при таком	2	2
127	в них	2	2
128	по тому	2	2
129	может ли	3	2
130	и особенно	2	2
131	тогда когда	3	2
132	но при	2	2
133	прежде всего	11	2
134	утверждать что	2	2
135	на то	6	2
136	или иной	5	2
137	тех пор	4	2
138	уже давно	5	2
139	оно является	2	2
140	а также	2	2
141	и здесь	4	2
142	его от	2	2
143	то ни	3	2
144	по своему	5	2
145	все что	3	2
146	что мы	14	2
147	ли это	2	2
148	тот же	4	2
149	еще не	10	2
150	мысль о	2	2
151	общего с	2	2
152	конечно не	2	2
153	значительной мере	3	2
154	для всех	2	2
155	той или	5	2
156	но если	4	2
157	и является	3	2
158	такое положение	3	2
159	один из	3	2
160	бы то	2	2
161	то или	3	2
162	во всех	2	2
163	к другу	2	2
164	быть и	2	2
165	отличается от	2	2
166	для этого	3	2
167	положение дела	2	2
168	иной раз	3	2
169	не было	3	2
170	если не	4	2
171	одновременно и	3	2
172	можно только	2	2
173	в одно	2	2
174	между этими	2	2
175	свидетельствует о	2	2
176	и на	5	2
177	сказать что	24	2
178	не в	2	2
179	мы можем	6	2
180	и наконец	3	2
181	для каждого	4	2
182	о котором	3	2
183	ничего общего	3	2
184	или по	4	2
185	же самое	6	2
186	и все	5	2
187	и это	5	2
188	которые в	2	2
189	из этого	2	2
190	относится к	6	2
191	и действительно	2	2
192	в виду	8	2
