N	2gram	Bakhtin_Pr_3	PoTuStor
1	может быть	19	17
2	и в	34	16
3	прежде всего	15	9
4	таким образом	5	9
5	в этом	16	9
6	и только	2	9
7	и его	16	8
8	и с	15	8
9	точки зрения	8	8
10	не может	19	8
11	с его	6	7
12	сказать что	2	7
13	не только	10	7
14	и это	4	6
15	и к	12	6
16	с точки	4	6
17	самом деле	13	6
18	для него	13	6
19	при этом	4	6
20	конечно не	2	6
21	я и	2	6
22	отношение к	6	5
23	все эти	4	5
24	что такое	2	5
25	в чем	5	5
26	ни в	4	5
27	ту сторону	2	5
28	нуждается в	3	5
29	еще не	4	5
30	как бы	27	5
31	в него	3	5
32	с самого	8	4
33	самого начала	8	4
34	в нем	19	4
35	по ту	2	4
36	отнюдь не	2	4
37	но и	12	4
38	так и	6	4
39	все это	16	4
40	хотя бы	5	4
41	все позволено	2	4
42	и все	19	4
43	так как	4	4
44	и не	29	4
45	на самом	11	4
46	как мы	7	4
47	и ее	2	4
48	и наконец	5	4
49	и даже	7	4
50	с ними	6	4
51	и на	6	4
52	с ее	3	4
53	только в	6	4
54	его в	4	4
55	но в	16	4
56	в его	22	4
57	во время	2	3
58	мы знаем	2	3
59	что в	7	3
60	жизни и	3	3
61	во всех	2	3
62	вместе с	4	3
63	чем не	2	3
64	в большинстве	2	3
65	в одном	5	3
66	к себе	17	3
67	этом смысле	4	3
68	те же	2	3
69	и вот	5	3
70	большинстве случаев	3	3
71	крайней мере	3	3
72	в том	3	3
73	а в	5	3
74	том что	3	3
75	и как	3	3
76	с другими	4	3
77	то что	11	3
78	их в	3	3
79	на этом	4	3
80	по крайней	3	3
81	только на	4	3
82	в общем	4	3
83	если б	2	3
84	во всяком	5	3
85	и потому	2	3
86	всяком случае	5	3
87	и этот	2	2
88	не менее	3	2
89	нет и	3	2
90	один из	2	2
91	и лишь	2	2
92	что и	5	2
93	ни было	4	2
94	в душе	2	2
95	сознания и	3	2
96	никогда не	8	2
97	что не	7	2
98	а может	2	2
99	для этого	3	2
100	в них	2	2
101	находится в	2	2
102	того же	2	2
103	вообще не	2	2
104	с этой	2	2
105	и так	5	2
106	ненависть к	3	2
107	с этим	2	2
108	его целом	2	2
109	в жизни	2	2
110	то же	14	2
111	что оно	2	2
112	не знает	6	2
113	по всему	2	2
114	на них	5	2
115	сводится к	3	2
116	что он	23	2
117	у него	4	2
118	но зато	3	2
119	и для	8	2
120	войти в	2	2
121	в этот	2	2
122	да еще	2	2
123	как и	18	2
124	так же	8	2
125	но это	4	2
126	друг на	2	2
127	мы уже	6	2
128	совсем не	3	2
129	по своему	3	2
130	все и	4	2
131	он не	15	2
132	при всей	2	2
133	всю жизнь	2	2
134	говорить о	3	2
135	на друга	2	2
136	в начале	4	2
137	на протяжении	5	2
138	в пределах	6	2
139	и вообще	2	2
140	было бы	2	2
141	со всеми	2	2
142	что это	5	2
143	кажется что	2	2
144	о том	2	2
145	в самом	8	2
146	но как	4	2
147	за пределы	2	2
148	в своей	3	2
149	к другим	2	2
150	с ним	8	2
151	себя и	8	2
