N	2gram	Tiupa_Hudo_1	Problemy
1	и в	14	35
2	как бы	7	31
3	и не	2	27
4	что он	9	24
5	в его	8	21
6	но в	5	19
7	не может	7	18
8	к себе	5	18
9	как и	9	18
10	себе самому	3	18
11	в нем	3	16
12	к другому	4	16
13	то же	9	15
14	и все	4	15
15	но и	5	14
16	для него	10	14
17	может быть	5	14
18	все это	2	14
19	и его	5	14
20	в этом	11	14
21	с другим	2	13
22	что я	2	13
23	он не	4	13
24	прежде всего	11	12
25	и с	4	12
26	и к	4	12
27	в другом	2	12
28	в пределах	3	11
29	в то	8	11
30	не в	7	10
31	самом деле	5	10
32	же время	8	10
33	не только	12	10
34	то что	8	10
35	рассказа в	6	10
36	героя и	5	10
37	на самом	2	9
38	так и	13	8
39	себя и	2	8
40	потому что	5	8
41	мы уже	4	8
42	все же	3	8
43	как мы	3	8
44	и для	3	8
45	лишь в	3	7
46	а в	7	7
47	точки зрения	5	7
48	с ним	4	7
49	с его	5	7
50	еще не	7	7
51	себе и	2	7
52	для себя	3	7
53	отношению к	8	7
54	что же	2	7
55	слова в	2	6
56	что в	6	6
57	к тому	7	6
58	и что	2	6
59	в самом	4	6
60	что у	3	6
61	и на	3	6
62	не знает	2	6
63	от него	3	6
64	но не	3	6
65	по отношению	8	6
66	только в	5	6
67	в конце	4	5
68	в том	12	5
69	да и	2	5
70	так что	2	5
71	как к	3	5
72	от себя	2	5
73	и даже	3	5
74	с ними	2	5
75	даже в	3	5
76	на него	2	5
77	как в	8	5
78	к своему	2	5
79	героя в	2	5
80	в себе	11	5
81	и это	4	5
82	никогда не	6	4
83	та же	4	4
84	в такой	2	4
85	в мире	3	4
86	до конца	2	4
87	на его	2	4
88	не о	2	4
89	между тем	8	4
90	и так	2	4
91	но он	3	4
92	но как	2	4
93	его в	3	4
94	у него	9	4
95	как раз	4	4
96	он говорил	2	4
97	по себе	2	4
98	по своему	3	4
99	еще в	3	4
100	в своей	10	4
101	только на	2	4
102	а не	12	4
103	что не	2	4
104	тем что	3	4
105	как будто	4	4
106	в творчестве	3	4
107	и от	4	3
108	такой же	3	3
109	о своей	2	3
110	из рассказа	3	3
111	в него	2	3
112	с ее	2	3
113	в целом	2	3
114	из них	4	3
115	в форме	2	3
116	в одной	2	3
117	все эти	3	3
118	того что	4	3
119	должно быть	2	3
120	это не	7	3
121	для других	2	3
122	говорить о	3	3
123	в начале	2	3
124	эти слова	2	3
125	установкой на	2	3
126	с этим	3	3
127	в ее	3	3
128	как его	3	3
129	том что	16	3
130	было бы	6	3
131	он уже	4	3
132	только что	4	3
133	а с	2	3
134	уже не	7	3
135	ничего не	8	3
136	так сказать	2	2
137	не менее	5	2
138	на вопрос	2	2
139	в этих	5	2
140	тому что	4	2
141	столь же	4	2
142	с этой	2	2
143	как все	2	2
144	это в	3	2
145	вопрос о	2	2
146	что на	2	2
147	мы знаем	2	2
148	ни в	5	2
149	на этом	3	2
150	она в	3	2
151	при этом	12	2
152	со своим	2	2
153	например в	2	2
154	хотя и	2	2
155	в своем	4	2
156	и по	3	2
157	особенно в	2	2
158	характер и	2	2
159	в ней	4	2
160	по своей	4	2
161	о том	12	2
162	как он	2	2
163	я и	2	2
164	однако в	2	2
165	будто бы	3	2
166	слово не	2	2
167	раз в	2	2
168	то в	4	2
169	одной из	2	2
170	в произведениях	2	2
171	о нем	3	2
172	друг друга	5	2
173	себя в	4	2
174	своего рода	7	2
175	приводит к	3	2
176	так в	2	2
177	все равно	2	2
178	в речи	2	2
179	и он	5	2
180	про себя	2	2
181	с точки	3	2
182	той же	2	2
183	можно было	5	2
184	в рассказе	11	2
185	не случайно	7	2
186	пока еще	2	2
187	и об	2	2
188	героя на	2	2
189	внутренней жизни	2	2
190	за ним	2	2
