N	2gram	Vygotskiy__5	Istorich
1	и в	16	24
2	что он	25	21
3	не только	16	21
4	может быть	9	14
5	не может	18	14
6	в этих	3	13
7	что в	16	13
8	как в	5	12
9	в этом	25	12
10	и здесь	2	12
11	но и	6	11
12	это не	4	10
13	у него	6	10
14	том что	15	10
15	а в	3	10
16	и что	12	10
17	мы видим	4	10
18	и другие	2	9
19	с другой	4	9
20	не в	6	9
21	все же	3	9
22	о том	8	9
23	потому что	21	9
24	показывает что	5	8
25	еще не	4	8
26	что и	3	8
27	все это	2	8
28	другой стороны	2	8
29	то же	8	8
30	а не	10	8
31	так как	16	8
32	в том	18	7
33	мы видели	3	7
34	во всех	2	7
35	то что	26	7
36	вместе с	4	7
37	к нему	3	7
38	таким образом	19	7
39	тем что	5	6
40	с этой	4	6
41	как и	8	6
42	так же	15	6
43	но не	10	6
44	в нем	7	6
45	он не	8	6
46	того что	16	6
47	только в	10	6
48	как он	6	6
49	ответ на	3	6
50	не менее	3	5
51	одной стороны	3	5
52	представляют собой	2	5
53	то это	2	5
54	отношение к	11	5
55	так и	7	5
56	с одной	3	5
57	что она	2	5
58	в чем	3	5
59	с ним	5	5
60	ничего не	5	5
61	но в	6	5
62	на вопрос	5	4
63	никогда не	5	4
64	что у	2	4
65	в состоянии	4	4
66	представления о	2	4
67	вовсе не	2	4
68	он может	3	4
69	по существу	3	4
70	но все	2	4
71	представляет собой	7	4
72	при этом	4	4
73	одной из	3	4
74	же как	7	4
75	как бы	5	4
76	в их	3	4
77	то и	2	4
78	и не	12	4
79	совершенно ясно	2	4
80	не имеет	4	4
81	мы не	3	4
82	точки зрения	18	4
83	мы должны	8	4
84	мы можем	6	4
85	в качестве	4	3
86	в них	2	3
87	но они	2	3
88	они же	2	3
89	тогда когда	5	3
90	раньше чем	3	3
91	если он	2	3
92	вопрос о	12	3
93	в различных	2	3
94	видим что	2	3
95	так что	4	3
96	что они	5	3
97	предположить что	2	3
98	для объяснения	4	3
99	это происходит	2	3
100	его в	2	3
101	происходит в	2	3
102	когда он	2	3
103	сих пор	3	3
104	ее в	3	3
105	в свете	4	3
106	как мы	10	3
107	должны были	2	3
108	этой точки	4	3
109	должны быть	2	3
110	и даже	2	3
111	и по	4	3
112	и его	3	3
113	приходит к	3	3
114	но это	3	3
115	связи с	3	3
116	что мы	4	3
117	того как	5	3
118	способность к	3	2
119	тому что	5	2
120	того же	7	2
121	вообще не	4	2
122	и от	2	2
123	лежит в	2	2
124	к этому	3	2
125	прежде всего	3	2
126	совершенно очевидно	2	2
127	не могут	4	2
128	стороны и	2	2
129	в то	5	2
130	мы знаем	3	2
131	говорит о	3	2
132	такое же	2	2
133	это значит	5	2
134	в силу	10	2
135	связанные с	6	2
136	то время	4	2
137	тот же	5	2
138	было бы	10	2
139	и тот	3	2
140	в действительности	3	2
141	может идти	3	2
142	на его	2	2
143	в самом	4	2
144	не имеют	2	2
145	нас к	3	2
146	к ним	2	2
147	в котором	2	2
148	если в	3	2
149	тем более	4	2
150	и тем	3	2
151	вытекает из	3	2
152	нами в	2	2
153	все дело	2	2
154	стоит в	4	2
155	на этот	4	2
156	в которой	5	2
157	как это	8	2
158	время как	4	2
159	которые не	2	2
160	сказать что	13	2
161	в основе	8	2
162	из них	2	2
163	он в	3	2
164	с этим	3	2
165	но он	7	2
166	и на	6	2
167	они не	3	2
168	этот вопрос	6	2
169	во всем	2	2
170	и другое	4	2
171	только на	2	2
172	его на	2	2
173	что эти	2	2
174	все эти	4	2
175	до сих	3	2
176	но при	2	2
