N	2gram	Vinokur_Vv_1	Problemy
1	и в	27	43
2	и не	13	29
3	т е	38	26
4	может быть	24	23
5	как бы	5	22
6	не может	13	18
7	но и	5	14
8	как и	5	14
9	и т	43	13
10	точки зрения	7	13
11	в этом	34	13
12	что он	4	13
13	в нем	13	12
14	в одном	4	12
15	в каждом	4	11
16	не в	8	11
17	по себе	9	11
18	не только	21	11
19	прежде всего	8	10
20	и на	3	10
21	но в	10	10
22	в его	10	10
23	как мы	9	10
24	никогда не	3	9
25	еще не	4	9
26	в сущности	3	9
27	т п	5	9
28	то же	8	8
29	с точки	2	8
30	и его	5	8
31	до сих	5	7
32	и сам	2	7
33	в самом	12	7
34	в то	5	7
35	то что	17	7
36	сих пор	5	7
37	что же	3	7
38	а не	3	7
39	в другом	3	7
40	в этих	3	6
41	в том	31	6
42	при этом	3	6
43	в котором	4	6
44	не как	3	6
45	здесь не	2	6
46	да и	4	5
47	так что	5	5
48	же время	5	5
49	хотя и	3	5
50	к нему	2	5
51	все это	6	5
52	по отношению	4	5
53	таким образом	19	5
54	все эти	3	5
55	а в	5	5
56	рядом с	2	5
57	и с	2	5
58	но ведь	4	5
59	вовсе не	6	5
60	о том	15	5
61	но не	7	5
62	было бы	5	5
63	и что	4	5
64	отношению к	4	5
65	в той	7	5
66	самом деле	6	5
67	в себе	4	5
68	не могут	5	4
69	сама по	3	4
70	что в	11	4
71	в своем	3	4
72	с другой	8	4
73	к тому	4	4
74	до конца	3	4
75	себе и	2	4
76	по мере	4	4
77	т д	37	4
78	должно быть	2	4
79	в результате	3	4
80	так как	13	4
81	так чтобы	3	4
82	или как	3	4
83	а как	3	4
84	в них	4	4
85	в своей	4	4
86	том же	2	4
87	если же	2	4
88	и до	2	4
89	во всех	2	4
90	в отличие	3	4
91	на этот	4	4
92	между ними	2	4
93	мы не	2	4
94	как раз	4	4
95	этот вопрос	4	4
96	только в	13	4
97	и это	6	4
98	отличие от	3	4
99	не менее	8	3
100	что если	2	3
101	должна быть	2	3
102	в отношении	2	3
103	это не	8	3
104	есть и	4	3
105	он сам	3	3
106	но зато	2	3
107	в виду	4	3
108	здесь нет	4	3
109	в их	11	3
110	и даже	5	3
111	он и	2	3
112	во всем	2	3
113	его в	6	3
114	между тем	8	3
115	если бы	2	3
116	стороны и	3	3
117	в различных	2	3
118	по существу	2	3
119	того же	3	3
120	что и	3	3
121	все же	8	3
122	себя в	2	3
123	него в	2	3
124	только на	3	3
125	связи между	4	3
126	уже не	5	3
127	другой стороны	5	3
128	также и	16	3
129	и для	4	3
130	той же	4	3
131	можно было	7	3
132	ничего не	2	3
133	слова как	2	3
134	тем что	6	3
135	в виде	4	3
136	могут быть	4	3
137	и ее	4	3
138	уже в	5	2
139	из этих	5	2
140	в конце	3	2
141	мысли и	2	2
142	вопрос о	8	2
143	его к	2	2
144	что может	3	2
145	тем не	8	2
146	сливается с	3	2
147	и как	9	2
148	но все	3	2
149	из его	2	2
150	лишь как	2	2
151	времени и	4	2
152	что это	3	2
153	например в	2	2
154	что такое	10	2
155	и др	2	2
156	себе что	3	2
157	то это	3	2
158	в целом	5	2
159	отношение к	3	2
160	на том	3	2
161	значение в	2	2
162	в форме	2	2
163	и без	2	2
164	для этого	3	2
165	того что	12	2
166	этих случаях	2	2
167	так же	3	2
168	только так	2	2
169	каждый из	2	2
170	в своих	2	2
171	в которых	6	2
172	сказать что	5	2
173	именно как	3	2
174	из них	3	2
175	как он	6	2
176	в первом	5	2
177	во всяком	3	2
178	уже и	7	2
179	с этим	2	2
180	лежит в	2	2
181	этом смысле	11	2
182	быть в	4	2
183	об этом	5	2
184	у нас	2	2
185	и при	2	2
186	одна из	2	2
187	по своему	5	2
188	не нужно	2	2
189	из истории	2	2
190	с их	5	2
191	с теми	2	2
192	конце концов	2	2
193	этого слова	2	2
194	на почве	5	2
195	не есть	4	2
196	дело в	3	2
197	которая как	2	2
198	быть и	2	2
199	бы и	2	2
200	входит в	2	2
201	уже после	3	2
202	том что	26	2
203	что не	5	2
204	может служить	3	2
205	хотя бы	5	2
206	речь в	4	2
207	и то	5	2
208	мы можем	2	2
209	отношении к	2	2
210	иной раз	2	2
211	в каждой	2	2
212	того как	3	2
