N	2gram	Savitsky_E_1	StatiiOP
1	и в	37	29
2	том что	6	27
3	в том	11	27
4	в этом	12	21
5	но и	14	19
6	что в	21	19
7	не только	18	19
8	о том	3	17
9	в его	2	13
10	между прочим	7	12
11	то что	6	11
12	к тому	8	10
13	таким образом	2	10
14	т е	9	10
15	в своем	14	9
16	так и	10	9
17	этом отношении	3	9
18	и не	14	9
19	как на	3	9
20	потому что	3	9
21	он не	2	9
22	но в	14	8
23	с тем	3	7
24	в самом	4	7
25	в ней	4	7
26	в котором	2	7
27	в своей	8	7
28	вместе с	2	7
29	для того	6	7
30	в одном	2	6
31	вовсе не	6	6
32	вопрос о	4	6
33	в течение	5	6
34	и что	2	6
35	того чтобы	6	6
36	и на	6	6
37	прежде всего	9	5
38	в той	5	5
39	в качестве	14	5
40	было бы	8	5
41	как бы	6	5
42	а не	2	5
43	того что	7	5
44	между тем	8	5
45	точки зрения	23	5
46	именно в	4	4
47	в частности	5	4
48	с другой	7	4
49	но с	2	4
50	не в	5	4
51	и к	3	4
52	хотя и	2	4
53	дело в	3	4
54	еще более	2	4
55	при помощи	2	4
56	и с	2	4
57	но также	2	4
58	в общем	3	3
59	в известном	3	3
60	же как	5	3
61	что это	2	3
62	в этих	2	3
63	не является	3	3
64	вообще не	3	3
65	с этим	2	3
66	на себя	3	3
67	по себе	4	3
68	идет о	3	3
69	одном из	2	3
70	что на	2	3
71	но не	5	3
72	кажется что	2	3
73	одной из	5	3
74	никогда не	3	3
75	и даже	6	3
76	всяком случае	3	3
77	из них	3	3
78	другой стороны	2	3
79	как в	3	3
80	отношений между	2	3
81	в их	11	3
82	относятся к	2	3
83	тем что	3	3
84	и сейчас	2	3
85	и по	5	3
86	хотя бы	15	3
87	так же	9	3
88	во всяком	3	3
89	отношении к	15	3
90	в россии	5	3
91	в эту	2	3
92	во многом	2	2
93	в отношении	32	2
94	в содержании	2	2
95	ни было	4	2
96	на всем	4	2
97	и более	2	2
98	если бы	2	2
99	в них	3	2
100	в какой	2	2
101	с этой	6	2
102	и теперь	2	2
103	утверждать что	2	2
104	бы ни	3	2
105	что и	3	2
106	в ее	8	2
107	говорит о	3	2
108	как и	7	2
109	то ни	4	2
110	и как	2	2
111	в этой	2	2
112	в истории	2	2
113	в то	16	2
114	по своему	7	2
115	очевидно что	3	2
116	не дает	3	2
117	несмотря на	4	2
118	тем в	3	2
119	может быть	6	2
120	только к	2	2
121	и потому	5	2
122	а также	7	2
123	на то	6	2
124	даже в	4	2
125	только в	9	2
126	ее в	3	2
127	бы то	4	2
128	не к	2	2
129	также и	7	2
130	в некоторых	2	2
131	в процессе	4	2
132	со стороны	5	2
133	в полной	4	2
134	не на	4	2
135	не может	9	2
136	то же	15	2
137	там где	3	2
138	в значительной	2	2
139	на этот	2	2
140	не имеет	4	2
141	с точки	17	2
142	в данном	3	2
143	в результате	3	2
144	сказать что	4	2
145	с и	10	2
146	в каком	4	2
147	в себе	9	2
148	этот вопрос	2	2
149	так как	7	2
150	как это	4	2
151	того же	3	2
152	отметить что	3	2
153	в области	11	2
