N	2gram	Losev_Vlad_2	Dialekti
1	не есть	4	47
2	и не	18	30
3	может быть	7	20
4	и в	30	19
5	не только	12	19
6	по себе	5	18
7	а не	7	16
8	в себе	6	15
9	то что	20	14
10	и даже	10	14
11	в том	18	14
12	как бы	5	14
13	так как	5	14
14	потому что	9	14
15	вовсе не	4	13
16	но и	8	12
17	то же	4	12
18	точки зрения	7	12
19	и все	7	12
20	что это	4	10
21	ни в	7	10
22	как и	5	10
23	и как	3	10
24	в нем	4	10
25	так и	5	10
26	том что	12	10
27	это не	2	10
28	сказать что	11	10
29	никогда не	7	9
30	по крайней	4	9
31	крайней мере	4	9
32	не может	9	9
33	же и	2	9
34	прежде всего	6	8
35	это значит	2	8
36	она не	2	8
37	мы уже	2	8
38	есть нечто	2	8
39	с точки	3	8
40	не в	9	8
41	в этом	20	8
42	в своей	5	8
43	как это	7	7
44	но это	4	7
45	но что	5	7
46	и к	6	7
47	что в	12	7
48	только тогда	2	7
49	и притом	2	7
50	должно быть	3	7
51	время как	2	7
52	и то	5	7
53	как будто	2	7
54	так что	5	7
55	я не	4	6
56	что он	13	6
57	что не	2	6
58	да и	3	6
59	в то	9	6
60	но не	3	6
61	есть и	2	6
62	конечно не	4	6
63	того что	5	6
64	и может	2	6
65	не могу	2	6
66	жизни и	6	6
67	и вообще	10	6
68	тогда когда	2	6
69	же время	3	5
70	по своему	2	5
71	можно сказать	4	5
72	в самом	2	5
73	и потому	2	5
74	что и	3	5
75	и это	3	5
76	а именно	6	5
77	иной раз	2	5
78	и что	5	5
79	и его	6	5
80	только в	6	5
81	о том	4	5
82	не то	3	5
83	и с	14	5
84	в виду	2	5
85	содержит в	4	4
86	уже в	3	4
87	нисколько не	2	4
88	и есть	2	4
89	в своем	8	4
90	быть в	3	4
91	же это	2	4
92	все же	9	4
93	при этом	5	4
94	то время	6	4
95	и если	4	4
96	к нему	2	4
97	он не	4	4
98	хотя бы	3	4
99	связи с	8	4
100	ни с	2	4
101	без всякого	2	4
102	все это	5	4
103	в связи	8	4
104	тут же	2	4
105	таким образом	3	4
106	и вот	3	4
107	заключается в	2	4
108	и по	2	4
109	а в	11	4
110	в таком	3	4
111	но он	3	4
112	как он	2	4
113	с ним	5	4
114	сам по	2	3
115	не менее	7	3
116	всех этих	3	3
117	о чем	6	3
118	в этих	4	3
119	в это	4	3
120	и от	2	3
121	это время	4	3
122	об этом	6	3
123	как мы	11	3
124	уже не	3	3
125	в этой	4	3
126	что если	2	3
127	кроме того	9	3
128	было бы	9	3
129	и мы	4	3
130	и из	2	3
131	себе и	2	3
132	даже в	2	3
133	с этим	5	3
134	не было	10	3
135	мы находим	2	3
136	в той	2	3
137	есть просто	2	3
138	в данном	3	3
139	и бытия	2	3
140	будто бы	2	3
141	его в	4	3
142	это за	2	3
143	или как	2	3
144	когда мы	3	3
145	в чем	2	3
146	ничего не	2	3
147	это было	4	3
148	вы не	2	2
149	что же	8	2
150	само по	2	2
151	уже и	2	2
152	и можно	2	2
153	в частности	2	2
154	не очень	4	2
155	в бытии	2	2
156	в конце	13	2
157	именно в	4	2
158	то это	4	2
159	этого последнего	2	2
160	к тому	2	2
161	тем не	6	2
162	же в	2	2
163	но все	2	2
164	которая есть	2	2
165	что я	3	2
166	с тем	2	2
167	или менее	3	2
168	это мы	5	2
169	и прежде	2	2
170	и часто	2	2
171	в каких	2	2
172	в общем	2	2
173	на его	4	2
174	в сущности	2	2
175	несмотря на	4	2
176	и всякая	2	2
177	вот и	3	2
178	в ней	4	2
179	всяком случае	6	2
180	так или	3	2
181	говоря уже	2	2
182	себя в	2	2
183	будем говорить	2	2
184	только одно	3	2
185	на все	2	2
186	и я	5	2
187	во всех	3	2
188	не говоря	3	2
189	был в	2	2
190	данном случае	2	2
191	жизни с	2	2
192	в их	2	2
193	так же	4	2
194	не на	2	2
195	собственно говоря	2	2
196	того как	2	2
197	как в	3	2
198	только и	3	2
199	того и	2	2
200	более или	3	2
201	и она	2	2
202	как я	2	2
203	в очень	3	2
204	его не	2	2
205	также что	2	2
206	или иначе	3	2
207	в своих	2	2
208	также и	6	2
209	в результате	5	2
210	их в	2	2
211	и при	2	2
212	в виде	3	2
213	или по	2	2
214	мы должны	4	2
215	еще на	2	2
216	во всяком	6	2
217	но вот	3	2
218	что эти	2	2
219	все эти	5	2
220	уже о	2	2
221	в которой	4	2
222	в области	3	2
223	но в	8	2
224	я и	2	2
225	вместе с	8	2
226	на этом	2	2
