N	2gram	Trubetskoy_1	Mirosoze
1	может быть	9	30
2	не только	9	29
3	и в	14	28
4	не может	22	28
5	но и	10	25
6	а не	2	25
7	он не	5	24
8	в этом	17	20
9	не было	3	18
10	у него	2	17
11	не в	4	16
12	потому что	5	16
13	в ней	2	15
14	в своей	5	15
15	и есть	2	14
16	никогда не	5	14
17	в нем	5	13
18	для него	6	11
19	в самом	3	11
20	и не	19	11
21	что в	4	10
22	в своем	6	10
23	в мире	4	10
24	во имя	5	10
25	прежде всего	8	10
26	что он	6	10
27	было бы	5	10
28	и потому	3	10
29	к отрицанию	2	9
30	с тем	6	9
31	в его	4	9
32	не есть	3	9
33	но не	4	8
34	в котором	2	8
35	того что	3	7
36	в конце	3	7
37	но в	2	7
38	любви к	2	7
39	к нему	2	7
40	в себе	9	7
41	он сам	3	6
42	должна быть	2	6
43	в том	17	6
44	в этой	4	6
45	все это	6	6
46	лишь в	3	6
47	и на	5	6
48	вместе с	4	6
49	только в	5	6
50	не могут	4	5
51	– не	2	5
52	как и	4	5
53	то что	13	5
54	в этих	2	4
55	и вместе	2	4
56	не к	2	4
57	в их	4	4
58	отношения к	2	4
59	и по	3	4
60	а в	5	4
61	точки зрения	11	4
62	и этот	3	4
63	от него	2	4
64	она не	2	4
65	что и	3	4
66	уже не	2	4
67	тем что	3	4
68	себя и	5	3
69	и вот	2	3
70	к тому	7	3
71	для нас	2	3
72	это есть	2	3
73	но если	3	3
74	не так	2	3
75	должно быть	3	3
76	с этим	2	3
77	его в	4	3
78	так как	4	3
79	и с	7	3
80	для них	3	3
81	к богу	7	3
82	он должен	5	3
83	том что	9	3
84	есть и	2	3
85	конечно не	5	3
86	на том	3	3
87	себя в	4	3
88	вряд ли	3	3
89	ко всем	3	3
90	хотя бы	5	3
91	может не	3	2
92	место в	2	2
93	и от	2	2
94	вопрос о	5	2
95	с самим	2	2
96	для того	6	2
97	себе и	4	2
98	жизни и	4	2
99	тому чтобы	4	2
100	отличается от	2	2
101	по отношению	2	2
102	все эти	2	2
103	и что	2	2
104	и те	2	2
105	людей и	2	2
106	или от	2	2
107	даже и	2	2
108	в начале	2	2
109	самого себя	7	2
110	как бы	4	2
111	о том	7	2
112	в россии	6	2
113	с ним	2	2
114	к этой	4	2
115	если бы	6	2
116	жизни в	5	2
117	и во	3	2
118	в то	10	2
119	все что	4	2
120	как будто	2	2
121	до сих	5	2
122	и к	6	2
123	все же	4	2
124	сих пор	5	2
125	приводит к	4	2
126	она может	3	2
127	на земле	4	2
128	того чтобы	8	2
129	к чему	2	2
130	и как	3	2
131	и для	6	2
132	конце концов	3	2
133	любовь к	2	2
134	и человек	2	2
135	отношении к	2	2
