N	2gram	Vygotskiy__1	Istorich
1	и в	31	24
2	что он	7	21
3	не только	13	21
4	и т	26	17
5	т е	3	16
6	т д	8	16
7	может быть	22	14
8	не может	17	14
9	в этих	4	13
10	что в	23	13
11	мы имеем	4	12
12	как в	9	12
13	в этом	12	12
14	и здесь	2	12
15	но и	2	11
16	у него	4	10
17	том что	16	10
18	а в	6	10
19	и что	8	10
20	мы видим	5	10
21	и другие	4	9
22	с другой	5	9
23	не в	11	9
24	все же	5	9
25	о том	7	9
26	потому что	10	9
27	показывает что	5	8
28	что и	13	8
29	все это	8	8
30	другой стороны	5	8
31	то же	5	8
32	а не	13	8
33	так как	18	8
34	один из	4	7
35	в том	30	7
36	мы видели	2	7
37	одна из	4	7
38	то что	32	7
39	вместе с	8	7
40	к нему	2	7
41	что здесь	2	7
42	таким образом	20	7
43	с этой	4	6
44	для нас	5	6
45	как и	16	6
46	так же	12	6
47	но не	3	6
48	мы увидим	4	6
49	в нем	2	6
50	он не	3	6
51	и все	5	6
52	того что	10	6
53	только в	14	6
54	как он	2	6
55	что это	6	6
56	не менее	2	5
57	тот кто	2	5
58	одной стороны	6	5
59	отношение к	2	5
60	так и	3	5
61	с одной	5	5
62	что она	6	5
63	в чем	2	5
64	с ним	2	5
65	ничего не	2	5
66	там где	4	5
67	но в	3	5
68	на вопрос	2	4
69	никогда не	8	4
70	что у	3	4
71	в состоянии	3	4
72	не всегда	2	4
73	вовсе не	6	4
74	тем не	2	4
75	по существу	4	4
76	представляет собой	2	4
77	при этом	19	4
78	же как	4	4
79	как бы	5	4
80	то и	2	4
81	и не	16	4
82	совершенно ясно	19	4
83	мы не	12	4
84	точки зрения	15	4
85	мы можем	4	4
86	уже в	3	3
87	в другой	2	3
88	в качестве	2	3
89	в них	2	3
90	тогда когда	5	3
91	представление о	3	3
92	вопрос о	3	3
93	на то	10	3
94	видим что	2	3
95	так что	5	3
96	что они	2	3
97	для объяснения	3	3
98	и если	4	3
99	например в	3	3
100	том чтобы	7	3
101	его в	2	3
102	при помощи	20	3
103	когда он	2	3
104	сих пор	3	3
105	задачи и	3	3
106	как мы	2	3
107	этой точки	5	3
108	она в	2	3
109	должны быть	3	3
110	показывает как	2	3
111	и даже	6	3
112	и по	3	3
113	и его	7	3
114	приходит к	2	3
115	но это	3	3
116	хотя и	3	3
117	из этих	6	3
118	от него	2	3
119	что мы	8	3
120	в конце	3	3
121	не будет	3	2
122	и там	2	2
123	по этому	2	2
124	тому что	4	2
125	того же	2	2
126	та же	3	2
127	и так	4	2
128	и от	2	2
129	к этому	4	2
130	прежде всего	4	2
131	совершенно очевидно	3	2
132	не могут	3	2
133	не можем	3	2
134	стороны и	3	2
135	в то	5	2
136	мы знаем	3	2
137	ни в	9	2
138	в ее	5	2
139	без всякого	2	2
140	говорит о	2	2
141	в силу	3	2
142	только о	2	2
143	то время	5	2
144	что при	3	2
145	она не	5	2
146	тот же	2	2
147	было бы	6	2
148	когда она	2	2
149	и тот	2	2
150	в самом	11	2
151	и о	4	2
152	это обстоятельство	3	2
153	к ним	2	2
154	и когда	3	2
155	в котором	4	2
156	и тем	2	2
157	от всех	3	2
158	со стороны	4	2
159	оказывается что	5	2
160	отличается от	2	2
161	им в	3	2
162	точно так	3	2
163	в связи	2	2
164	уже не	2	2
165	все дело	2	2
166	там же	2	2
167	и у	4	2
168	что такое	2	2
169	в которой	4	2
170	как это	4	2
171	его не	2	2
172	увидим что	2	2
173	время как	5	2
174	почти всегда	3	2
175	всех других	2	2
176	что по	3	2
177	связи со	2	2
178	сказать что	7	2
179	в основе	2	2
180	из них	2	2
181	в одной	3	2
182	с этим	3	2
183	общественного развития	3	2
184	во всем	3	2
185	только на	3	2
186	что эти	3	2
187	и это	3	2
188	то чтобы	2	2
189	и другую	2	2
190	до сих	3	2
