N	2gram	Voloshinov_2	VerxiiNi
1	и в	19	26
2	таким образом	14	22
3	вместе с	2	15
4	в этом	15	15
5	точки зрения	17	13
6	как бы	19	12
7	в том	7	11
8	может быть	28	10
9	не только	13	10
10	и с	2	10
11	связи с	13	9
12	что в	2	9
13	но и	10	9
14	так как	3	9
15	с другой	3	8
16	но не	2	8
17	и не	19	8
18	и у	2	8
19	как на	2	8
20	том что	10	7
21	одной стороны	3	7
22	к нему	5	7
23	то что	4	7
24	а с	2	7
25	с одной	3	7
26	но в	7	7
27	к тому	6	6
28	и потому	2	6
29	того же	5	6
30	всяком случае	2	6
31	что и	3	6
32	все же	5	6
33	так и	10	6
34	в отношении	4	6
35	все эти	3	6
36	с точки	13	6
37	во всяком	3	6
38	в себе	4	6
39	и т.д	4	6
40	о том	3	6
41	крайней мере	2	5
42	тому же	2	5
43	до сих	3	5
44	одной из	3	5
45	в его	5	5
46	никогда не	7	5
47	сих пор	3	5
48	или менее	2	5
49	так же	5	5
50	лишь в	14	5
51	а не	9	5
52	того чтобы	6	5
53	для того	6	5
54	не имеет	3	5
55	и для	7	5
56	более или	2	5
57	по крайней	2	5
58	учение о	3	4
59	в этих	3	4
60	и от	3	4
61	что он	4	4
62	в нем	11	4
63	в смысле	6	4
64	в самом	6	4
65	в котором	3	4
66	не может	18	4
67	а в	3	4
68	то же	16	4
69	что оно	3	4
70	и тогда	2	4
71	с другими	3	4
72	в виде	2	4
73	он не	3	4
74	в то	8	4
75	только в	8	4
76	то есть	2	4
77	в этой	3	4
78	далеко не	2	4
79	что это	2	3
80	если бы	11	3
81	но по	2	3
82	как о	2	3
83	хотя бы	6	3
84	к этому	5	3
85	для него	9	3
86	с самого	5	3
87	и как	6	3
88	в своем	2	3
89	в качестве	3	3
90	и о	2	3
91	отношению к	8	3
92	в связи	7	3
93	при этом	9	3
94	в значительной	2	3
95	того что	4	3
96	и даже	2	3
97	всегда и	2	3
98	в таком	7	3
99	уже в	2	2
100	самого начала	5	2
101	с его	8	2
102	ни было	6	2
103	именно в	2	2
104	к которым	3	2
105	связана с	2	2
106	и особенно	2	2
107	не как	3	2
108	на все	2	2
109	прежде всего	7	2
110	так называемой	2	2
111	в свою	6	2
112	на то	4	2
113	или иной	5	2
114	оно является	2	2
115	к его	2	2
116	и здесь	5	2
117	то ни	5	2
118	мы видели	4	2
119	в начале	2	2
120	как от	2	2
121	же время	8	2
122	связано с	3	2
123	ли это	2	2
124	еще не	3	2
125	конечно не	4	2
126	той или	4	2
127	и является	2	2
128	не с	2	2
129	бы то	4	2
130	не к	3	2
131	жизни и	2	2
132	во всех	6	2
133	в процессе	18	2
134	быть и	6	2
135	связь с	4	2
136	приводит к	2	2
137	только что	3	2
138	не было	3	2
139	свидетельствует о	2	2
140	одним из	2	2
141	и на	5	2
142	в русском	4	2
143	сказать что	4	2
144	не в	10	2
145	мы можем	6	2
146	же самое	6	2
147	и все	6	2
148	и это	3	2
149	относится к	3	2
150	между тем	6	2
151	из него	2	2
