N	2gram	Vygotskiy__1	EvropaiC
1	таким образом	26	32
2	в том	24	31
3	и в	23	24
4	том что	21	20
5	все эти	4	19
6	не может	12	18
7	то что	17	17
8	может быть	14	15
9	все же	3	15
10	точки зрения	26	13
11	в своем	3	12
12	до сих	4	12
13	сих пор	4	12
14	самом деле	3	12
15	в этом	17	12
16	все это	6	11
17	между тем	9	11
18	с этим	6	11
19	отношению к	7	10
20	как бы	11	10
21	по отношению	7	10
22	во всех	3	10
23	так и	5	10
24	на то	5	9
25	при этом	4	9
26	друг с	4	9
27	в результате	4	9
28	как и	14	9
29	с другом	4	9
30	что в	14	9
31	не в	4	8
32	в самом	7	8
33	так же	16	8
34	если бы	5	8
35	и все	5	8
36	ясно что	2	8
37	мы говорили	3	8
38	с точки	18	8
39	для этого	5	7
40	к тому	4	7
41	но и	14	7
42	и не	9	7
43	и что	5	7
44	из этих	3	7
45	по своей	5	7
46	о котором	2	7
47	о том	6	7
48	что он	7	7
49	по существу	4	7
50	в силу	6	7
51	того чтобы	17	7
52	для того	15	7
53	из этого	5	7
54	с другой	10	6
55	в этой	7	6
56	в общем	3	6
57	несмотря на	2	6
58	друг от	3	6
59	от друга	3	6
60	того что	15	6
61	как на	4	6
62	и на	8	6
63	так как	7	6
64	говорили выше	2	6
65	и при	2	6
66	мы можем	6	6
67	только в	6	6
68	вместе с	9	6
69	именно в	6	5
70	что это	3	5
71	столь же	6	5
72	и от	3	5
73	на все	3	5
74	что все	4	5
75	в пользу	4	5
76	что с	2	5
77	в целом	20	5
78	другой стороны	9	5
79	и с	9	5
80	потому что	6	5
81	ступени развития	2	5
82	но в	5	5
83	сравнению с	5	5
84	к этому	4	5
85	и к	4	5
86	из всех	2	5
87	в то	7	5
88	и если	3	5
89	в его	14	5
90	не только	16	5
91	по сравнению	6	5
92	но все	2	5
93	между двумя	2	5
94	лишь в	6	5
95	в себе	6	5
96	в которой	3	5
97	на вопрос	2	4
98	никогда не	2	4
99	в конце	2	4
100	в такой	3	4
101	из того	5	4
102	что его	2	4
103	что как	2	4
104	выше и	2	4
105	хотя и	2	4
106	в их	3	4
107	которых мы	2	4
108	факт что	3	4
109	должно быть	2	4
110	и то	3	4
111	всех этих	2	4
112	между собой	5	4
113	в состоянии	2	4
114	связи с	3	4
115	мы должны	5	4
116	иначе говоря	2	4
117	том же	2	4
118	он не	5	4
119	что эта	2	4
120	то же	8	4
121	а с	4	4
122	в течение	2	4
123	если мы	2	4
124	из которых	3	4
125	хотя бы	4	4
126	в виде	2	4
127	все прочие	2	4
128	и т.д	5	4
129	в области	3	4
130	может не	3	3
131	же как	6	3
132	с одной	8	3
133	в нашем	2	3
134	в этих	2	3
135	целом ряде	2	3
136	представление о	2	3
137	вопрос о	7	3
138	исключительно из	2	3
139	данном случае	2	3
140	от того	6	3
141	целый ряд	4	3
142	что оно	3	3
143	и других	3	3
144	заключается в	8	3
145	и наконец	2	3
146	а в	2	3
147	что мы	5	3
148	и потому	2	3
149	бы в	5	3
150	с тем	7	3
151	можно назвать	2	3
152	прежде всего	10	3
153	двух разнородных	2	3
154	во всем	3	3
155	как известно	3	3
156	что если	2	3
157	даже в	2	3
158	только что	4	3
159	ко всем	3	3
160	в данном	2	3
161	которые не	3	3
162	тем более	5	3
163	в психологии	10	3
164	и это	3	3
165	свою очередь	3	2
166	независимо от	6	2
167	в частности	2	2
168	тому что	5	2
169	точку зрения	2	2
170	что у	2	2
171	с этой	6	2
172	что эти	2	2
173	как мы	5	2
174	всех прочих	2	2
175	для него	2	2
176	отдельные элементы	3	2
177	мы и	3	2
178	такой же	3	2
179	что они	3	2
180	на этом	2	2
181	же время	2	2
182	в свою	4	2
183	сообразно с	2	2
184	одной стороны	9	2
185	между отдельными	3	2
186	том чтобы	3	2
187	эти черты	2	2
188	всяком случае	3	2
189	в котором	4	2
190	работы и	2	2
191	мы видели	2	2
192	и до	2	2
193	образом и	3	2
194	что она	4	2
195	то и	3	2
196	показывают что	3	2
197	что для	5	2
198	между этими	6	2
199	и те	2	2
200	в которых	3	2
201	одну из	4	2
202	одно из	2	2
203	говорить о	2	2
204	в один	2	2
205	на нее	2	2
206	во всяком	3	2
207	в основе	8	2
208	и более	5	2
209	в них	2	2
210	он должен	2	2
211	тогда когда	3	2
212	этих двух	3	2
213	должен быть	4	2
214	представить себе	5	2
215	вовсе не	3	2
216	на первый	2	2
217	а затем	5	2
218	только тогда	2	2
219	двумя крайними	3	2
220	но не	4	2
221	тех же	2	2
222	она не	3	2
223	ближе к	2	2
224	было бы	4	2
225	жизни и	2	2
226	психологии в	2	2
227	в сущности	6	2
228	всех остальных	3	2
229	к другу	2	2
230	в процессе	8	2
231	на него	2	2
232	в ту	2	2
233	одной и	2	2
234	тем самым	5	2
235	между ними	2	2
236	из этой	2	2
237	этот вопрос	3	2
238	потому и	2	2
239	и ее	7	2
240	в другом	7	2
241	всех тех	5	2
242	если это	2	2
243	этого слова	4	2
244	этими двумя	2	2
245	и поэтому	2	2
