N	2gram	Propp_Isto_4	Psycholo
1	то что	16	37
2	и в	26	30
3	в том	3	27
4	что в	14	24
5	и что	5	23
6	потому что	6	23
7	том что	3	21
8	таким образом	10	20
9	как бы	3	19
10	что он	10	17
11	на то	3	17
12	не только	15	16
13	в этом	7	14
14	так же	18	13
15	вместе с	6	12
16	если бы	2	11
17	может быть	14	11
18	что мы	3	11
19	о том	4	10
20	никогда не	2	9
21	с другой	4	9
22	мы увидим	3	9
23	не может	6	9
24	увидим что	2	9
25	и то	6	9
26	сказать что	2	9
27	так как	9	9
28	с тем	2	8
29	что это	2	8
30	мы имеем	7	8
31	он должен	3	8
32	не в	5	8
33	а не	6	8
34	при этом	3	8
35	того что	2	8
36	мы видим	6	8
37	могут быть	6	8
38	по себе	2	7
39	в нем	2	7
40	и как	5	7
41	но не	5	7
42	мы можем	6	7
43	все же	9	7
44	и т	27	7
45	то же	8	7
46	совершенно ясно	2	7
47	как это	3	7
48	уже в	2	6
49	в своем	2	6
50	что она	3	6
51	как и	7	6
52	и если	3	6
53	и тем	2	6
54	но и	12	6
55	и не	9	6
56	говорит что	2	6
57	и его	10	6
58	или в	3	6
59	и здесь	5	6
60	тем что	5	6
61	мы уже	5	6
62	на этом	2	6
63	и есть	2	5
64	в целом	2	5
65	как мы	5	5
66	в этой	2	5
67	что они	6	5
68	еще не	6	5
69	до сих	5	5
70	было бы	2	5
71	указывает что	2	5
72	когда он	6	5
73	сих пор	5	5
74	другой стороны	4	5
75	в себе	2	5
76	но в	5	5
77	только в	3	5
78	же самое	2	5
79	в частности	2	4
80	от него	2	4
81	сравнению с	3	4
82	и все	2	4
83	этот вопрос	2	4
84	то это	5	4
85	говорит о	2	4
86	у нас	2	4
87	указывает на	4	4
88	в своей	4	4
89	от того	2	4
90	в его	5	4
91	не есть	2	4
92	по сравнению	3	4
93	только что	3	4
94	а в	8	4
95	там где	3	4
96	из которых	5	4
97	что эта	3	4
98	должен был	3	4
99	о чем	3	4
100	что ни	3	3
101	не могут	2	3
102	что герой	2	3
103	и другие	3	3
104	у него	5	3
105	бы мы	2	3
106	что у	3	3
107	хотя бы	2	3
108	это не	5	3
109	формы и	2	3
110	из этих	3	3
111	к этому	5	3
112	вовсе не	4	3
113	вопрос о	4	3
114	показывает что	10	3
115	что на	2	3
116	видим что	2	3
117	для нас	3	3
118	об этом	7	3
119	так что	2	3
120	одна из	2	3
121	что здесь	7	3
122	он говорит	2	3
123	он не	7	3
124	что и	9	3
125	на его	3	3
126	ни в	2	3
127	данном случае	3	3
128	так и	10	3
129	как в	7	3
130	так например	2	3
131	так в	4	3
132	и только	5	3
133	т д	24	3
134	героя в	7	3
135	на этот	2	3
136	по его	2	3
137	в силу	5	3
138	но он	4	3
139	и на	2	3
140	в данном	3	3
141	в другом	5	3
142	мы должны	5	3
143	в этих	7	3
144	с этой	2	2
145	перед нами	3	2
146	же как	13	2
147	связи с	3	2
148	он в	4	2
149	знаем что	7	2
150	к которым	5	2
151	в одной	3	2
152	с этим	2	2
153	в одном	5	2
154	а как	2	2
155	их не	2	2
156	с помощью	2	2
157	не что	3	2
158	герой и	2	2
159	мы знаем	8	2
160	дает ему	4	2
161	же в	3	2
162	этом случае	3	2
163	а затем	3	2
164	по существу	3	2
165	но все	5	2
166	и при	3	2
167	предположить что	6	2
168	должна быть	2	2
169	не дает	2	2
170	или на	2	2
171	на том	2	2
172	в качестве	7	2
173	его с	2	2
174	но мы	3	2
175	еще один	2	2
176	с той	2	2
177	иное как	3	2
178	из них	2	2
179	представляют собой	4	2
180	в форме	2	2
181	все это	2	2
182	что есть	2	2
183	того как	4	2
184	это и	5	2
185	и вот	2	2
186	и даже	4	2
187	и он	3	2
188	между ними	3	2
189	есть только	3	2
190	к этим	2	2
191	то здесь	2	2
192	ничего не	5	2
193	в которых	4	2
194	героя а	2	2
195	и с	5	2
196	это же	2	2
197	даже и	2	2
198	что иное	3	2
199	во всем	3	2
200	его на	4	2
201	как он	6	2
202	все эти	3	2
203	собой в	2	2
204	связь между	2	2
