N	2gram	Voloshinov_2	FransuaR
1	и в	19	45
2	то есть	2	25
3	и т.п	10	16
4	и не	19	15
5	не только	13	14
6	в этом	15	14
7	но в	7	14
8	в его	5	13
9	во всех	6	13
10	и его	16	13
11	как бы	19	12
12	что в	2	12
13	в своем	2	11
14	то же	16	11
15	в то	8	11
16	прежде всего	7	10
17	в том	7	10
18	в нем	11	10
19	но и	10	10
20	как и	9	10
21	и с	2	10
22	же время	8	9
23	вовсе не	11	8
24	как мы	15	8
25	в ней	3	8
26	жизни и	2	8
27	таким образом	14	8
28	так же	5	8
29	с его	8	7
30	он был	2	7
31	том что	10	7
32	не в	10	7
33	что и	3	7
34	мы видели	4	7
35	и все	6	7
36	в атмосфере	2	6
37	что он	4	6
38	в этой	3	6
39	он не	3	6
40	так и	10	6
41	мысли и	3	6
42	того чтобы	6	6
43	для того	6	6
44	связи с	13	6
45	так как	3	6
46	одной из	3	5
47	одним из	2	5
48	и их	4	5
49	как раз	4	5
50	не может	18	5
51	в связи	7	5
52	все эти	3	5
53	на самом	7	5
54	самом деле	9	5
55	и у	2	5
56	и как	6	5
57	и на	5	5
58	его в	7	5
59	перед нами	3	4
60	характерно что	3	4
61	и от	3	4
62	мы не	2	4
63	у него	2	4
64	и здесь	5	4
65	тому же	2	4
66	но не	2	4
67	здесь в	2	4
68	ничего не	4	4
69	в самом	6	4
70	в сущности	14	4
71	и о	2	4
72	мы уже	6	4
73	в их	5	4
74	здесь как	2	4
75	а не	9	4
76	и даже	2	4
77	как на	2	4
78	а в	3	4
79	той же	3	4
80	сказать что	4	4
81	в основе	9	4
82	чем же	3	4
83	с этим	3	4
84	точки зрения	17	4
85	только в	8	4
86	о том	3	4
87	и это	3	4
88	бы в	4	4
89	это было	2	4
90	это не	4	3
91	но они	2	3
92	в одной	2	3
93	ни в	6	3
94	того же	5	3
95	для него	9	3
96	в своей	3	3
97	до сих	3	3
98	вместе с	2	3
99	сих пор	3	3
100	связь с	4	3
101	и прежде	2	3
102	этой связи	4	3
103	не было	3	3
104	именно в	2	3
105	с помощью	6	3
106	того что	4	3
107	и он	2	3
108	менее всего	3	3
109	не имеет	3	3
110	и для	7	3
111	он и	2	3
112	в другом	3	3
113	там где	2	3
114	о чем	2	3
115	оставаясь в	2	2
116	делает его	2	2
117	если мы	6	2
118	независимо от	2	2
119	точку зрения	2	2
120	хотя бы	6	2
121	относится к	3	2
122	на все	2	2
123	к этому	5	2
124	этих форм	2	2
125	значение и	2	2
126	к тому	6	2
127	в отношении	4	2
128	отличие от	3	2
129	конечно в	3	2
130	в начале	2	2
131	то что	4	2
132	в пределах	10	2
133	в качестве	3	2
134	в большинстве	5	2
135	сказанного нами	2	2
136	ведь это	2	2
137	из важнейших	2	2
138	было бы	4	2
139	что это	2	2
140	конечно не	4	2
141	может быть	28	2
142	должен быть	2	2
143	слова и	6	2
144	все же	5	2
145	и до	3	2
146	в различных	3	2
147	в отличие	3	2
148	в особенности	2	2
149	при этом	9	2
150	в истории	3	2
151	лишь в	14	2
152	в значительной	2	2
153	в системе	2	2
154	с точки	13	2
155	к нему	5	2
156	рядом с	2	2
157	в данном	5	2
158	конечно и	2	2
159	между тем	6	2
160	мы можем	6	2
161	эти последние	2	2
162	же самое	6	2
163	и т.д	4	2
164	большинстве случаев	5	2
165	от этого	2	2
