N	2gram	Bakhtin_Pr_2	Problema
1	то есть	4	39
2	то что	7	38
3	и не	29	37
4	вовсе не	5	37
5	и в	43	35
6	не есть	2	33
7	сказать что	2	24
8	не только	11	24
9	том что	2	19
10	о том	5	18
11	может быть	23	18
12	у нас	2	18
13	что такое	2	18
14	в этом	13	17
15	в настоящее	2	16
16	но и	14	16
17	настоящее время	2	16
18	только в	4	14
19	не менее	3	13
20	и что	5	13
21	во всяком	2	13
22	не может	18	13
23	тем не	2	12
24	в том	6	12
25	того что	2	12
26	также и	3	12
27	хотя бы	2	12
28	что в	4	11
29	прежде всего	10	11
30	так что	5	11
31	и даже	3	11
32	никак не	5	11
33	в таком	2	11
34	и с	5	10
35	еще не	9	10
36	да и	5	10
37	а не	7	10
38	и то	2	10
39	ничего не	3	10
40	если мы	2	9
41	для нас	2	9
42	для себя	2	9
43	что же	7	9
44	только на	3	9
45	уже не	3	8
46	было бы	5	8
47	в виду	3	8
48	по себе	11	8
49	как раз	4	8
50	все же	3	8
51	в конце	2	7
52	все эти	5	7
53	в его	10	7
54	конце концов	2	7
55	так и	3	7
56	бы и	2	7
57	так как	4	7
58	мы не	4	7
59	с другой	4	6
60	ни в	2	6
61	но это	4	6
62	мы и	2	6
63	и т	13	6
64	т д	4	6
65	в то	7	6
66	на то	5	6
67	и для	3	6
68	мы можем	2	6
69	в виде	3	6
70	но в	10	6
71	и без	2	5
72	или иной	3	5
73	кроме того	3	5
74	в самом	7	5
75	той или	3	5
76	с этим	2	5
77	так же	2	5
78	и на	10	5
79	между собой	2	5
80	и все	6	5
81	раз и	2	5
82	этом смысле	2	5
83	как и	14	5
84	по своему	2	5
85	указывает на	2	5
86	то же	8	5
87	как мы	10	5
88	что не	2	5
89	другой стороны	3	5
90	можно было	3	5
91	в себе	5	5
92	и это	4	5
93	не могут	4	4
94	не был	2	4
95	сама по	4	4
96	что если	3	4
97	в этих	6	4
98	в своем	4	4
99	в отношении	3	4
100	что на	2	4
101	как же	2	4
102	без всякого	2	4
103	и как	2	4
104	есть в	3	4
105	более или	3	4
106	между собою	4	4
107	и следовательно	3	4
108	как бы	22	4
109	значение в	2	4
110	все это	5	4
111	и только	3	4
112	таким образом	5	4
113	а в	5	4
114	в результате	4	4
115	их в	4	4
116	именно как	2	4
117	и здесь	3	4
118	тем что	3	4
119	если бы	3	4
120	что он	13	4
121	стороны и	3	4
122	но не	5	4
123	до сих	7	4
124	тот же	3	4
125	и о	2	4
126	сих пор	7	4
127	или менее	3	4
128	самом деле	5	4
129	то и	2	4
130	далеко не	4	4
131	слова и	12	4
132	уже в	2	3
133	он сам	3	3
134	из этих	2	3
135	вопрос о	2	3
136	к тому	4	3
137	но эта	2	3
138	с самим	8	3
139	хотя и	5	3
140	мы уже	3	3
141	и является	2	3
142	то это	2	3
143	в целом	2	3
144	и их	3	3
145	в их	3	3
146	для этого	2	3
147	при этом	6	3
148	здесь мы	2	3
149	лишь в	8	3
150	и наконец	6	3
151	не знает	3	3
152	в своих	2	3
153	но ведь	5	3
154	его в	3	3
155	бы в	5	3
156	уже и	2	3
157	и к	3	3
158	одна из	2	3
159	не нужно	2	3
160	она не	3	3
161	на том	2	3
162	если же	4	3
163	если оно	2	3
164	всем этим	2	3
165	слова как	3	3
166	бы не	2	3
167	иной раз	2	3
168	мы здесь	2	3
169	в слове	5	3
170	обойтись без	3	3
171	не во	2	3
172	том или	3	3
173	он является	2	2
174	перед нами	7	2
175	что может	2	2
176	но зато	3	2
177	в той	5	2
178	не в	11	2
179	но все	2	2
180	знает что	2	2
181	как нам	2	2
182	и сам	7	2
183	себе и	4	2
184	в него	7	2
185	и др	2	2
186	себе что	2	2
187	друг к	2	2
188	к нему	5	2
189	нам кажется	5	2
190	друг от	2	2
191	он тоже	3	2
192	отличается от	2	2
193	даже в	3	2
194	в одно	3	2
195	или в	8	2
196	должно быть	4	2
197	каждый из	2	2
198	или как	4	2
199	же и	4	2
200	точки зрения	13	2
201	ведь и	7	2
202	представим себе	2	2
203	которого оно	2	2
204	слово в	8	2
205	сознания и	3	2
206	в них	4	2
207	же тут	2	2
208	и всякое	2	2
209	в такой	2	2
210	но при	3	2
211	об этом	2	2
212	и при	2	2
213	говорят что	3	2
214	ведь это	2	2
215	от друга	2	2
216	конечно не	2	2
217	он не	9	2
218	оно является	2	2
219	о нем	6	2
220	и особенно	2	2
221	что и	3	2
222	отношение между	2	2
223	во всех	4	2
224	к другу	2	2
225	быть и	2	2
226	на него	3	2
227	мысли и	2	2
228	это вовсе	2	2
229	совершенно не	4	2
230	входит в	2	2
231	нами в	2	2
232	в голове	2	2
233	еще более	2	2
234	чтобы не	2	2
235	слово и	9	2
236	той же	3	2
237	сознание и	2	2
238	и ее	3	2
239	и вы	2	2
240	здесь не	6	2
