N	3gram	Bakhtin_Pr_4	Problemy
1	с точки зрения	9	13
2	в этом смысле	2	10
3	о себе самом	3	9
4	в то же	5	9
5	то же время	5	9
6	по отношению к	5	8
7	в том что	2	6
8	в одной плоскости	2	5
9	в романах достоевского	4	5
10	но в то	2	5
11	не может быть	8	4
12	в произведениях достоевского	2	3
13	сами по себе	2	3
14	с другой стороны	3	3
15	как раз и	3	3
16	в самом деле	4	2
17	в большинстве случаев	8	2
18	и не может	7	2
19	до сих пор	8	2
20	можно было бы	2	2
21	как бы в	3	2
22	то перед нами	4	2
23	и в сущности	2	2
24	слово о себе	3	2
25	по себе еще	2	2
26	себе еще не	2	2
