N	2gram	Bakhtin_KF_1	Myshleni
1	мышления и	2	40
2	точки зрения	12	26
3	в том	6	24
4	и в	24	23
5	том что	4	21
6	в целом	10	20
7	с точки	9	18
8	того чтобы	2	17
9	то что	7	17
10	в этом	14	17
11	не только	5	16
12	того что	3	15
13	для того	3	15
14	что в	4	14
15	может быть	45	14
16	но и	9	14
17	как и	5	14
18	в его	40	14
19	не может	27	12
20	как бы	9	11
21	прежде всего	2	10
22	в качестве	2	9
23	и не	26	9
24	между тем	4	9
25	и на	3	8
26	в основе	5	8
27	в процессе	2	8
28	то же	5	8
29	вопрос о	2	7
30	в этой	2	7
31	по отношению	26	7
32	в то	3	7
33	с тем	2	7
34	что он	2	7
35	отношению к	22	7
36	мы не	3	7
37	и ее	2	7
38	в другом	3	7
39	независимо от	3	6
40	и тем	3	6
41	от того	3	6
42	все это	10	6
43	именно в	5	6
44	лишь в	8	6
45	потому что	2	6
46	о том	3	6
47	и его	17	6
48	тем что	3	6
49	в себе	21	6
50	только в	16	6
51	тому что	2	5
52	и как	2	5
53	по себе	2	5
54	для этого	2	5
55	в своих	3	5
56	и все	7	5
57	если бы	8	5
58	но в	5	5
59	мышления как	2	5
60	он не	6	5
61	так и	2	5
62	целом и	3	5
63	тем самым	4	5
64	и т.д	2	5
65	но не	12	4
66	в свою	3	4
67	не в	12	4
68	при этом	4	4
69	в котором	24	4
70	все эти	10	4
71	в одном	4	4
72	к этому	2	4
73	в чем	4	4
74	было бы	8	4
75	для себя	5	4
76	должен быть	7	4
77	в своей	10	4
78	как в	2	4
79	во всей	4	4
80	а с	2	4
81	хотя бы	4	4
82	ни в	12	4
83	этого слова	2	4
84	может не	2	3
85	я не	6	3
86	что это	3	3
87	в своем	16	3
88	мысль и	2	3
89	теории и	3	3
90	и мы	2	3
91	в их	8	3
92	оба эти	2	3
93	и других	2	3
94	мышление и	2	3
95	вовсе не	7	3
96	во всем	7	3
97	тогда когда	3	3
98	сознания и	3	3
99	к теоретическому	2	3
100	во всех	11	3
101	не могу	3	3
102	все же	5	3
103	не остается	2	3
104	если не	2	3
105	самом деле	3	3
106	а не	17	3
107	из которых	2	3
108	и то	2	3
109	могут быть	3	3
110	всей его	2	3
111	в каком	4	3
112	и это	12	3
113	в области	2	3
114	ничего не	3	3
115	никогда не	5	2
116	ибо все	3	2
117	в смысле	6	2
118	но все	5	2
119	же время	2	2
120	для него	8	2
121	был бы	3	2
122	не имеет	5	2
123	один из	2	2
124	жизни и	8	2
125	нигде не	3	2
126	это целое	2	2
127	мысль не	2	2
128	сознания в	2	2
129	в единое	2	2
130	должно быть	6	2
131	бы и	3	2
132	а в	4	2
133	что этот	3	2
134	говорить о	2	2
135	мысль как	2	2
136	от этого	2	2
137	всех этих	3	2
138	он может	2	2
139	и я	5	2
140	ясно что	3	2
141	и эти	2	2
142	в ее	16	2
143	ближе к	3	2
144	со всеми	2	2
145	себе и	3	2
146	бы он	2	2
147	и потому	2	2
148	в современной	3	2
149	в ту	2	2
150	уже не	7	2
151	и пр	3	2
152	со всем	5	2
153	в данном	2	2
154	в виде	2	2
155	его на	2	2
156	дело в	2	2
157	что эта	2	2
158	там где	5	2
159	едва ли	2	2
