N	2gram	Tiupa_Narr_1	Formalny
1	и в	11	38
2	в этом	12	27
3	может быть	15	23
4	и его	10	21
5	и не	23	20
6	в самом	6	16
7	прежде всего	4	15
8	не в	6	15
9	не может	8	14
10	в нем	4	13
11	но и	27	13
12	связи с	2	13
13	в пределах	2	12
14	с его	4	11
15	в том	8	11
16	в его	6	10
17	в связи	2	10
18	и с	3	9
19	как и	13	9
20	при этом	19	9
21	не только	31	9
22	отнюдь не	2	8
23	язык как	2	8
24	все же	4	8
25	так и	5	8
26	самом деле	3	8
27	точки зрения	5	8
28	что в	3	7
29	по себе	4	7
30	для него	4	7
31	во втором	6	7
32	в своей	5	7
33	этом отношении	3	7
34	как мы	2	7
35	лишь в	3	7
36	уже не	8	7
37	в первом	4	7
38	не было	3	6
39	в результате	2	6
40	то что	9	6
41	и ее	3	6
42	в ней	4	6
43	в этой	6	6
44	вместе с	2	6
45	то же	8	6
46	а не	13	6
47	как раз	6	6
48	он не	3	6
49	только в	12	6
50	а в	13	6
51	хотя бы	2	6
52	ни о	2	5
53	если бы	7	5
54	что он	3	5
55	именно в	3	5
56	же время	4	5
57	в слове	3	5
58	и только	2	5
59	и для	2	5
60	сводится к	3	5
61	в то	4	5
62	во всяком	2	5
63	всяком случае	2	5
64	оно не	2	4
65	к тому	6	4
66	чем он	2	4
67	в сущности	2	4
68	не о	2	4
69	как бы	6	4
70	из них	4	4
71	как в	4	4
72	другой стороны	2	4
73	входит в	2	4
74	в особенности	2	4
75	что не	2	4
76	и даже	2	4
77	здесь не	2	4
78	ничего не	2	4
79	но в	7	4
80	одного из	6	3
81	если в	2	3
82	для них	2	3
83	а о	2	3
84	с другой	2	3
85	из этих	4	3
86	и как	3	3
87	зависимости от	2	3
88	но именно	3	3
89	в зависимости	2	3
90	не является	3	3
91	в целом	3	3
92	жизни и	6	3
93	быть и	2	3
94	только на	2	3
95	так в	4	3
96	к нему	4	3
97	того что	4	3
98	того чтобы	4	3
99	для того	3	3
100	тем же	2	3
101	особенно в	2	3
102	роль в	2	3
103	мы не	3	3
104	или в	6	3
105	каждый из	2	3
106	и на	5	3
107	хотя и	4	3
108	однако и	4	3
109	он и	2	3
110	слова в	4	3
111	и все	3	3
112	так сказать	2	3
113	в области	2	3
114	это было	2	3
115	времени и	9	2
116	между двумя	5	2
117	от этих	2	2
118	никогда не	4	2
119	состоит в	10	2
120	в этих	2	2
121	в качестве	14	2
122	перед нами	5	2
123	столь же	5	2
124	это не	3	2
125	установкой на	2	2
126	в конце	2	2
127	этих двух	2	2
128	между ними	2	2
129	до конца	2	2
130	было и	2	2
131	том что	7	2
132	идет о	3	2
133	то в	4	2
134	но не	4	2
135	но как	3	2
136	она не	2	2
137	что на	4	2
138	едва ли	3	2
139	и о	3	2
140	значения и	2	2
141	сами по	2	2
142	один из	6	2
143	и тем	4	2
144	не будет	2	2
145	не по	4	2
146	со стороны	8	2
147	как она	2	2
148	в той	2	2
149	тем самым	5	2
150	не имеет	2	2
151	и иных	2	2
152	отличие от	2	2
153	в таком	2	2
154	с ними	2	2
155	и то	3	2
156	их в	3	2
157	сказать что	2	2
158	между тем	3	2
159	и от	2	2
160	в отличие	2	2
161	к его	2	2
162	в чем	2	2
163	потому что	5	2
164	как это	3	2
165	с ним	2	2
166	та же	2	2
