N	2gram	Voloshinov_1	FransuaR
1	и в	12	45
2	и не	10	15
3	не только	4	14
4	в этом	4	14
5	но в	5	14
6	в его	2	13
7	и его	13	13
8	как бы	13	12
9	что в	2	12
10	в своем	2	11
11	то же	5	11
12	в то	2	11
13	прежде всего	8	10
14	в том	6	10
15	в нем	6	10
16	но и	3	10
17	как и	5	10
18	и с	3	10
19	в ней	6	8
20	и др	5	8
21	жизни и	4	8
22	таким образом	12	8
23	так же	3	8
24	с его	2	7
25	том что	5	7
26	не в	4	7
27	что и	2	7
28	все это	3	7
29	и все	2	7
30	в атмосфере	2	6
31	он не	2	6
32	здесь не	3	6
33	так и	4	6
34	так как	9	6
35	в них	3	6
36	с ним	3	5
37	и к	4	5
38	но это	2	5
39	от всех	2	5
40	не может	16	5
41	все эти	3	5
42	на самом	4	5
43	в себя	2	5
44	самом деле	3	5
45	и на	4	5
46	его в	4	5
47	все они	2	4
48	мы не	3	4
49	до известной	2	4
50	и здесь	2	4
51	его как	2	4
52	тому же	2	4
53	такой же	2	4
54	но не	2	4
55	ничего не	2	4
56	кроме того	2	4
57	в самом	4	4
58	известной степени	2	4
59	а не	5	4
60	как на	2	4
61	сказать что	7	4
62	точки зрения	14	4
63	только в	6	4
64	о том	3	4
65	как это	2	4
66	не менее	3	3
67	и другие	2	3
68	как в	5	3
69	это не	2	3
70	словом и	2	3
71	ни в	3	3
72	для него	3	3
73	в своей	3	3
74	от того	4	3
75	до сих	3	3
76	вместе с	2	3
77	сих пор	3	3
78	связь с	2	3
79	с помощью	6	3
80	того что	3	3
81	и для	3	3
82	нуждается в	3	3
83	ведь и	3	3
84	в поэзии	3	3
85	но этот	2	3
86	дело в	4	3
87	там где	2	3
88	делает его	2	2
89	независимо от	2	2
90	и та	2	2
91	себя и	2	2
92	точку зрения	2	2
93	хотя бы	5	2
94	относится к	2	2
95	он должен	3	2
96	перестает быть	2	2
97	за его	2	2
98	на все	2	2
99	к этому	2	2
100	в условиях	2	2
101	можно сказать	5	2
102	слова но	2	2
103	в отношении	2	2
104	конечно в	2	2
105	то что	5	2
106	в пределах	3	2
107	со словом	2	2
108	конечно не	3	2
109	может быть	14	2
110	слова и	6	2
111	все же	4	2
112	когда он	3	2
113	на него	2	2
114	данном случае	2	2
115	в особенности	2	2
116	при этом	6	2
117	и слово	2	2
118	и что	2	2
119	и наконец	3	2
120	с точки	2	2
121	и притом	2	2
122	к нему	4	2
123	в данном	2	2
124	между тем	3	2
125	мы можем	2	2
126	и вообще	3	2
127	же самое	2	2
128	но мы	2	2
129	в чем	2	2
130	подчеркнуть что	2	2
