N	3gram	Vygotskiy__1	Formalny
1	не может быть	8	10
2	и т п	15	9
3	с точки зрения	2	7
4	в этом отношении	2	7
5	в самом деле	7	5
6	и т д	8	5
7	во всяком случае	6	5
8	вместе с тем	2	4
9	с другой стороны	5	3
10	в зависимости от	5	3
11	не в том	5	3
12	так и в	2	3
13	на самом деле	2	3
14	для того чтобы	5	3
15	искусство как прием	2	2
16	в отличие от	3	2
17	в какой мере	3	2
18	так как они	2	2
19	том что искусство	2	2
20	к тому чтобы	3	2
21	в конце концов	3	2
22	в применении к	2	2
23	в этом смысле	2	2
24	в том случае	2	2
25	в том что	9	2
26	по себе а	2	2
