N	2gram	Tiupa_Narr_1	Problema
1	и не	20	28
2	то есть	19	27
3	не только	32	24
4	только в	4	23
5	в том	18	20
6	и в	19	20
7	ни в	3	17
8	все эти	2	16
9	то что	11	15
10	было бы	4	14
11	той или	4	14
12	но и	23	14
13	точки зрения	10	14
14	перед нами	4	13
15	или иной	5	13
16	не в	14	13
17	не есть	3	12
18	в себе	8	12
19	том что	14	12
20	прежде всего	4	11
21	по себе	5	11
22	с точки	2	11
23	как будто	3	11
24	не менее	3	10
25	тем не	3	10
26	отнюдь не	5	10
27	в качестве	21	10
28	не является	8	10
29	так и	9	10
30	и его	5	10
31	может быть	25	9
32	и даже	3	9
33	в этом	17	9
34	что он	6	8
35	в той	6	8
36	в результате	2	8
37	и все	2	8
38	но в	6	8
39	с другой	8	7
40	это не	2	7
41	есть в	2	7
42	еще не	7	7
43	такого рода	7	7
44	и потому	2	7
45	и тем	4	7
46	то же	4	7
47	именно в	6	7
48	а не	12	7
49	сказать что	4	7
50	и с	4	7
51	в ней	3	7
52	здесь не	4	7
53	хотя бы	4	7
54	а также	7	6
55	как и	7	6
56	при этом	9	6
57	другой стороны	4	6
58	в таком	2	6
59	в данном	5	6
60	мы имеем	2	6
61	не существует	3	5
62	но не	5	5
63	хотя и	3	5
64	в нем	4	5
65	можно сказать	5	5
66	в ее	3	5
67	да и	4	5
68	жизни и	3	5
69	данном случае	4	5
70	как в	7	5
71	так же	2	5
72	не может	10	5
73	уже не	5	5
74	когда мы	2	5
75	или в	2	5
76	о том	6	5
77	уже в	3	4
78	времени и	7	4
79	в какой	2	4
80	или даже	2	4
81	и для	2	4
82	и ее	2	4
83	это и	3	4
84	в этой	5	4
85	тем самым	6	4
86	одной из	4	4
87	несмотря на	2	4
88	как бы	4	4
89	тем более	2	4
90	не имеет	2	4
91	же в	4	4
92	отличается от	4	4
93	и только	2	4
94	а в	11	4
95	что не	4	4
96	можно было	2	4
97	как раз	2	4
98	в то	3	4
99	в связи	2	3
100	человека в	2	3
101	к тому	7	3
102	независимо от	2	3
103	если не	4	3
104	точно так	2	3
105	или иного	2	3
106	как мы	3	3
107	для него	2	3
108	и как	5	3
109	но все	4	3
110	связи с	4	3
111	том или	2	3
112	имеем дело	2	3
113	совершенно не	2	3
114	вплоть до	2	3
115	в его	9	3
116	что в	3	3
117	в своем	2	3
118	не было	2	3
119	самом деле	2	3
120	из которых	4	3
121	что мы	2	3
122	к нему	5	3
123	и на	3	3
124	тем что	3	3
125	из них	3	3
126	но как	2	3
127	того или	2	3
128	а если	2	3
129	как это	6	3
130	в области	2	3
131	в известном	2	2
132	за собой	4	2
133	не обязательно	3	2
134	в частности	14	2
135	однако в	2	2
136	между собой	2	2
137	столь же	3	2
138	в литературе	2	2
139	что именно	2	2
140	с его	6	2
141	нет и	2	2
142	ему в	2	2
143	тому же	5	2
144	то в	6	2
145	что они	3	2
146	не что	2	2
147	в пределах	2	2
148	не являются	2	2
149	что это	3	2
150	некоторого рода	2	2
151	в обоих	2	2
152	он не	3	2
153	сами по	2	2
154	все же	7	2
155	с ее	3	2
156	себя в	5	2
157	не будет	3	2
158	бы быть	3	2
159	говорит о	2	2
160	или менее	2	2
161	а именно	3	2
162	дело с	2	2
163	жизни в	3	2
164	этого понятия	2	2
165	к другой	2	2
166	ни было	3	2
167	и он	3	2
168	и возможность	2	2
169	в значительной	2	2
170	и когда	2	2
171	приходит к	2	2
172	что иное	2	2
173	говорить о	2	2
174	далеко не	5	2
175	будто бы	3	2
176	его в	2	2
177	это все	2	2
178	более или	2	2
179	не то	2	2
180	иное как	2	2
