N	2gram	Vygotskiy__1	EvropaiE
1	и в	31	37
2	точки зрения	15	23
3	что в	23	21
4	не только	13	18
5	с точки	2	17
6	в то	5	16
7	то же	5	15
8	в своем	3	14
9	в качестве	2	14
10	но и	2	14
11	и не	16	14
12	но в	3	14
13	в этом	12	12
14	в том	30	11
15	в области	11	11
16	с и	5	10
17	так и	3	10
18	отнюдь не	6	9
19	прежде всего	4	9
20	не может	17	9
21	т е	3	9
22	в себе	4	9
23	только в	14	9
24	так же	12	9
25	к тому	4	8
26	в ее	5	8
27	одной стороны	6	8
28	было бы	6	8
29	в своей	3	8
30	с одной	5	8
31	между тем	4	8
32	как и	16	7
33	того что	10	7
34	с другой	5	7
35	так как	18	7
36	с этой	4	6
37	вовсе не	6	6
38	том что	16	6
39	стороны и	3	6
40	может быть	22	6
41	вслед за	6	6
42	для того	6	6
43	на то	10	6
44	как бы	5	6
45	то что	32	6
46	того чтобы	7	6
47	и даже	6	6
48	то есть	26	6
49	же как	4	5
50	в частности	3	5
51	столь же	4	5
52	не в	11	5
53	но не	3	5
54	к которым	3	5
55	со стороны	4	5
56	как мы	2	5
57	тем самым	2	5
58	и по	3	5
59	этой точки	5	5
60	и потому	2	5
61	независимо от	2	4
62	но даже	2	4
63	вопрос о	3	4
64	само по	5	4
65	несмотря на	5	4
66	в самом	11	4
67	даже в	2	4
68	в процессе	5	4
69	по себе	9	4
70	для нас	5	4
71	мы не	12	4
72	сказать что	7	4
73	в каком	2	4
74	как это	4	4
75	и к	3	3
76	этом отношении	2	3
77	с тем	3	3
78	уже и	2	3
79	можно ли	2	3
80	никогда не	8	3
81	в них	2	3
82	и от	2	3
83	этом смысле	2	3
84	мы видели	2	3
85	из всех	2	3
86	ли это	2	3
87	представляет собой	2	3
88	применении к	2	3
89	мы можем	4	3
90	очевидно что	6	3
91	того же	2	3
92	в известном	2	3
93	не дает	2	3
94	бы ни	2	3
95	ту или	2	3
96	из них	2	3
97	всяком случае	6	3
98	себе не	3	3
99	не является	5	3
100	и тем	2	3
101	что и	13	3
102	говорит о	2	3
103	не будет	3	3
104	когда он	2	3
105	бы и	2	3
106	как в	9	3
107	и только	3	3
108	идет о	2	3
109	она в	2	3
110	и для	5	3
111	как на	3	3
112	в таком	3	3
113	к ним	2	3
114	в которых	3	3
115	в результате	4	3
116	потому что	10	3
117	во всяком	8	3
118	в психологии	6	3
119	в применении	2	3
120	на долю	2	3
121	о том	7	3
122	там где	4	3
123	отметить что	2	3
124	что все	3	2
125	не могут	3	2
126	а не	13	2
127	в этих	4	2
128	в какой	5	2
129	не означает	2	2
130	с в	3	2
131	и во	2	2
132	с этим	3	2
133	и все	5	2
134	в одном	2	2
135	к нему	2	2
136	и теперь	2	2
137	представление о	3	2
138	главным образом	2	2
139	совершенно очевидно	3	2
140	одном из	2	2
141	и ту	2	2
142	утверждать что	5	2
143	есть не	2	2
144	что на	3	2
145	есть ли	2	2
146	и как	2	2
147	в силу	3	2
148	такой же	2	2
149	есть в	7	2
150	но как	2	2
151	должна быть	3	2
152	не можем	3	2
153	что это	6	2
154	и если	4	2
155	она не	5	2
156	имеет место	2	2
157	он не	3	2
158	в его	6	2
159	в котором	4	2
160	в известных	2	2
161	точка зрения	4	2
162	не есть	3	2
163	поскольку она	2	2
164	при помощи	20	2
165	ее от	3	2
166	жизни и	3	2
167	вместе с	8	2
168	в масштабе	2	2
169	на основании	7	2
170	иначе говоря	5	2
171	целый ряд	6	2
172	что же	2	2
173	и таким	2	2
174	а в	6	2
175	таким образом	20	2
176	если бы	6	2
177	и других	3	2
178	и сейчас	2	2
179	заключается в	7	2
180	и что	8	2
181	другой стороны	5	2
182	тому чтобы	3	2
183	на основе	2	2
184	мы видим	5	2
185	в другой	2	2
186	в своих	4	2
187	что эти	3	2
188	и с	2	2
189	хотя и	3	2
190	могут быть	11	2
191	в этой	3	2
192	и то	2	2
193	как будто	5	2
194	далеко не	2	2
195	совершенно прав	2	2
196	и поэтому	2	2
197	бы в	2	2
198	тогда когда	5	2
199	имеет в	2	2
