N	2gram	Ircho_Kome_2	Myshleni
1	в развитии	2	28
2	то что	6	26
3	что он	5	25
4	в этом	10	25
5	потому что	6	21
6	таким образом	6	19
7	в том	11	18
8	не может	3	18
9	точки зрения	4	18
10	того чтобы	6	17
11	что в	9	16
12	и в	26	16
13	так как	4	16
14	не только	7	16
15	том что	9	15
16	для того	5	14
17	отношению к	3	12
18	вопрос о	3	12
19	по отношению	3	12
20	и не	14	12
21	и что	2	12
22	отношение к	2	11
23	в его	4	11
24	но не	3	10
25	было бы	8	10
26	как мы	4	10
27	в силу	2	10
28	только в	4	10
29	может быть	11	9
30	о том	6	8
31	как это	4	8
32	если бы	9	8
33	как и	4	8
34	он не	2	8
35	то же	3	8
36	и есть	2	7
37	друг с	2	7
38	в нем	6	7
39	того же	3	7
40	так и	12	7
41	с другом	2	7
42	в какой	2	6
43	не в	2	6
44	в этой	3	6
45	но если	3	6
46	но и	10	6
47	и на	7	6
48	как он	3	6
49	но в	3	6
50	у него	4	6
51	к тому	12	6
52	в той	2	6
53	мы можем	3	6
54	тому что	4	5
55	в своем	6	5
56	как бы	2	5
57	не является	2	5
58	хотя бы	2	5
59	еще более	2	5
60	в то	6	5
61	тот же	2	5
62	как в	3	5
63	того как	3	5
64	с самого	2	5
65	можно было	4	5
66	тем что	3	5
67	в которой	5	5
68	с другой	2	4
69	это не	2	4
70	с этой	3	4
71	то время	3	4
72	так что	5	4
73	в самом	4	4
74	на этот	4	4
75	в целом	4	4
76	и их	3	4
77	не имеет	3	4
78	время как	2	4
79	бы в	2	4
80	в качестве	5	4
81	как известно	2	4
82	с их	4	4
83	еще не	6	4
84	вместе с	9	4
85	той же	3	4
86	не менее	4	3
87	в частности	4	3
88	прежде всего	4	3
89	мы знаем	3	3
90	одной стороны	2	3
91	в действительности	2	3
92	к нему	3	3
93	если в	2	3
94	от того	2	3
95	в их	3	3
96	с одной	2	3
97	а в	3	3
98	больше чем	5	3
99	и с	5	3
100	к его	2	3
101	говорить о	2	3
102	в первом	2	3
103	в этих	4	3
104	между тем	4	3
105	мы не	2	3
106	с тем	5	3
107	с этим	5	3
108	в одном	2	3
109	к этому	5	3
110	все же	4	3
111	чем в	2	3
112	по своему	2	3
113	одной из	4	3
114	еще в	4	3
115	что и	7	3
116	сих пор	2	3
117	на этом	2	3
118	из которых	3	3
119	и его	12	3
120	связи с	3	3
121	ответ на	3	3
122	до сих	2	3
123	и другие	2	2
124	больше того	4	2
125	друг другу	3	2
126	что у	4	2
127	столь же	9	2
128	и от	4	2
129	но все	3	2
130	является не	2	2
131	по поводу	3	2
132	вслед за	2	2
133	одним из	2	2
134	в ней	3	2
135	в виду	2	2
136	в котором	3	2
137	в своей	3	2
138	из них	7	2
139	в отличие	2	2
140	что она	2	2
141	все это	3	2
142	что для	4	2
143	и здесь	6	2
144	в истории	5	2
145	с которыми	2	2
146	о чем	3	2
147	в них	4	2
148	представления о	2	2
149	вовсе не	2	2
150	его в	4	2
151	то это	2	2
152	и к	2	2
153	же в	4	2
154	отличие от	2	2
155	жизни и	3	2
156	никто не	3	2
157	во всех	3	2
158	на основании	5	2
159	к их	3	2
160	тому же	11	2
161	ситуация в	3	2
162	во всяком	2	2
163	на протяжении	10	2
164	как будто	4	2
165	из этого	2	2
166	и поэтому	3	2
