N	2gram	Losev_Prob_4	Narrotol
1	не только	24	26
2	а не	7	17
3	но и	14	15
4	в том	20	14
5	при этом	6	14
6	в качестве	10	14
7	и не	28	14
8	том что	12	13
9	и в	20	13
10	в этом	9	13
11	такого рода	7	12
12	в частности	2	11
13	только в	23	11
14	может быть	9	10
15	в данном	6	10
16	к тому	3	9
17	так и	10	9
18	а в	4	9
19	то есть	27	9
20	то что	15	8
21	в себе	12	8
22	не может	5	8
23	не в	13	8
24	в своем	3	6
25	в жизни	3	6
26	прежде всего	11	6
27	можно сказать	5	6
28	и к	3	6
29	в его	3	6
30	данном случае	5	6
31	жизни в	2	6
32	все же	2	6
33	как бы	4	6
34	а также	6	6
35	но в	8	6
36	точки зрения	14	5
37	тем не	10	5
38	что он	8	5
39	хотя и	5	5
40	он не	2	5
41	в котором	2	5
42	и тем	7	5
43	в нем	5	5
44	как в	5	5
45	таким образом	8	5
46	в той	8	5
47	тем самым	4	5
48	с другой	7	5
49	в то	4	5
50	далеко не	2	5
51	о том	5	5
52	перед нами	13	4
53	что это	2	4
54	не менее	10	4
55	если бы	8	4
56	отнюдь не	10	4
57	в конце	2	4
58	в литературе	2	4
59	об этом	6	4
60	же в	4	4
61	тому же	2	4
62	как и	6	4
63	времени и	4	4
64	что в	3	4
65	для него	3	4
66	не является	10	4
67	не к	2	4
68	жизни и	5	4
69	в своей	4	4
70	в ее	5	4
71	то же	7	4
72	в какой	4	4
73	уже не	5	4
74	свидетельствует о	2	4
75	в другом	3	4
76	в этой	4	4
77	и все	8	4
78	как это	3	4
79	с ним	4	4
80	в известном	2	3
81	с его	2	3
82	мы имеем	6	3
83	или даже	4	3
84	это не	7	3
85	представить себе	2	3
86	или иного	3	3
87	или иной	13	3
88	да и	5	3
89	что они	2	3
90	но не	5	3
91	того или	3	3
92	к его	3	3
93	к ней	2	3
94	как раз	4	3
95	и когда	2	3
96	той или	14	3
97	только к	3	3
98	для себя	2	3
99	между собой	2	3
100	то и	5	3
101	все эти	16	3
102	самом деле	3	3
103	того чтобы	2	3
104	и даже	9	3
105	и по	2	3
106	и для	4	3
107	и его	10	3
108	в таком	6	3
109	с ними	2	3
110	никак не	4	3
111	сказать что	7	3
112	едва ли	10	3
113	дело с	2	2
114	не обязательно	2	2
115	только не	4	2
116	можно назвать	2	2
117	а то	2	2
118	однако в	2	2
119	в нашем	12	2
120	хотя бы	7	2
121	столь же	2	2
122	точно так	3	2
123	вовсе не	21	2
124	с такою	2	2
125	к своему	2	2
126	для нас	6	2
127	говорит о	2	2
128	и т	4	2
129	в начале	3	2
130	тем более	4	2
131	и более	3	2
132	по своему	6	2
133	как о	3	2
134	имеем дело	3	2
135	еще не	7	2
136	было бы	14	2
137	со всеми	2	2
138	и он	2	2
139	себе и	3	2
140	ему в	2	2
141	со своей	2	2
142	в самом	2	2
143	несмотря на	4	2
144	в обоих	2	2
145	как показывает	2	2
146	что она	4	2
147	у меня	2	2
148	не вполне	2	2
149	не являются	2	2
150	однако не	4	2
151	что и	3	2
152	себя в	2	2
153	не будет	2	2
154	только на	2	2
155	в других	2	2
156	если не	3	2
157	именно в	7	2
158	у нас	14	2
159	на самом	5	2
160	и что	2	2
161	только что	2	2
162	с точки	11	2
163	не имеет	4	2
164	так же	5	2
165	мы не	7	2
166	можно было	4	2
167	в чем	2	2
168	но это	6	2
169	в результате	8	2
170	в ней	7	2
171	в виде	22	2
172	говорить о	2	2
173	мы его	2	2
174	здесь не	7	2
175	в каждой	3	2
176	потому что	15	2
177	которая не	3	2
178	в области	3	2
179	в сознании	3	2
180	том как	2	2
