N	2gram	Losev_Dial_3	Problemy
1	и в	24	46
2	и не	27	27
3	может быть	13	23
4	как бы	3	19
5	не может	19	19
6	в нем	3	17
7	в этом	8	16
8	не только	23	14
9	перед нами	3	12
10	но и	9	12
11	как и	7	12
12	как мы	2	12
13	и на	3	11
14	точки зрения	25	11
15	а не	26	11
16	не в	3	10
17	прежде всего	8	9
18	в том	5	9
19	в самом	7	9
20	и все	6	9
21	вовсе не	13	9
22	и к	5	9
23	в его	2	9
24	с точки	14	9
25	конечно не	4	8
26	или в	2	8
27	и с	6	7
28	по себе	20	7
29	еще не	2	7
30	в сущности	10	7
31	как раз	7	7
32	в себе	2	7
33	никогда не	7	6
34	ни в	9	6
35	но это	5	6
36	есть в	3	6
37	хотя и	5	6
38	друг друга	3	6
39	о нем	4	6
40	слово в	2	6
41	но в	2	6
42	что он	13	6
43	то же	6	6
44	все это	6	6
45	и он	2	6
46	и его	5	6
47	только в	5	6
48	это не	4	5
49	о себе	2	5
50	же время	3	5
51	при этом	2	5
52	к нему	3	5
53	жизни и	5	5
54	в то	5	5
55	так как	6	5
56	с его	2	5
57	у него	2	5
58	за пределы	3	5
59	о том	6	5
60	если же	8	5
61	что в	7	4
62	и нет	7	4
63	кроме того	6	4
64	например в	2	4
65	в виду	7	4
66	в их	2	4
67	таким образом	13	4
68	еще и	2	4
69	все эти	3	4
70	должно быть	3	4
71	людей и	2	4
72	потому что	7	4
73	а что	4	4
74	же и	2	4
75	он и	3	4
76	и здесь	2	4
77	во всем	3	4
78	мы не	5	4
79	не знает	3	4
80	превращается в	6	4
81	раз и	3	4
82	том что	8	4
83	но не	2	4
84	совершенно не	2	4
85	он не	5	4
86	все же	3	4
87	то что	14	4
88	так и	5	4
89	уже не	5	4
90	самом деле	6	4
91	на себя	3	4
92	себя и	2	3
93	с другой	4	3
94	из этих	2	3
95	не могут	4	3
96	на то	3	3
97	мы и	4	3
98	в своем	3	3
99	на этом	2	3
100	да что	2	3
101	но для	2	3
102	но если	6	3
103	у меня	2	3
104	то это	9	3
105	и для	2	3
106	другой стороны	2	3
107	так же	4	3
108	и только	6	3
109	и даже	13	3
110	также и	2	3
111	их в	2	3
112	бы в	2	3
113	себя как	3	3
114	если бы	6	3
115	и во	2	3
116	бытия и	2	3
117	в условиях	2	3
118	по существу	2	3
119	так чтобы	2	3
120	ведь это	2	3
121	и что	15	3
122	она не	3	3
123	было бы	5	3
124	мы уже	3	3
125	и о	3	3
126	никак не	2	3
127	что и	6	3
128	себя в	2	3
129	что же	11	3
130	только на	7	3
131	той же	3	3
132	отличается от	8	3
133	в слове	3	3
134	жизнь и	4	3
135	сам по	5	3
136	тем что	3	3
137	и это	4	3
138	и этим	3	3
139	не менее	11	2
140	если только	4	2
141	же он	2	2
142	сама по	4	2
143	но на	2	2
144	должна быть	6	2
145	только и	2	2
146	для этого	2	2
147	в одной	3	2
148	вопрос о	5	2
149	или иной	4	2
150	к тому	4	2
151	все время	3	2
152	для нас	2	2
153	его как	3	2
154	следовательно и	2	2
155	так что	8	2
156	и как	8	2
157	лишь как	2	2
158	есть конечно	2	2
159	же как	2	2
160	для него	4	2
161	будет все	2	2
162	и следовательно	2	2
163	той или	2	2
164	и является	2	2
165	и тем	2	2
166	жизнь не	2	2
167	самосознания и	2	2
168	но она	3	2
169	целый ряд	2	2
170	то и	3	2
171	того и	2	2
172	не было	3	2
173	они не	2	2
174	и по	2	2
175	а в	2	2
176	сказать что	4	2
177	именно как	3	2
178	что мы	8	2
179	ко второму	2	2
180	в особом	2	2
181	сознания и	4	2
182	с этим	3	2
183	у нас	4	2
184	одна из	3	2
185	все что	3	2
186	и говорить	2	2
187	мыслить и	4	2
188	есть и	12	2
189	почему же	2	2
190	вы и	2	2
191	об этом	6	2
192	только к	2	2
193	нет и	4	2
194	сами по	3	2
195	и пр	6	2
196	если оно	4	2
197	при всем	4	2
198	так в	2	2
199	все равно	2	2
200	или к	2	2
201	и они	2	2
202	он есть	3	2
203	что такое	21	2
204	хотя бы	4	2
205	ничего не	17	2
206	в данном	2	2
207	во всяком	2	2
208	могут быть	2	2
