N	2gram	Vygotskiy__3	Dialekti
1	и не	10	30
2	и т	14	21
3	т д	4	19
4	и в	38	18
5	ничего не	2	17
6	может быть	19	17
7	точки зрения	16	17
8	в нем	4	16
9	ни в	3	15
10	так что	8	15
11	не имеет	6	15
12	а не	7	14
13	потому что	14	14
14	что в	20	13
15	то что	35	13
16	не только	12	13
17	и даже	4	13
18	если бы	14	12
19	было бы	12	12
20	и что	18	12
21	с точки	9	12
22	в этом	13	12
23	не может	7	12
24	что это	10	11
25	что он	11	11
26	как бы	14	11
27	все это	3	11
28	в себе	4	11
29	так как	6	11
30	несмотря на	5	10
31	то же	10	10
32	сказать что	4	10
33	никогда не	4	9
34	отнюдь не	2	9
35	в том	25	9
36	это есть	2	9
37	том что	14	9
38	и то	8	9
39	ясно что	6	8
40	но это	3	8
41	совершенно не	5	8
42	не просто	2	7
43	вовсе не	8	7
44	и как	8	7
45	но и	5	7
46	что она	16	7
47	что не	3	7
48	с другой	7	6
49	хотя бы	2	6
50	она не	6	6
51	никак не	7	6
52	и вот	2	6
53	не в	12	6
54	в то	3	6
55	с ним	2	6
56	не то	4	6
57	но в	3	6
58	я не	5	5
59	в этих	2	5
60	в своем	5	5
61	на то	16	5
62	как же	2	5
63	говорит о	2	5
64	и мы	13	5
65	но если	4	5
66	все же	8	5
67	что оно	2	5
68	есть только	2	5
69	а в	7	5
70	или не	2	5
71	в виду	4	5
72	и более	2	4
73	в конце	2	4
74	к тому	6	4
75	что эта	4	4
76	во всяком	2	4
77	мы видим	12	4
78	одно и	3	4
79	не могу	2	4
80	на всю	2	4
81	в котором	6	4
82	то это	2	4
83	только то	2	4
84	так же	2	4
85	другой стороны	5	4
86	как раз	8	4
87	смысл и	4	4
88	как мы	7	4
89	мы можем	7	4
90	к ней	2	4
91	о том	6	4
92	как это	6	4
93	всех этих	2	3
94	тому что	6	3
95	в них	3	3
96	думать что	2	3
97	та же	3	3
98	имеет никакого	3	3
99	должна быть	5	3
100	что и	4	3
101	что они	4	3
102	но что	2	3
103	ли это	2	3
104	говорит что	8	3
105	конечно не	4	3
106	и о	3	3
107	он не	6	3
108	в его	5	3
109	один из	6	3
110	друг другу	2	3
111	но только	8	3
112	то как	2	3
113	отношения к	2	3
114	указывает на	6	3
115	что же	2	3
116	в самом	25	3
117	еще и	2	3
118	что смысл	2	3
119	на самом	2	3
120	самом деле	21	3
121	была бы	2	3
122	только что	2	3
123	у них	2	3
124	в данном	2	3
125	и та	2	3
126	в основе	3	3
127	в ней	15	3
128	только в	4	3
129	утверждать что	2	3
130	и все	10	3
131	бы в	3	3
132	как только	3	2
133	на этом	5	2
134	но они	2	2
135	того что	4	2
136	она должна	3	2
137	в виде	2	2
138	были бы	3	2
139	в качестве	2	2
140	как в	4	2
141	с этой	2	2
142	из этих	3	2
143	к этому	3	2
144	со всей	3	2
145	оно есть	2	2
146	о которых	9	2
147	что под	3	2
148	как и	8	2
149	с той	4	2
150	что именно	2	2
151	эти два	3	2
152	такой же	2	2
153	что если	4	2
154	что здесь	2	2
155	и другое	4	2
156	не должна	2	2
157	здесь в	2	2
158	для него	2	2
159	до сих	6	2
160	одной стороны	5	2
161	и может	2	2
162	мы увидим	12	2
163	для того	8	2
164	и больше	2	2
165	к ним	3	2
166	и следовательно	2	2
167	всяком случае	2	2
168	двух планов	2	2
169	из них	6	2
170	в своей	5	2
171	дело не	2	2
172	сих пор	5	2
173	образом и	2	2
174	со стороны	2	2
175	к самому	2	2
176	для этого	2	2
177	что даже	2	2
178	т п	5	2
179	с этим	8	2
180	а с	2	2
181	с одной	6	2
182	все эти	4	2
183	если мы	6	2
184	уже не	2	2
185	можем сказать	2	2
186	и для	4	2
187	и совершенно	4	2
188	то и	3	2
189	в которых	6	2
190	но как	2	2
191	в другом	5	2
192	могла бы	3	2
193	и это	8	2
194	что как	3	2
195	заметить что	2	2
196	на деле	4	2
197	время как	4	2
