N	2gram	Bakhtin_Fr_5	slovoVRo
1	и в	45	41
2	в нем	10	30
3	то есть	25	26
4	в романе	11	21
5	во всех	13	17
6	но и	10	16
7	и не	15	16
8	точки зрения	4	16
9	не только	14	16
10	а не	4	15
11	то же	11	14
12	в пределах	2	14
13	может быть	2	14
14	и др	8	14
15	не может	5	14
16	и его	13	14
17	и на	5	14
18	в то	11	14
19	в сущности	4	13
20	в его	13	13
21	слова и	2	13
22	же время	9	12
23	как бы	12	12
24	в этом	14	12
25	так и	6	11
26	в большинстве	2	10
27	языков и	2	9
28	таким образом	8	9
29	все эти	5	9
30	прежде всего	10	8
31	в особенности	2	8
32	но в	14	8
33	как в	3	8
34	как мы	8	8
35	с точки	2	8
36	все они	4	7
37	не в	7	7
38	зрения на	4	7
39	с ним	5	7
40	на фоне	2	7
41	вовсе не	8	7
42	в своей	3	7
43	все же	2	7
44	в отношении	2	6
45	того же	3	6
46	это не	3	6
47	при этом	2	6
48	и даже	4	6
49	а в	4	6
50	большинстве случаев	2	6
51	в них	6	6
52	только в	4	6
53	почти вовсе	2	5
54	в самом	4	5
55	все это	7	5
56	в основе	4	5
57	и к	5	5
58	к нему	2	5
59	он в	2	5
60	связанных с	3	4
61	перед нами	4	4
62	и от	4	4
63	в каждом	2	4
64	кроме того	4	4
65	одним из	5	4
66	в ней	8	4
67	известной степени	4	4
68	один из	2	4
69	с ее	5	4
70	в их	4	4
71	лишь в	2	4
72	и наконец	2	4
73	рядом с	2	4
74	языка но	2	4
75	и с	10	4
76	и все	7	4
77	с его	7	4
78	всех этих	6	4
79	ли он	2	4
80	как и	10	4
81	здесь в	4	4
82	но именно	2	4
83	том же	2	4
84	дистанции между	2	4
85	и для	3	4
86	на мир	7	4
87	ту же	2	4
88	там где	3	4
89	ничего не	4	4
90	не могут	2	3
91	точку зрения	2	3
92	хотя бы	2	3
93	из этих	3	3
94	переходит в	2	3
95	к тому	2	3
96	словом и	3	3
97	в том	10	3
98	для него	3	3
99	данном случае	2	3
100	в своем	11	3
101	именно в	3	3
102	форм и	5	3
103	того что	3	3
104	вообще не	3	3
105	также и	7	3
106	и здесь	4	3
107	не было	3	3
108	в истории	2	3
109	от его	3	3
110	о том	4	3
111	его в	5	3
112	так как	6	3
113	которая не	2	3
114	поэтому и	3	3
115	и там	2	3
116	у него	4	3
117	и во	4	3
118	с этим	4	3
119	не могло	3	3
120	связанные с	3	3
121	единство и	3	3
122	по существу	3	3
123	в качестве	2	3
124	было бы	2	3
125	одной из	5	3
126	конечно не	2	3
127	он не	6	3
128	у рабле	11	3
129	почти всегда	3	3
130	в данном	2	3
131	в поэзии	3	3
132	же как	4	2
133	и одновременно	3	2
134	характерно что	4	2
135	что все	2	2
136	на все	2	2
137	можно сказать	2	2
138	его как	4	2
139	в известной	2	2
140	на этом	5	2
141	друг с	2	2
142	например в	5	2
143	для того	6	2
144	хотя и	5	2
145	в целом	2	2
146	на том	2	2
147	одновременно и	2	2
148	так же	8	2
149	конечно и	2	2
150	сказать что	4	2
151	потому что	7	2
152	но он	3	2
153	между тем	2	2
154	оно было	2	2
155	нисколько не	3	2
156	для них	2	2
157	перестает быть	2	2
158	в одном	3	2
159	в духе	2	2
160	к этому	2	2
161	связь с	3	2
162	из своих	2	2
163	в условиях	2	2
164	том что	7	2
165	мы видим	5	2
166	между словом	2	2
167	но не	4	2
168	по своему	4	2
169	то время	3	2
170	до сих	3	2
171	мы уже	4	2
172	века в	3	2
173	и о	4	2
174	а также	4	2
175	даже в	2	2
176	сих пор	3	2
177	как раз	5	2
178	так в	2	2
179	в атмосфере	6	2
180	на самом	5	2
181	если мы	2	2
182	до известной	4	2
183	и слово	2	2
184	и у	5	2
185	той же	4	2
186	роль в	2	2
187	мы не	4	2
188	можно было	4	2
189	нас в	2	2
190	оставаясь в	2	2
191	от этого	2	2
192	в другом	3	2
193	связи с	6	2
194	и вообще	2	2
195	с другом	2	2
196	самого автора	2	2
197	здесь не	6	2
198	в эту	2	2
