N	2gram	Tiupa_Disk_2	FransuaR
1	и в	16	40
2	то есть	12	18
3	и его	3	17
4	прежде всего	7	16
5	в этом	16	15
6	не только	10	13
7	и не	15	13
8	в его	3	13
9	что в	5	12
10	как и	16	11
11	но и	11	11
12	и т.п	12	10
13	в них	3	9
14	и все	3	9
15	может быть	16	9
16	он не	3	9
17	отношение к	2	8
18	в том	8	8
19	все эти	3	8
20	и с	2	8
21	той же	2	8
22	и на	5	8
23	но в	11	8
24	в своем	5	7
25	в одном	4	7
26	то же	6	7
27	в этих	3	6
28	к этому	4	6
29	же время	5	6
30	в своей	6	6
31	в той	2	6
32	в то	5	6
33	хвала и	5	5
34	в нем	7	5
35	то что	5	5
36	не было	3	5
37	а не	14	5
38	и для	2	5
39	в основе	4	5
40	в своих	6	5
41	для него	5	5
42	и смертью	2	4
43	том что	10	4
44	здесь в	3	4
45	ни для	4	4
46	в ней	2	4
47	из них	3	4
48	а также	8	4
49	ни в	7	4
50	в мире	11	4
51	жизни и	3	4
52	все это	2	4
53	хвалы и	2	4
54	жизнью и	2	4
55	роль в	4	4
56	о том	4	4
57	в данном	7	4
58	также и	3	4
59	в области	2	4
60	с его	6	3
61	в частности	12	3
62	не подлежит	2	3
63	между жизнью	2	3
64	но это	3	3
65	в этой	4	3
66	еще не	6	3
67	такого рода	9	3
68	как бы	4	3
69	еще в	3	3
70	и наконец	3	3
71	что и	2	3
72	вместе с	2	3
73	так и	9	3
74	как в	8	3
75	и прежде	2	3
76	по отношению	4	3
77	не может	9	3
78	а в	2	3
79	и как	3	3
80	между тем	2	3
81	при этом	17	3
82	одно из	4	3
83	в отличие	12	3
84	в себе	19	3
85	в другом	3	3
86	только в	3	3
87	здесь не	2	3
88	их в	2	3
89	отличие от	12	3
90	не менее	7	2
91	времени и	2	2
92	о чем	2	2
93	с другой	5	2
94	это не	3	2
95	из этих	3	2
96	но здесь	2	2
97	одного из	4	2
98	это в	2	2
99	что он	2	2
100	или иной	3	2
101	можно сказать	3	2
102	момент в	2	2
103	все же	6	2
104	основе своей	2	2
105	но не	7	2
106	из важнейших	2	2
107	тут же	2	2
108	например в	3	2
109	по преимуществу	2	2
110	лежит на	2	2
111	той или	3	2
112	в котором	3	2
113	к жизни	3	2
114	отношению к	4	2
115	дело в	2	2
116	в целом	2	2
117	не к	2	2
118	своего рода	10	2
119	данном случае	6	2
120	в языке	2	2
121	этом отношении	4	2
122	именно в	2	2
123	потому что	4	2
124	нового времени	5	2
125	точки зрения	4	2
126	и ее	3	2
127	далеко не	2	2
128	и это	2	2
129	одном из	3	2
130	того же	2	2
131	говорит об	2	2
