N	2gram	Losev_Dial_4	Istorich
1	и в	15	28
2	может быть	17	25
3	и т	17	25
4	т д	15	22
5	не может	11	15
6	а не	18	15
7	никогда не	2	14
8	мы должны	4	13
9	мы имеем	5	13
10	что в	7	12
11	то же	9	12
12	не только	8	12
13	мы видим	4	11
14	только в	7	11
15	что он	7	10
16	все же	2	10
17	прежде всего	11	10
18	но и	4	10
19	т е	46	10
20	мы не	9	10
21	и что	9	10
22	видим что	4	9
23	в том	11	9
24	о том	5	9
25	то что	16	9
26	и не	30	9
27	не в	8	9
28	так и	5	9
29	что это	13	8
30	не всегда	3	8
31	если бы	6	8
32	таким образом	5	8
33	в этом	11	8
34	но в	3	8
35	это не	12	7
36	том что	10	7
37	еще не	4	7
38	было бы	9	7
39	в ней	5	7
40	так же	4	7
41	что мы	7	7
42	не менее	2	6
43	тем не	2	6
44	ни один	2	6
45	что и	6	6
46	когда он	3	6
47	в этой	4	6
48	так как	14	6
49	вместе с	2	6
50	мы будем	2	5
51	должна быть	7	5
52	в одном	4	5
53	вопрос о	2	5
54	в силу	4	5
55	что они	4	5
56	что здесь	3	5
57	в качестве	2	5
58	что она	5	5
59	ее в	2	5
60	другой стороны	2	5
61	в своем	5	5
62	или в	7	5
63	сказать что	6	5
64	в его	4	5
65	все это	9	4
66	с тем	4	4
67	на то	5	4
68	об этом	3	4
69	так что	6	4
70	но все	2	4
71	но это	4	4
72	и пр	9	4
73	один из	4	4
74	другими словами	5	4
75	а именно	6	4
76	с этим	3	4
77	как и	7	4
78	того что	13	4
79	должны быть	4	4
80	и даже	6	4
81	хотя бы	4	4
82	и для	5	4
83	и с	4	4
84	и на	5	4
85	потому что	10	4
86	то мы	3	4
87	в основе	10	4
88	могут быть	3	4
89	находится в	2	4
90	как будто	2	4
91	все эти	3	4
92	я не	5	3
93	мы еще	2	3
94	не как	4	3
95	точно так	2	3
96	перед нами	6	3
97	по себе	13	3
98	показывает что	2	3
99	именно в	5	3
100	для этого	2	3
101	на этом	3	3
102	при этом	2	3
103	в целях	2	3
104	и их	2	3
105	в котором	2	3
106	и по	2	3
107	из них	2	3
108	того как	2	3
109	в их	3	3
110	и тогда	2	3
111	что же	2	3
112	уже не	9	3
113	и его	7	3
114	не просто	7	3
115	если мы	5	3
116	из которых	3	3
117	есть только	3	3
118	как это	2	3
119	также и	4	3
120	очень много	2	3
121	тем что	2	3
122	во всем	2	3
123	в то	6	3
124	д все	2	3
125	только для	3	2
126	но они	2	2
127	не могут	2	2
128	есть еще	2	2
129	отличие от	2	2
130	в мифе	6	2
131	в частности	2	2
132	к этому	3	2
133	нисколько не	2	2
134	именно так	2	2
135	в пользу	2	2
136	мы нашли	2	2
137	и потому	3	2
138	вовсе не	6	2
139	ясно что	11	2
140	но мы	2	2
141	к своему	2	2
142	эти две	3	2
143	его как	2	2
144	в ее	2	2
145	то ни	4	2
146	и как	4	2
147	этот момент	3	2
148	об этой	2	2
149	так чтобы	3	2
150	как о	2	2
151	само по	4	2
152	не дает	2	2
153	в глубине	2	2
154	и часто	2	2
155	и мы	7	2
156	и если	3	2
157	что не	3	2
158	одной из	2	2
159	никто не	2	2
160	что такое	5	2
161	с ним	3	2
162	не по	2	2
163	и когда	2	2
164	но если	5	2
165	как бы	14	2
166	о нем	2	2
167	был бы	2	2
168	и тем	6	2
169	в нем	5	2
170	это было	2	2
171	не есть	40	2
172	говорит о	3	2
173	с той	2	2
174	себя в	2	2
175	по смыслу	2	2
176	во всех	2	2
177	конечно не	2	2
178	сделать это	2	2
179	со стороны	3	2
180	как в	3	2
181	мы хотим	2	2
182	даже не	2	2
183	во всей	2	2
184	как раз	4	2
185	то и	2	2
186	как таковая	2	2
187	и только	2	2
188	от этих	2	2
189	в особенности	4	2
190	отношения к	3	2
191	в виде	3	2
192	и вот	11	2
193	и другое	2	2
194	для всех	3	2
195	должно быть	2	2
196	самое что	2	2
197	ничего не	17	2
198	от этого	3	2
199	однако в	2	2
200	можно назвать	3	2
201	в себе	8	2
202	бы в	4	2
203	что если	3	2
204	при помощи	3	2
205	в свете	5	2
206	в области	3	2
207	тогда когда	5	2
208	что этот	2	2
209	тоже не	2	2
210	том как	2	2
