N	2gram	Bakhtin_Pr_3	Problema
1	и в	34	30
2	в своей	3	22
3	то что	11	18
4	не только	10	18
5	том что	3	17
6	в этом	16	17
7	и даже	7	14
8	но и	12	13
9	таким образом	5	13
10	потому что	12	13
11	в том	3	12
12	в его	22	12
13	и не	29	12
14	о том	2	12
15	в своем	2	11
16	у него	4	11
17	так что	5	11
18	в виде	4	10
19	точки зрения	8	10
20	все же	7	9
21	как символ	3	9
22	сказать что	2	9
23	но в	16	9
24	и вообще	2	9
25	только в	6	9
26	и все	19	9
27	в конце	5	8
28	вовсе не	11	8
29	хотя и	3	8
30	с точки	4	8
31	никогда не	8	7
32	что он	23	7
33	как и	18	7
34	но не	4	7
35	может быть	19	7
36	вместе с	4	7
37	так и	6	7
38	говорит о	2	7
39	не в	9	7
40	с другой	4	6
41	прежде всего	15	6
42	уже не	2	6
43	и как	3	6
44	и для	8	6
45	как бы	27	6
46	конце концов	3	6
47	в нем	19	6
48	что и	5	6
49	другой стороны	3	6
50	и что	5	6
51	а в	5	6
52	и его	16	6
53	и на	6	6
54	его в	4	6
55	так как	4	6
56	не менее	3	5
57	нисколько не	2	5
58	с тем	5	5
59	что в	7	5
60	что у	6	5
61	в которой	2	5
62	будто бы	2	5
63	тем не	2	5
64	так же	8	5
65	в самом	8	5
66	еще в	3	5
67	для себя	6	5
68	не может	19	5
69	а не	9	5
70	и у	5	5
71	и то	3	5
72	но он	3	5
73	он и	5	5
74	как раз	4	5
75	и с	15	5
76	человека из	13	4
77	если не	3	4
78	отнюдь не	2	4
79	по крайней	3	4
80	ни в	4	4
81	но все	5	4
82	при этом	4	4
83	того же	2	4
84	было бы	2	4
85	и сам	5	4
86	крайней мере	3	4
87	а с	3	4
88	и к	12	4
89	не мог	5	4
90	и он	2	4
91	даже и	4	4
92	в себе	6	4
93	в то	12	4
94	далеко не	3	4
95	же не	2	4
96	он сам	5	3
97	все время	5	3
98	однако в	2	3
99	еще более	2	3
100	в отношении	9	3
101	но только	2	3
102	в ее	3	3
103	что его	3	3
104	в начале	4	3
105	такого же	2	3
106	что они	6	3
107	тот же	2	3
108	знает что	3	3
109	совсем не	3	3
110	как будто	7	3
111	еще не	4	3
112	он не	15	3
113	бы не	2	3
114	того что	5	3
115	к нему	14	3
116	есть только	3	3
117	жизнь и	2	3
118	в ней	3	3
119	он в	4	3
120	в другом	8	3
121	этом смысле	4	3
122	с ним	8	3
123	в одном	5	3
124	в виду	3	3
125	я не	7	2
126	это уже	2	2
127	другого как	4	2
128	и без	2	2
129	в них	2	2
130	по всему	2	2
131	хотя бы	5	2
132	как в	4	2
133	это не	5	2
134	с этой	2	2
135	уже в	3	2
136	раз и	3	2
137	один из	2	2
138	свой собственный	2	2
139	по себе	3	2
140	к тому	5	2
141	то же	14	2
142	как мы	7	2
143	да и	4	2
144	раз в	2	2
145	мы и	2	2
146	в глаза	3	2
147	со всеми	2	2
148	жизни и	3	2
149	бы с	2	2
150	что не	7	2
151	на его	4	2
152	конечно не	2	2
153	в заключение	2	2
154	но для	3	2
155	всяком случае	5	2
156	и делает	2	2
157	в котором	3	2
158	я вас	6	2
159	отношению к	6	2
160	бы то	4	2
161	он все	3	2
162	из них	5	2
163	когда он	2	2
164	на него	7	2
165	себя самого	11	2
166	отношение к	6	2
167	по отношению	5	2
168	и только	2	2
169	он хочет	4	2
170	то ни	4	2
171	все эти	4	2
172	самом деле	13	2
173	и тут	2	2
174	не входит	2	2
175	во всяком	5	2
176	между тем	3	2
177	тем что	4	2
178	в одной	3	2
179	всей своей	2	2
180	о себе	18	2
181	его за	3	2
182	в чем	5	2
183	еще до	2	2
184	ничего не	4	2
185	человек и	2	2
186	не то	2	2
