N	2gram	Voloshinov_1	Vladivir
1	и в	15	40
2	то что	10	28
3	и не	16	25
4	не только	5	25
5	учение о	2	24
6	у него	3	24
7	но и	4	18
8	в том	4	18
9	том что	5	18
10	что в	6	17
11	в этом	13	16
12	в его	9	14
13	не может	13	14
14	точки зрения	13	13
15	вовсе не	2	13
16	только в	6	13
17	сказать что	6	12
18	никогда не	7	11
19	таким образом	21	11
20	потому что	4	11
21	прежде всего	11	10
22	тем не	2	10
23	ни в	6	10
24	и потому	8	10
25	как раз	2	10
26	и его	15	10
27	не менее	3	9
28	что это	3	9
29	уже не	5	9
30	и с	7	9
31	и то	2	9
32	в своей	9	9
33	что же	4	9
34	в себе	4	9
35	в своем	2	8
36	в этой	5	8
37	для него	5	8
38	может быть	13	8
39	и что	3	8
40	он не	4	8
41	как мы	10	8
42	а не	2	8
43	что все	5	7
44	к тому	4	7
45	а в	6	7
46	в своих	4	7
47	так как	9	7
48	того что	2	7
49	в то	6	7
50	что и	2	7
51	вместе с	4	7
52	как и	6	7
53	же с	2	7
54	смысле слова	2	6
55	и даже	2	6
56	и на	3	6
57	по себе	2	6
58	об этом	4	6
59	так и	10	6
60	хотя бы	7	6
61	с точки	10	6
62	но это	2	6
63	совсем не	5	5
64	но если	2	5
65	должно быть	2	5
66	отношения к	2	5
67	в отношении	2	5
68	не было	4	5
69	все эти	9	5
70	в ней	5	5
71	в истории	3	5
72	отнюдь не	2	5
73	в одном	3	5
74	что он	8	5
75	у нас	3	5
76	мы уже	5	5
77	только на	2	5
78	в данном	3	5
79	ничего общего	2	5
80	дело в	2	5
81	ничего не	2	5
82	тому что	3	4
83	в дальнейшем	2	4
84	до конца	5	4
85	в самом	6	4
86	ведь если	2	4
87	от того	3	4
88	учение об	2	4
89	бы и	2	4
90	однако и	2	4
91	мы должны	7	4
92	и все	4	4
93	но не	5	4
94	есть и	2	4
95	еще не	7	4
96	было бы	6	4
97	и о	3	4
98	в основном	2	4
99	то же	7	4
100	в течение	2	4
101	если мы	5	4
102	в каком	3	4
103	все же	5	4
104	но в	9	4
105	по мнению	6	4
106	или как	3	4
107	я не	3	3
108	в качестве	2	3
109	это не	2	3
110	из этих	4	3
111	человека и	6	3
112	мы знаем	7	3
113	но все	2	3
114	при этом	7	3
115	как бы	11	3
116	всяком случае	3	3
117	в нем	4	3
118	к нему	7	3
119	мы видели	5	3
120	и только	4	3
121	именно в	3	3
122	как на	3	3
123	сводится к	3	3
124	все то	2	3
125	этого не	2	3
126	если бы	3	3
127	с их	3	3
128	за пределы	2	3
129	в я	2	3
130	оно не	2	3
131	ее в	2	3
132	на самом	2	3
133	находится в	3	3
134	того чтобы	2	3
135	и у	6	3
136	не в	4	3
137	и для	2	3
138	в таком	3	3
139	во всяком	4	3
140	далеко не	4	3
141	в чем	4	3
142	он сам	4	2
143	не могут	3	2
144	в нашем	3	2
145	в этих	2	2
146	все они	2	2
147	идеи и	2	2
148	он был	3	2
149	мы и	4	2
150	же время	5	2
151	не можем	3	2
152	и наконец	10	2
153	эта сила	2	2
154	не является	3	2
155	в целом	2	2
156	только то	3	2
157	и за	2	2
158	что она	2	2
159	и по	5	2
160	этом отношении	2	2
161	в обществе	2	2
162	самого себя	2	2
163	что мы	2	2
164	ни на	2	2
165	его в	8	2
166	бы в	2	2
167	таком случае	2	2
168	его ранней	2	2
169	не существует	3	2
170	во многом	2	2
171	с его	8	2
172	знаем что	3	2
173	с этим	6	2
174	в жизни	5	2
175	к этому	7	2
176	но мы	2	2
177	и к	7	2
178	она не	2	2
179	совершенно не	2	2
180	в этот	4	2
181	на почве	2	2
182	со стороны	2	2
183	данном случае	3	2
184	быть и	2	2
185	из этого	2	2
186	на него	4	2
187	роль в	6	2
188	мы не	4	2
189	сам по	2	2
190	потому и	3	2
191	на себя	2	2
