N	2gram	Vygotskiy__4	Analitik
1	может быть	22	29
2	в том	21	27
3	не может	10	22
4	и не	13	21
5	в частности	4	19
6	и в	33	18
7	а не	6	17
8	но и	3	17
9	представляет собой	2	16
10	не только	7	15
11	не в	2	14
12	как и	5	13
13	в его	10	13
14	в этом	28	13
15	том что	22	12
16	при этом	2	12
17	в себе	6	11
18	то есть	13	11
19	но не	3	10
20	то же	9	9
21	а в	4	9
22	иначе говоря	2	9
23	в то	3	9
24	в мире	3	8
25	в той	3	8
26	но в	2	8
27	к тому	12	7
28	том чтобы	4	7
29	этого слова	3	7
30	тем самым	3	7
31	времени и	2	6
32	это не	6	6
33	прежде всего	2	6
34	же время	2	6
35	в самом	12	6
36	в сущности	6	6
37	себя в	4	6
38	далеко не	3	6
39	то что	44	6
40	в своей	4	6
41	в основе	3	6
42	точки зрения	6	6
43	только в	4	6
44	мы имеем	2	6
45	и как	5	5
46	в этой	9	5
47	что в	21	5
48	как бы	25	5
49	в целом	5	5
50	в их	2	5
51	сводится к	2	5
52	и его	5	5
53	и на	5	5
54	о том	20	5
55	того что	4	4
56	столь же	2	4
57	с другой	2	4
58	по себе	9	4
59	ни в	3	4
60	тому же	3	4
61	для того	23	4
62	все же	5	4
63	вместе с	8	4
64	так и	3	4
65	дело с	3	4
66	именно в	2	4
67	из которых	3	4
68	с точки	4	4
69	исходя из	4	4
70	с ним	5	4
71	место в	2	3
72	смысла и	4	3
73	с его	2	3
74	однако не	2	3
75	и есть	4	3
76	хотя бы	2	3
77	и все	12	3
78	в нем	7	3
79	и к	2	3
80	обратиться к	3	3
81	что он	20	3
82	всякий раз	6	3
83	и т	6	3
84	одной стороны	3	3
85	что не	4	3
86	никто не	4	3
87	он не	11	3
88	о нем	4	3
89	в котором	2	3
90	даже в	2	3
91	что и	3	3
92	не будет	4	3
93	бы то	2	3
94	смысл и	4	3
95	таким образом	13	3
96	а с	2	3
97	с одной	3	3
98	того чтобы	22	3
99	в таком	4	3
100	тому как	2	3
101	между двумя	2	3
102	т п	3	3
103	могла бы	4	3
104	как будто	8	3
105	что мы	6	3
106	как он	5	3
107	в художественном	2	3
108	быть не	2	3
109	если бы	10	3
110	и то	2	2
111	только не	2	2
112	на все	2	2
113	никогда не	5	2
114	все эти	6	2
115	его и	2	2
116	для этого	8	2
117	в какой	5	2
118	создания и	2	2
119	не является	2	2
120	из этих	2	2
121	не просто	4	2
122	была бы	2	2
123	вовсе не	5	2
124	вопрос о	2	2
125	что именно	3	2
126	а как	2	2
127	можно сказать	2	2
128	в искусстве	2	2
129	творческий акт	2	2
130	и потому	2	2
131	такой же	2	2
132	должно быть	3	2
133	в пределах	3	2
134	читателя в	2	2
135	было бы	12	2
136	для чего	4	2
137	и та	2	2
138	и о	4	2
139	она есть	2	2
140	и является	2	2
141	сами по	3	2
142	не все	2	2
143	один из	2	2
144	какой бы	3	2
145	он может	2	2
146	как говорит	2	2
147	из них	4	2
148	события в	3	2
149	ли он	2	2
150	и до	3	2
151	со стороны	2	2
152	другой стороны	2	2
153	на примере	2	2
154	на этом	3	2
155	бы не	2	2
156	той же	4	2
157	в двух	4	2
158	на самом	6	2
159	самом деле	12	2
160	едва ли	2	2
161	как мы	4	2
162	ни одно	2	2
163	также и	2	2
164	же самое	6	2
165	могли бы	2	2
166	при помощи	4	2
167	так как	12	2
168	думать что	2	2
169	потому что	24	2
170	в которой	4	2
171	и с	2	2
