N	2gram	Bakhtin_Fr_8	Narrotol
1	не только	8	32
2	может быть	3	25
3	но и	9	23
4	в качестве	4	21
5	и не	9	20
6	и в	56	19
7	то есть	24	19
8	в том	13	18
9	в этом	14	17
10	в частности	7	14
11	том что	8	14
12	не в	3	14
13	а не	2	12
14	своего рода	5	12
15	то что	3	11
16	а в	2	11
17	не может	2	10
18	точки зрения	6	10
19	при этом	4	9
20	так и	13	9
21	в его	18	9
22	в мире	2	9
23	с другой	2	8
24	и т.п	11	8
25	в себе	4	8
26	времени и	4	7
27	и т.д	3	7
28	как и	5	7
29	еще не	10	7
30	а также	3	7
31	все же	2	7
32	с одной	4	7
33	одной стороны	2	7
34	том числе	3	6
35	с его	5	6
36	что он	2	6
37	но не	5	6
38	точка зрения	2	6
39	в той	6	6
40	о том	4	6
41	но в	6	6
42	и как	2	5
43	можно сказать	2	5
44	картина мира	2	5
45	картины мира	2	5
46	в форме	3	5
47	уже не	3	5
48	к нему	2	5
49	и его	12	5
50	в данном	2	5
51	в основе	4	5
52	в этой	6	5
53	далеко не	2	5
54	перед нами	3	4
55	прежде всего	6	4
56	в нем	8	4
57	у него	7	4
58	то же	11	4
59	же время	10	4
60	было бы	2	4
61	связи с	6	4
62	одной из	3	4
63	той или	2	4
64	как бы	11	4
65	все те	2	4
66	данном случае	2	4
67	другой стороны	2	4
68	в особенности	4	4
69	из которых	2	4
70	не мог	3	4
71	числе и	2	4
72	сказать что	3	4
73	в церкви	2	4
74	только в	9	4
75	и с	8	4
76	ни было	2	3
77	что в	5	3
78	никогда не	5	3
79	уже в	2	3
80	ни в	2	3
81	что они	2	3
82	одна из	4	3
83	в сущности	8	3
84	хотя и	2	3
85	в ней	4	3
86	он не	5	3
87	и даже	8	3
88	один из	5	3
89	с ее	5	3
90	бы то	2	3
91	из них	2	3
92	когда он	2	3
93	в ее	6	3
94	в эпизоде	4	3
95	то ни	2	3
96	как мы	7	3
97	и на	7	3
98	между тем	3	3
99	по своей	4	3
100	в то	12	3
101	что это	4	3
102	в известном	2	2
103	в своем	3	2
104	от всех	2	2
105	не как	2	2
106	в литературе	3	2
107	что на	2	2
108	точек зрения	2	2
109	его как	2	2
110	говорит о	2	2
111	чтобы стать	2	2
112	более или	2	2
113	между ними	2	2
114	в значительной	2	2
115	для него	2	2
116	языка и	6	2
117	в пределах	5	2
118	несмотря на	2	2
119	например в	4	2
120	наконец в	4	2
121	и потому	4	2
122	и др	8	2
123	даже в	4	2
124	его жизни	2	2
125	время в	3	2
126	и до	10	2
127	или менее	2	2
128	смерти и	2	2
129	во всей	2	2
130	так же	2	2
131	как раз	2	2
132	не на	3	2
133	как к	2	2
134	в связи	3	2
135	не было	5	2
136	все эти	15	2
137	они не	5	2
138	самом деле	2	2
139	времени в	3	2
140	одним из	5	2
141	и для	2	2
142	с точки	2	2
143	это не	2	2
144	роль в	5	2
145	в результате	5	2
146	нового времени	2	2
147	и ее	4	2
148	и все	6	2
149	его в	2	2
150	зрения на	2	2
151	мира и	2	2
152	к которому	3	2
153	третьей и	3	2
