N	2gram	Vinokur_Ku_1	Literetu
1	а не	8	20
2	и в	24	19
3	может быть	13	17
4	то же	8	12
5	и не	12	11
6	в том	30	10
7	как и	2	10
8	но и	6	10
9	состоит в	3	9
10	же время	2	9
11	не может	7	9
12	тогда как	2	9
13	в этом	14	9
14	в то	2	9
15	с другой	7	8
16	не только	10	8
17	и даже	3	8
18	том что	21	7
19	то что	9	7
20	так и	7	7
21	слова и	4	7
22	не менее	7	6
23	в себе	3	6
24	при этом	6	6
25	и на	4	6
26	я не	2	5
27	у нас	10	5
28	но не	5	5
29	в качестве	7	5
30	он не	2	5
31	вместе с	7	5
32	того что	9	5
33	в рамках	4	4
34	что в	17	4
35	в частности	4	4
36	прежде всего	9	4
37	не в	11	4
38	того же	4	4
39	в ней	6	4
40	в его	12	4
41	даже в	3	4
42	один из	4	4
43	ли не	3	4
44	так что	4	4
45	другой стороны	6	4
46	по отношению	8	4
47	тем что	8	4
48	точки зрения	14	4
49	не случайно	6	4
50	в области	7	4
51	никогда не	2	3
52	что он	6	3
53	идет о	2	3
54	в нем	4	3
55	по существу	4	3
56	и как	2	3
57	одним из	2	3
58	в этой	3	3
59	в противовес	3	3
60	и он	3	3
61	в сущности	3	3
62	том чтобы	8	3
63	речь идет	2	3
64	не с	3	3
65	отношению к	9	3
66	со стороны	4	3
67	себе и	2	3
68	а именно	2	3
69	в их	3	3
70	то и	2	3
71	и для	2	3
72	этом отношении	5	3
73	как я	2	3
74	так как	9	3
75	но с	2	3
76	тем самым	4	3
77	с точки	9	3
78	как на	3	3
79	а в	5	3
80	и его	5	3
81	и то	3	3
82	не столько	2	3
83	и с	5	3
84	в данном	4	3
85	ничего не	2	3
86	уже в	3	2
87	не было	3	2
88	к жизни	2	2
89	с тем	5	2
90	не является	2	2
91	для этого	3	2
92	в них	7	2
93	в какой	6	2
94	с этой	2	2
95	по крайней	5	2
96	в виду	5	2
97	в одном	3	2
98	в каждом	2	2
99	вовсе не	10	2
100	что было	2	2
101	крайней мере	5	2
102	для нас	2	2
103	этом случае	2	2
104	тем не	4	2
105	разумеется не	4	2
106	очевидно что	3	2
107	до конца	2	2
108	тот же	2	2
109	еще не	5	2
110	было бы	15	2
111	свидетельствует о	2	2
112	свое время	2	2
113	как бы	7	2
114	в свое	2	2
115	если в	2	2
116	духовной культуры	2	2
117	был бы	2	2
118	что и	4	2
119	все же	12	2
120	и т	33	2
121	но уже	5	2
122	же в	4	2
123	в целом	4	2
124	из них	4	2
125	к свету	2	2
126	по преимуществу	2	2
127	в истории	3	2
128	не говоря	2	2
129	как раз	8	2
130	т п	18	2
131	не раз	2	2
132	той же	3	2
133	все равно	2	2
134	а потому	5	2
135	к своему	2	2
136	уже не	8	2
137	и что	5	2
138	для того	16	2
139	что не	5	2
140	хотя бы	10	2
141	речь в	4	2
142	в русском	4	2
143	в результате	5	2
144	потому что	23	2
145	одно из	2	2
146	даже и	3	2
147	на себя	3	2
148	соответствии с	3	2
149	и еще	2	2
150	что я	2	2
151	о том	9	2
152	а если	3	2
153	как это	3	2
154	с ним	5	2
155	но в	2	2
