N	2gram	Vygotskiy__5	Myslijsy
1	потому что	23	52
2	то есть	13	42
3	и в	30	39
4	может быть	11	27
5	в том	27	26
6	только в	5	25
7	что в	24	22
8	не может	9	22
9	а не	8	21
10	так как	9	21
11	не только	16	21
12	в нем	7	20
13	но и	6	20
14	и не	6	18
15	том что	21	16
16	так что	3	16
17	не в	8	15
18	в этом	14	15
19	если бы	11	14
20	чувства и	5	13
21	так и	3	13
22	по отношению	2	13
23	в себе	5	13
24	таким образом	20	13
25	было бы	5	12
26	в душе	2	11
27	есть только	2	11
28	мы не	3	10
29	по себе	7	10
30	не есть	4	10
31	то что	37	10
32	как в	3	10
33	и что	23	10
34	могут быть	8	9
35	для нас	3	9
36	как и	6	9
37	тем что	6	9
38	но в	5	9
39	в одном	2	8
40	но не	7	8
41	чувство и	2	8
42	вместе с	12	8
43	со стороны	3	8
44	того что	8	8
45	точки зрения	7	8
46	с другой	9	7
47	должно быть	2	7
48	в ней	4	7
49	в нас	13	7
50	с этим	2	7
51	по его	3	7
52	это не	3	7
53	в этих	3	7
54	и как	7	6
55	еще не	5	6
56	что на	3	6
57	как бы	19	6
58	что и	3	6
59	все же	7	6
60	и т	7	6
61	то же	7	6
62	при этом	8	6
63	в каком	3	6
64	того как	2	6
65	с тем	8	5
66	вовсе не	3	5
67	несмотря на	5	5
68	и потому	5	5
69	что при	3	5
70	в его	4	5
71	то это	4	5
72	другой стороны	5	5
73	во всех	2	5
74	так же	13	5
75	а в	4	5
76	и для	6	5
77	и его	6	5
78	в таком	3	5
79	если же	2	5
80	не могут	3	4
81	никогда не	9	4
82	при таком	3	4
83	вопрос о	3	4
84	этом смысле	2	4
85	прежде всего	4	4
86	в свою	3	4
87	мы видим	8	4
88	от него	4	4
89	для него	3	4
90	слов и	2	4
91	к тому	8	4
92	от того	4	4
93	увидим что	9	4
94	в своих	5	4
95	в каждом	2	4
96	есть нечто	3	4
97	т п	3	4
98	т д	3	4
99	и даже	2	4
100	этой теории	2	4
101	с но	2	4
102	говорит он	2	4
103	само по	2	4
104	из этих	3	4
105	его мнению	2	4
106	во всем	2	4
107	в то	2	4
108	что мы	11	4
109	там где	4	4
110	бы в	5	4
111	на деле	8	4
112	находятся в	3	3
113	что это	8	3
114	тому что	8	3
115	в них	4	3
116	и это	8	3
117	что все	6	3
118	каким образом	2	3
119	представить себе	2	3
120	показывает что	3	3
121	самого начала	3	3
122	о котором	6	3
123	так например	3	3
124	как она	4	3
125	с самого	3	3
126	когда в	2	3
127	в этой	5	3
128	в своем	6	3
129	очевидно что	2	3
130	того же	2	3
131	если мы	16	3
132	мы увидим	9	3
133	одной стороны	12	3
134	по поводу	3	3
135	нашего организма	5	3
136	только на	4	3
137	в своей	4	3
138	что если	6	3
139	для того	20	3
140	в состоянии	3	3
141	и тем	6	3
142	связи с	2	3
143	и той	2	3
144	в самом	14	3
145	в словах	2	3
146	по мнению	6	3
147	с одной	12	3
148	одной и	2	3
149	заключается в	8	3
150	как на	11	3
151	той же	3	3
152	должна быть	2	3
153	в глазах	2	3
154	что по	2	3
155	и то	9	3
156	во внимание	5	3
157	сказать что	9	3
158	он не	3	3
159	и при	2	3
160	с точки	2	3
161	мы должны	3	3
162	с так	2	3
163	и все	4	3
164	с и	5	3
165	и другое	2	3
166	и с	2	3
167	не существует	3	2
168	под влиянием	3	2
169	утверждает что	2	2
170	только не	5	2
171	от нас	2	2
172	и есть	5	2
173	по этому	5	2
174	но он	3	2
175	он должен	8	2
176	с этой	2	2
177	одного и	2	2
178	мы называем	2	2
179	была бы	3	2
180	как например	2	2
181	не можем	4	2
182	стороны и	4	2
183	что именно	5	2
184	на то	17	2
185	а как	2	2
186	не что	2	2
187	как мы	5	2
188	о которых	2	2
189	том и	2	2
190	же в	2	2
191	жизни и	6	2
192	у нас	4	2
193	что чувство	3	2
194	но все	2	2
195	есть не	4	2
196	говоря что	2	2
197	чем в	2	2
198	того чтобы	20	2
199	мысль о	4	2
200	мог бы	2	2
201	от друга	2	2
202	в сущности	12	2
203	могли бы	4	2
204	вопроса о	2	2
205	имеет место	3	2
206	и о	3	2
207	и если	6	2
208	никак не	6	2
209	и следовательно	2	2
210	в виду	4	2
211	не имеем	2	2
212	его с	2	2
213	в строении	3	2
214	в целом	5	2
215	друг от	2	2
216	из этого	2	2
217	образом и	2	2
218	заключает в	4	2
219	в их	3	2
220	только что	4	2
221	двух противоположных	6	2
222	на чувство	2	2
223	для этого	9	2
224	связь между	2	2
225	и только	3	2
226	времени и	3	2
227	и того	2	2
228	что оно	6	2
229	этот вопрос	4	2
230	из того	3	2
231	образом что	3	2
232	в течение	2	2
233	на этот	3	2
234	тем же	3	2
235	или в	6	2
236	хотя бы	3	2
237	несомненно что	2	2
238	иное как	2	2
239	даже и	2	2
240	заставляет нас	3	2
241	что иное	2	2
242	что даже	2	2
243	что самое	2	2
244	как будто	6	2
245	все то	2	2
246	его на	2	2
247	о том	10	2
248	совершенно справедливо	3	2
249	дело в	2	2
250	которое мы	3	2
251	когда мы	6	2
252	в которой	3	2
253	не могли	4	2
254	это будет	2	2
255	мы можем	7	2
