N	2gram	Bakhtin_Fr_6	Psycholo
1	то что	10	32
2	и в	41	31
3	в том	2	30
4	то есть	24	26
5	что в	7	23
6	может быть	2	22
7	таким образом	17	20
8	при этом	3	19
9	так как	10	18
10	не может	4	17
11	как и	7	16
12	том что	7	16
13	и не	3	16
14	точки зрения	2	15
15	только в	3	14
16	а не	2	13
17	не только	10	13
18	так же	5	12
19	если мы	2	12
20	мы не	2	12
21	в этом	12	12
22	в самом	10	11
23	не в	4	11
24	в области	2	11
25	в сущности	8	10
26	того что	3	10
27	потому что	3	10
28	как в	4	9
29	самом деле	4	9
30	никогда не	8	8
31	вместе с	6	8
32	все это	11	8
33	и что	5	8
34	что мы	2	8
35	что он	6	7
36	есть в	3	7
37	и его	13	7
38	заключается в	2	7
39	того чтобы	4	7
40	сказать что	6	7
41	о том	9	7
42	что это	5	6
43	вовсе не	7	6
44	одной стороны	4	6
45	до конца	2	6
46	было бы	3	6
47	из этих	2	6
48	а в	4	6
49	и даже	4	6
50	в его	7	6
51	и все	9	5
52	тогда когда	2	5
53	в ее	5	5
54	все же	4	5
55	так что	2	5
56	мы видим	6	5
57	с одной	4	5
58	для нас	2	5
59	как бы	7	5
60	был бы	2	5
61	другой стороны	2	5
62	и для	3	5
63	то же	5	5
64	с другой	4	5
65	в то	6	5
66	в котором	4	4
67	все время	4	4
68	и другие	2	4
69	прежде всего	10	4
70	в себе	5	4
71	мы увидим	3	4
72	у него	7	4
73	со всеми	2	4
74	у нас	4	4
75	никак не	3	4
76	один из	6	4
77	в этих	2	4
78	те же	3	4
79	и у	2	4
80	с этой	3	4
81	в результате	4	4
82	в искусстве	3	4
83	там где	5	4
84	между тем	2	4
85	как это	2	4
86	уже в	4	3
87	не могут	2	3
88	в частности	2	3
89	в своем	5	3
90	та же	4	3
91	что все	2	3
92	представление о	2	3
93	должна быть	2	3
94	стороны и	2	3
95	это и	2	3
96	но это	3	3
97	но не	2	3
98	все что	4	3
99	до сих	3	3
100	например в	6	3
101	в этой	8	3
102	хотя и	2	3
103	он не	2	3
104	и когда	2	3
105	сих пор	3	3
106	от всех	2	3
107	жизни и	3	3
108	в своей	2	3
109	так и	5	3
110	той же	5	3
111	роль в	4	3
112	в одной	3	3
113	с этим	3	3
114	во всем	5	3
115	все то	5	3
116	в конце	2	3
117	это все	2	3
118	но в	8	3
119	в основе	4	2
120	в книге	3	2
121	что образ	5	2
122	и как	4	2
123	в них	7	2
124	и во	2	2
125	и от	4	2
126	одного и	2	2
127	человека и	2	2
128	с ним	4	2
129	и сейчас	2	2
130	и потому	2	2
131	что они	2	2
132	что даже	2	2
133	есть нечто	2	2
134	того же	4	2
135	тот же	4	2
136	и тот	2	2
137	и их	3	2
138	большим и	2	2
139	и очень	2	2
140	в него	3	2
141	даже в	4	2
142	в нем	16	2
143	мы видели	2	2
144	из них	5	2
145	но и	13	2
146	как мы	12	2
147	как раз	2	2
148	этом отношении	3	2
149	в голове	3	2
150	к нему	3	2
151	есть только	3	2
152	с точки	2	2
153	от него	2	2
154	отметить что	2	2
155	тенденция к	2	2
156	в чем	3	2
157	как они	2	2
158	их в	2	2
159	и с	16	2
160	и то	2	2
161	бы в	2	2
162	изобразительных искусств	2	2
163	как он	2	2
164	из этого	4	2
165	тех же	2	2
166	в одном	5	2
167	как она	2	2
