N	2gram	Tiupa_Hudo_1	Vladivir
1	и в	14	40
2	то что	8	28
3	и не	2	25
4	не только	12	25
5	у него	9	24
6	но и	5	18
7	в том	12	18
8	том что	16	18
9	что в	6	17
10	в этом	11	16
11	так что	2	14
12	в его	8	14
13	не может	7	14
14	точки зрения	5	13
15	только в	5	13
16	в конце	4	12
17	л м	2	11
18	никогда не	6	11
19	потому что	5	11
20	о том	12	11
21	едва ли	3	11
22	прежде всего	11	10
23	тем не	4	10
24	ни в	5	10
25	и потому	2	10
26	как раз	4	10
27	и его	5	10
28	не менее	5	9
29	уже не	7	9
30	и с	4	9
31	в своей	10	9
32	что же	2	9
33	в себе	11	9
34	в своем	4	8
35	в этой	8	8
36	для него	10	8
37	может быть	5	8
38	и что	2	8
39	он не	4	8
40	а также	3	8
41	как мы	3	8
42	а не	12	8
43	к тому	7	7
44	а только	4	7
45	несмотря на	4	7
46	хотя и	2	7
47	там же	2	7
48	а в	7	7
49	в своих	3	7
50	того что	4	7
51	в то	8	7
52	как и	9	7
53	да и	2	6
54	и даже	3	6
55	и на	3	6
56	и от	4	6
57	по себе	2	6
58	об этом	5	6
59	то в	4	6
60	так и	13	6
61	с точки	3	6
62	и это	4	6
63	должно быть	2	5
64	не было	4	5
65	все эти	3	5
66	в ней	4	5
67	отнюдь не	3	5
68	же касается	2	5
69	что он	9	5
70	мы уже	4	5
71	еще в	3	5
72	для себя	3	5
73	только на	2	5
74	можно было	5	5
75	тем что	3	5
76	ничего не	8	5
77	тому что	4	4
78	вопрос о	2	4
79	на то	4	4
80	такой же	3	4
81	до конца	2	4
82	такого рода	3	4
83	в самом	4	4
84	не имеет	2	4
85	в результате	2	4
86	однако и	3	4
87	и все	4	4
88	но не	3	4
89	еще не	7	4
90	было бы	6	4
91	и о	4	4
92	никак не	2	4
93	даже в	3	4
94	то же	9	4
95	а с	2	4
96	все же	3	4
97	но в	5	4
98	по мнению	5	4
99	перед нами	5	3
100	же как	2	3
101	в качестве	9	3
102	это не	7	3
103	мы знаем	2	3
104	при этом	12	3
105	тех кто	2	3
106	как бы	7	3
107	в нем	3	3
108	в связи	3	3
109	именно в	7	3
110	не столько	2	3
111	или не	3	3
112	если бы	3	3
113	в духе	4	3
114	же в	3	3
115	в я	4	3
116	на самом	2	3
117	того чтобы	3	3
118	не в	7	3
119	и для	3	3
120	в таком	3	3
121	здесь не	2	3
122	ни к	2	2
123	в этих	5	2
124	с этой	2	2
125	что на	2	2
126	к своему	2	2
127	же время	8	2
128	не имеют	3	2
129	не о	2	2
130	себе и	2	2
131	так или	2	2
132	в целом	2	2
133	что она	4	2
134	в их	2	2
135	в изображении	2	2
136	то и	3	2
137	и по	3	2
138	бы на	2	2
139	друг друга	5	2
140	этом отношении	3	2
141	и так	2	2
142	но как	2	2
143	в начале	2	2
144	по своей	4	2
145	его в	3	2
146	нет ничего	2	2
147	к этой	3	2
148	с его	5	2
149	с этим	3	2
150	бытия и	4	2
151	а и	2	2
152	еще раз	2	2
153	и к	4	2
154	а то	2	2
155	не нужно	2	2
156	она не	4	2
157	в это	2	2
158	из них	4	2
159	одной из	2	2
160	но еще	2	2
161	о двух	2	2
162	по преимуществу	3	2
163	он уже	4	2
164	со стороны	3	2
165	в мире	3	2
166	на него	2	2
167	только что	4	2
168	но с	2	2
169	заметить что	2	2
170	мы не	2	2
171	или иначе	2	2
172	в другом	2	2
173	связи с	4	2
