N	2gram	Medvedev_F_1	Istorich
1	т е	34	29
2	что он	3	24
3	и т	12	19
4	не только	7	18
5	т д	8	18
6	может быть	14	17
7	никогда не	4	15
8	и в	24	15
9	но и	7	14
10	так же	4	13
11	что в	4	12
12	а в	6	12
13	то что	8	12
14	и не	20	11
15	в этом	15	11
16	его в	3	10
17	то же	10	10
18	с тем	2	9
19	еще не	6	9
20	все же	3	9
21	и здесь	6	9
22	связи с	3	8
23	мы увидим	4	8
24	один из	3	8
25	он не	3	8
26	и пр	17	7
27	в нем	14	7
28	вместе с	2	7
29	сих пор	6	7
30	таким образом	13	7
31	не в	8	7
32	ничего не	2	7
33	до сих	6	6
34	в его	23	6
35	как бы	6	6
36	что и	2	6
37	и что	2	6
38	в том	6	6
39	только в	2	6
40	но в	5	6
41	с этим	2	5
42	прежде всего	22	5
43	в одном	2	5
44	к тому	3	5
45	но все	2	5
46	как в	8	5
47	она не	6	5
48	было бы	6	5
49	же как	2	5
50	на него	2	5
51	так и	18	5
52	не может	16	5
53	в связи	4	5
54	а не	10	5
55	и наконец	3	5
56	к которому	2	5
57	с одной	4	4
58	в другой	2	4
59	и др	5	4
60	его и	2	4
61	вопрос о	2	4
62	но это	3	4
63	в этой	6	4
64	при этом	5	4
65	одной из	2	4
66	или на	2	4
67	в ней	10	4
68	они не	3	4
69	и с	8	4
70	и на	8	4
71	в себе	3	4
72	все эти	6	4
73	к этой	4	4
74	как она	3	4
75	всех этих	3	3
76	и его	10	3
77	как это	6	3
78	одной стороны	4	3
79	отношению к	4	3
80	когда он	3	3
81	в их	11	3
82	все это	9	3
83	по отношению	4	3
84	эта связь	2	3
85	того что	5	3
86	мы не	3	3
87	в работе	2	3
88	он в	2	3
89	и это	2	3
90	не было	3	2
91	они были	2	2
92	и более	2	2
93	он должен	3	2
94	смысле этого	3	2
95	но есть	2	2
96	с другой	5	2
97	это не	2	2
98	в жизни	3	2
99	на самом	7	2
100	главным образом	4	2
101	нисколько не	2	2
102	ни в	2	2
103	именно в	8	2
104	в основном	3	2
105	по существу	2	2
106	как и	11	2
107	мы видели	2	2
108	совершается в	2	2
109	одна из	2	2
110	но не	3	2
111	могла бы	2	2
112	здесь в	2	2
113	и может	4	2
114	и если	2	2
115	на его	2	2
116	хотя бы	5	2
117	с ее	7	2
118	во всех	5	2
119	и их	10	2
120	приводит к	2	2
121	не могла	2	2
122	же происходит	3	2
123	не боится	3	2
124	самом деле	6	2
125	тем самым	3	2
126	в системе	2	2
127	его не	2	2
128	с другими	4	2
129	нет он	2	2
130	нам важно	2	2
131	к ней	2	2
132	и ее	10	2
133	здесь не	3	2
134	так сказать	3	2
135	в особенности	3	2
136	на нее	2	2
137	в которой	4	2
138	в него	2	2
139	в эту	2	2
