N	2gram	Trubetskoy_1	Literetu
1	и не	8	22
2	тогда как	6	17
3	и в	23	16
4	в мире	6	16
5	при этом	9	15
6	не только	7	14
7	но и	9	14
8	в этом	12	14
9	то что	18	12
10	может быть	16	12
11	в том	30	12
12	в частности	2	11
13	не в	8	10
14	то же	4	9
15	так и	10	9
16	того что	6	9
17	в то	6	9
18	в жизни	3	8
19	том что	19	8
20	не может	17	8
21	в этой	6	8
22	как бы	10	8
23	же время	2	7
24	тем самым	3	7
25	точки зрения	13	7
26	я в	2	7
27	только в	6	7
28	с другой	6	6
29	к тому	8	6
30	еще не	5	6
31	в его	5	6
32	в себе	5	6
33	в другом	2	6
34	о том	7	6
35	это не	3	5
36	что он	7	5
37	тому же	6	5
38	как и	9	5
39	лишь в	5	5
40	в целом	5	5
41	вместе с	6	5
42	а в	3	5
43	именно в	5	5
44	в основе	2	5
45	то есть	2	5
46	отличие от	3	5
47	но не	2	4
48	никогда не	4	4
49	даже в	3	4
50	по существу	6	4
51	как у	3	4
52	одной стороны	2	4
53	и если	6	4
54	в начале	2	4
55	и для	6	4
56	одним из	4	4
57	хотя и	4	4
58	отношению к	9	4
59	из них	5	4
60	данном случае	3	4
61	по отношению	9	4
62	с одной	3	4
63	должно быть	4	4
64	в данном	3	4
65	одно из	3	4
66	как будто	5	4
67	отнюдь не	2	3
68	прежде всего	3	3
69	а затем	2	3
70	то в	2	3
71	совершенно не	3	3
72	и к	5	3
73	в самом	8	3
74	в сторону	2	3
75	с ее	2	3
76	жизни и	2	3
77	самом деле	12	3
78	и наконец	3	3
79	с точки	8	3
80	как на	4	3
81	в глазах	2	3
82	потому что	9	3
83	усматривает в	2	3
84	по своей	7	3
85	в области	4	3
86	но в	4	3
87	между тем	12	3
88	а лишь	2	2
89	ни было	2	2
90	что в	8	2
91	не менее	7	2
92	если бы	8	2
93	так или	5	2
94	все они	5	2
95	то ни	3	2
96	что у	2	2
97	с этой	3	2
98	он все	2	2
99	в конце	4	2
100	я не	2	2
101	к этому	5	2
102	вследствие этого	2	2
103	вопрос о	3	2
104	со своими	2	2
105	на то	9	2
106	в нем	3	2
107	и ее	2	2
108	у нас	3	2
109	выше и	4	2
110	и при	6	2
111	связи с	4	2
112	так чтобы	2	2
113	того же	9	2
114	между людьми	2	2
115	во втором	2	2
116	в свою	2	2
117	для него	2	2
118	было бы	3	2
119	и сам	2	2
120	несмотря на	6	2
121	во всех	10	2
122	от себя	2	2
123	том чтобы	2	2
124	себя и	2	2
125	не вполне	3	2
126	для себя	2	2
127	что и	7	2
128	все же	13	2
129	бы то	2	2
130	отношение к	4	2
131	в ту	2	2
132	как мы	2	2
133	так же	8	2
134	а и	8	2
135	и только	2	2
136	в совершенно	3	2
137	но с	2	2
138	из того	4	2
139	того чтобы	8	2
140	для того	8	2
141	о которой	2	2
142	другой стороны	5	2
143	или иначе	5	2
144	с ними	2	2
145	в своих	2	2
146	и на	6	2
147	мы и	2	2
148	и с	5	2
149	далеко не	5	2
150	не знает	2	2
151	его в	5	2
152	и потому	3	2
153	если это	2	2
154	для меня	4	2
