N	2gram	Medvedev_F_1	KulturaY
1	и т	12	39
2	т п	4	24
3	и в	24	23
4	т е	34	22
5	не только	7	20
6	в том	6	19
7	в этом	15	18
8	и не	20	16
9	было бы	6	15
10	может быть	14	15
11	т д	8	14
12	точки зрения	16	14
13	если бы	4	12
14	у нас	5	12
15	в самом	5	12
16	все эти	6	12
17	в области	3	11
18	но в	5	11
19	что в	4	10
20	по себе	5	10
21	а не	10	10
22	вовсе не	10	9
23	вопрос о	2	9
24	то что	8	9
25	самом деле	6	9
26	хотя бы	5	9
27	не может	16	9
28	с другой	5	8
29	прежде всего	22	8
30	не в	8	8
31	уже не	2	8
32	и что	2	8
33	и пр	17	8
34	с точки	13	8
35	не менее	11	7
36	в нашем	2	7
37	все же	3	7
38	но и	7	7
39	с помощью	3	7
40	и с	8	7
41	это не	2	6
42	в этой	6	6
43	но не	3	6
44	то же	10	6
45	между тем	2	6
46	и на	8	6
47	должна быть	7	5
48	ясно что	3	5
49	что он	3	5
50	по существу	2	5
51	еще не	6	5
52	в его	23	5
53	всяком случае	4	5
54	этого слова	3	5
55	один из	3	5
56	должен быть	5	5
57	вместе с	2	5
58	приводит к	2	5
59	все это	9	5
60	таким образом	13	5
61	и вот	2	5
62	лишь в	8	5
63	целый ряд	3	5
64	как это	6	5
65	во всяком	4	5
66	и здесь	6	5
67	только в	2	5
68	зависимости от	3	5
69	была бы	2	4
70	отнюдь не	6	4
71	в зависимости	2	4
72	в них	3	4
73	если мы	2	4
74	к тому	3	4
75	ни в	2	4
76	но все	2	4
77	должно быть	11	4
78	в пределах	6	4
79	от того	2	4
80	как бы	6	4
81	однако не	2	4
82	в нем	14	4
83	со стороны	5	4
84	так же	4	4
85	в связи	4	4
86	не было	3	4
87	в результате	2	4
88	в то	9	4
89	в особенности	3	4
90	ничего не	2	4
91	так и	18	4
92	нисколько не	2	3
93	ни были	2	3
94	всех этих	3	3
95	для этого	4	3
96	главным образом	4	3
97	на фоне	3	3
98	же время	8	3
99	а только	2	3
100	же в	3	3
101	это и	3	3
102	но это	3	3
103	лучшем случае	3	3
104	до конца	7	3
105	связи с	3	3
106	но для	3	3
107	в ней	10	3
108	он не	3	3
109	что и	2	3
110	в процессе	9	3
111	всего в	3	3
112	как в	8	3
113	отличается от	3	3
114	как раз	2	3
115	с этим	2	3
116	именно в	8	3
117	как мы	5	3
118	сводится к	3	3
119	того что	5	3
120	что такое	2	3
121	или иначе	2	3
122	а в	6	3
123	и его	10	3
124	в лучшем	3	3
125	и это	2	3
126	аналогии с	3	3
127	здесь не	3	3
128	к этой	4	3
129	в отношении	3	2
130	и более	2	2
131	же как	2	2
132	с тем	2	2
133	в частности	4	2
134	никогда не	4	2
135	смысле этого	3	2
136	оно не	4	2
137	с этой	4	2
138	не как	4	2
139	и от	7	2
140	и все	6	2
141	и до	5	2
142	на все	3	2
143	или иного	3	2
144	в самой	2	2
145	следовательно и	2	2
146	в широком	3	2
147	и потому	9	2
148	с одной	4	2
149	свою очередь	6	2
150	в свою	8	2
151	она не	6	2
152	при этом	5	2
153	но есть	2	2
154	и если	2	2
155	конечно не	4	2
156	таким же	2	2
157	того или	2	2
158	и даже	3	2
159	мы видели	2	2
160	в своей	11	2
161	в их	11	2
162	в современном	2	2
163	в своем	11	2
164	не на	2	2
165	или же	3	2
166	на самом	7	2
167	как и	11	2
168	в году	2	2
169	чтобы не	2	2
170	тем самым	3	2
171	должны быть	5	2
172	для этой	2	2
173	от этого	2	2
174	в живом	6	2
175	даже и	2	2
176	в своих	2	2
177	могла бы	2	2
178	ни на	3	2
179	тех же	2	2
180	большинстве случаев	2	2
181	отношения к	6	2
182	только как	2	2
