N	2gram	Tiupa_Narr_1	Istorich
1	и в	11	28
2	может быть	15	25
3	не может	8	15
4	а не	13	15
5	никогда не	4	14
6	мы имеем	3	13
7	что в	3	12
8	то же	8	12
9	не только	31	12
10	только в	12	11
11	что он	3	10
12	все же	4	10
13	прежде всего	4	10
14	но и	27	10
15	мы не	3	10
16	в том	8	9
17	о том	4	9
18	то что	9	9
19	и не	23	9
20	не в	6	9
21	так и	5	9
22	не всегда	3	8
23	если бы	7	8
24	в этом	12	8
25	но в	7	8
26	в этих	2	7
27	это не	3	7
28	том что	7	7
29	еще не	4	7
30	в ней	4	7
31	а в	13	7
32	что мы	2	7
33	с другой	2	6
34	не менее	3	6
35	к тому	6	6
36	тем не	3	6
37	о смерти	2	6
38	в этой	6	6
39	представляют собой	3	6
40	вместе с	2	6
41	в одном	4	5
42	но не	4	5
43	до сих	2	5
44	в качестве	14	5
45	дело не	2	5
46	сих пор	2	5
47	другой стороны	2	5
48	в своем	3	5
49	или в	6	5
50	их в	3	5
51	сказать что	2	5
52	героя в	3	5
53	в его	6	5
54	связи с	2	4
55	между собой	2	4
56	в пределах	2	4
57	на то	2	4
58	об этом	6	4
59	представляет собой	8	4
60	чем это	2	4
61	один из	6	4
62	так в	4	4
63	в связи	2	4
64	как и	13	4
65	того что	4	4
66	и даже	2	4
67	хотя бы	2	4
68	и для	2	4
69	и с	3	4
70	и на	5	4
71	к ним	2	4
72	потому что	5	4
73	как будто	3	4
74	как правило	5	4
75	здесь не	2	4
76	перед нами	5	3
77	по себе	4	3
78	так называемая	2	3
79	ему в	2	3
80	именно в	3	3
81	в начале	3	3
82	при этом	19	3
83	отношению к	3	3
84	из них	4	3
85	в современной	3	3
86	в форме	2	3
87	и тогда	2	3
88	уже не	8	3
89	и его	10	3
90	ключ к	2	3
91	как мы	2	3
92	к чему	3	3
93	и он	6	3
94	же самое	2	3
95	как это	3	3
96	по отношению	3	3
97	также и	3	3
98	в то	4	3
99	дело в	2	3
100	дело с	2	2
101	не существует	3	2
102	но они	3	2
103	зависит от	2	2
104	отличие от	2	2
105	по мере	2	2
106	в частности	14	2
107	его и	2	2
108	столь же	5	2
109	и от	2	2
110	между ними	2	2
111	в зависимости	2	2
112	и как	3	2
113	зависимости от	2	2
114	одна из	4	2
115	большей или	2	2
116	для него	4	2
117	что не	2	2
118	с ним	2	2
119	не по	4	2
120	как бы	6	2
121	о нем	3	2
122	не вполне	2	2
123	еще в	3	2
124	точка зрения	5	2
125	героя из	2	2
126	а для	3	2
127	и тем	4	2
128	в нем	4	2
129	это было	2	2
130	себя в	2	2
131	в целом	3	2
132	в русской	3	2
133	со стороны	8	2
134	как в	4	2
135	у себя	2	2
136	как раз	6	2
137	в отличие	2	2
138	и только	2	2
139	от этих	2	2
140	в особенности	2	2
141	он не	3	2
142	и вот	2	2
143	и конец	3	2
144	ничего не	2	2
145	нас в	2	2
146	а по	2	2
147	между тем	3	2
148	однако в	3	2
149	в себе	6	2
150	в конечном	3	2
151	один и	2	2
152	прошлого и	2	2
153	в области	2	2
