N	2gram	Bakhtin_Fr_4	Dialekti
1	и не	16	30
2	и в	29	18
3	может быть	2	17
4	точки зрения	4	17
5	в нем	5	16
6	и есть	4	16
7	ни в	2	15
8	то что	4	13
9	не только	10	13
10	и даже	3	13
11	с точки	2	12
12	в этом	11	12
13	не может	2	12
14	что это	5	11
15	что он	4	11
16	как бы	8	11
17	все это	4	11
18	в себе	3	11
19	так как	7	11
20	прежде всего	8	10
21	то же	10	10
22	сказать что	5	10
23	никогда не	2	9
24	это не	5	9
25	в том	7	9
26	так и	11	9
27	том что	3	9
28	и то	2	9
29	но это	4	8
30	к нему	3	8
31	вовсе не	9	7
32	и как	3	7
33	то в	3	7
34	но и	9	7
35	также и	4	7
36	с другой	4	6
37	да и	2	6
38	ни с	2	6
39	и вот	3	6
40	в то	10	6
41	в чем	3	6
42	с ним	2	6
43	но в	12	6
44	в этих	2	5
45	в своем	3	5
46	в дальнейшем	3	5
47	есть и	4	5
48	и мы	2	5
49	все же	3	5
50	в особенности	2	5
51	и с	9	5
52	в виду	2	5
53	в конце	9	4
54	к тому	2	4
55	быть может	2	4
56	это и	5	4
57	мы видим	3	4
58	но не	2	4
59	же время	8	4
60	хотя и	2	4
61	в котором	2	4
62	так же	7	4
63	другой стороны	3	4
64	как раз	2	4
65	как мы	10	4
66	мы можем	3	4
67	о том	2	4
68	как он	2	4
69	всех этих	3	3
70	в них	7	3
71	что я	2	3
72	что они	2	3
73	более или	3	3
74	уже и	2	3
75	конечно не	4	3
76	и о	5	3
77	он не	3	3
78	в его	8	3
79	если в	2	3
80	один из	4	3
81	жизни и	4	3
82	но только	2	3
83	но она	2	3
84	или менее	3	3
85	в их	2	3
86	в разных	3	3
87	еще и	7	3
88	на самом	4	3
89	у них	3	3
90	жизнь и	4	3
91	конце концов	4	3
92	в основе	2	3
93	в ней	3	3
94	даже и	2	3
95	только в	2	3
96	и все	13	3
97	на этом	2	2
98	поэтому и	5	2
99	но они	4	2
100	того что	3	2
101	они были	3	2
102	на нем	2	2
103	именно в	2	2
104	тех кто	2	2
105	в частности	3	2
106	в качестве	3	2
107	как в	2	2
108	к этому	2	2
109	но конечно	3	2
110	как и	12	2
111	и при	2	2
112	такой же	3	2
113	что здесь	3	2
114	связанные с	4	2
115	здесь в	6	2
116	еще не	4	2
117	одной стороны	2	2
118	мы увидим	2	2
119	для того	3	2
120	о чем	2	2
121	о своем	2	2
122	стороны в	2	2
123	другими словами	2	2
124	из них	6	2
125	в своей	5	2
126	и их	3	2
127	образом и	3	2
128	со стороны	2	2
129	и эта	2	2
130	с одной	2	2
131	все эти	9	2
132	в эпоху	15	2
133	уже не	2	2
134	с него	3	2
135	и у	2	2
136	и для	2	2
137	с ними	3	2
138	то он	2	2
139	учения о	2	2
140	и так	3	2
141	же и	3	2
142	он и	5	2
143	но как	3	2
144	и это	2	2
145	почти все	3	2
146	это конечно	2	2
147	живой и	2	2
