N	2gram	Losev_Vlad_2	Literetu
1	а не	7	20
2	и в	30	19
3	может быть	7	17
4	в стихотворении	2	13
5	то же	4	12
6	и не	18	11
7	в том	18	10
8	как и	5	10
9	но и	8	10
10	же время	3	9
11	такого рода	2	9
12	не может	9	9
13	в этом	20	9
14	в то	9	9
15	не только	12	8
16	и даже	10	8
17	том что	12	7
18	то что	20	7
19	так и	5	7
20	я в	3	7
21	не менее	7	6
22	однако в	2	6
23	в себе	6	6
24	при этом	5	6
25	себя в	2	6
26	и на	4	6
27	я не	4	5
28	у нас	6	5
29	но не	3	5
30	он не	4	5
31	вместе с	8	5
32	в году	24	5
33	того что	5	5
34	то есть	7	5
35	что в	12	4
36	в частности	2	4
37	жизни в	2	4
38	прежде всего	6	4
39	не в	9	4
40	того же	5	4
41	но тем	2	4
42	для него	9	4
43	общего дела	2	4
44	в ней	4	4
45	в его	11	4
46	еще в	2	4
47	даже в	2	4
48	жизни и	6	4
49	так что	5	4
50	мы не	2	4
51	точки зрения	7	4
52	едва ли	3	4
53	в области	3	4
54	я и	2	4
55	никогда не	7	3
56	что он	13	3
57	в нем	4	3
58	мы с	4	3
59	по существу	3	3
60	и как	3	3
61	но это	4	3
62	в начале	4	3
63	в этой	4	3
64	и он	4	3
65	в сущности	2	3
66	во всех	3	3
67	том чтобы	2	3
68	вплоть до	3	3
69	данном случае	2	3
70	со стороны	4	3
71	себе и	2	3
72	а именно	6	3
73	в их	2	3
74	поскольку в	3	3
75	и для	3	3
76	как я	2	3
77	так как	5	3
78	с точки	3	3
79	а в	11	3
80	и его	6	3
81	и то	5	3
82	не столько	3	3
83	и с	14	3
84	в данном	3	3
85	как к	2	3
86	и жизни	2	3
87	ничего не	2	3
88	на этом	2	2
89	уже в	3	2
90	не было	10	2
91	с тем	2	2
92	цели но	2	2
93	у него	19	2
94	в них	3	2
95	с этой	4	2
96	по крайней	4	2
97	в конце	13	2
98	а за	2	2
99	в виду	2	2
100	мы сами	2	2
101	вовсе не	4	2
102	и к	6	2
103	а также	10	2
104	крайней мере	4	2
105	для нас	7	2
106	тем не	6	2
107	ко всему	4	2
108	до конца	7	2
109	тот же	5	2
110	было бы	9	2
111	и сам	2	2
112	со своей	2	2
113	не могу	2	2
114	нам представляется	2	2
115	наконец в	3	2
116	как бы	5	2
117	не вполне	2	2
118	впрочем не	3	2
119	для себя	5	2
120	говоря уже	2	2
121	что и	3	2
122	уже о	2	2
123	как он	2	2
124	все же	9	2
125	но уже	2	2
126	же в	2	2
127	в целом	4	2
128	не говоря	3	2
129	и до	2	2
130	мысли и	2	2
131	той же	4	2
132	на первом	2	2
133	уже не	3	2
134	и что	5	2
135	он на	2	2
136	для того	2	2
137	что не	2	2
138	и наконец	4	2
139	хотя бы	3	2
140	в сравнении	2	2
141	друг друга	2	2
142	а к	2	2
143	в своих	2	2
144	то с	2	2
145	в русском	2	2
146	то в	5	2
147	в результате	5	2
148	потому что	9	2
149	даже и	3	2
150	он и	3	2
151	под названием	3	2
152	что я	3	2
153	о том	4	2
154	в россии	3	2
155	к этой	2	2
156	как это	7	2
157	с ним	5	2
158	но в	8	2
