N	2gram	Bakhtin_Pr_2	DiskursI
1	в себе	5	19
2	при этом	2	17
3	и в	45	16
4	может быть	18	16
5	как и	14	16
6	в этом	20	16
7	и не	42	15
8	а не	10	14
9	и т.п	6	12
10	то есть	50	12
11	в мире	3	11
12	но и	15	11
13	но в	6	11
14	том что	7	10
15	не только	16	10
16	со стороны	4	10
17	так и	3	9
18	не может	24	9
19	в том	8	8
20	как в	4	8
21	не менее	2	7
22	прежде всего	11	7
23	в нем	20	7
24	ни в	2	7
25	но не	6	7
26	с его	8	6
27	себя в	2	6
28	еще не	9	6
29	все же	4	6
30	в своей	6	6
31	то же	5	6
32	тем самым	2	6
33	в своих	4	6
34	а с	3	5
35	что в	6	5
36	в своем	5	5
37	нового времени	3	5
38	же время	3	5
39	для него	9	5
40	героя в	5	5
41	то что	5	5
42	и на	7	5
43	в то	5	5
44	в одном	6	4
45	к этому	4	4
46	в пределах	4	4
47	как бы	15	4
48	отношению к	8	4
49	по отношению	8	4
50	этом отношении	2	4
51	человека в	5	4
52	в рассказе	3	4
53	потому что	8	4
54	в основе	2	4
55	точки зрения	19	4
56	о том	3	4
57	не является	3	4
58	я и	3	4
59	перед нами	4	3
60	жизни в	2	3
61	подход к	2	3
62	могут быть	4	3
63	в этих	4	3
64	в них	4	3
65	это не	3	3
66	или иной	3	3
67	уже не	6	3
68	и как	2	3
69	не в	8	3
70	здесь в	2	3
71	не знают	2	3
72	в контексте	2	3
73	можно сказать	2	3
74	например в	2	3
75	он не	9	3
76	той или	3	3
77	в его	22	3
78	в русской	2	3
79	в котором	7	3
80	проявляется в	2	3
81	из них	9	3
82	жизни и	15	3
83	и ее	7	3
84	не было	2	3
85	все эти	4	3
86	как на	2	3
87	и его	8	3
88	ведет к	2	3
89	но это	2	3
90	одного и	2	3
91	не знает	4	3
92	только в	9	3
93	его в	3	3
94	же как	4	2
95	неотделим от	2	2
96	ну как	2	2
97	никогда не	17	2
98	этого жанра	3	2
99	и одновременно	2	2
100	в большинстве	2	2
101	в целом	5	2
102	личности в	3	2
103	идет о	2	2
104	в той	3	2
105	что он	7	2
106	образ человека	2	2
107	есть в	8	2
108	должна быть	3	2
109	отношение к	8	2
110	с их	4	2
111	свое время	2	2
112	в ней	7	2
113	далеко не	4	2
114	в свое	2	2
115	исторической поэтики	2	2
116	на почве	4	2
117	природе своей	2	2
118	для себя	3	2
119	что и	5	2
120	с ее	3	2
121	с точки	9	2
122	но уже	2	2
123	русской литературе	2	2
124	что же	4	2
125	человеческой жизни	2	2
126	и прежде	2	2
127	не на	4	2
128	входит в	9	2
129	именно в	3	2
130	все это	5	2
131	по природе	3	2
132	романа и	4	2
133	и для	2	2
134	должно быть	4	2
135	а в	3	2
136	тому как	2	2
137	в результате	3	2
138	их в	7	2
139	и с	7	2
140	не о	2	2
141	подобно тому	2	2
142	здесь не	2	2
143	в области	2	2
144	мы имеем	2	2
