N	2gram	Losev_Vlad_1	VeschiIm
1	не может	6	33
2	не только	24	31
3	может быть	6	29
4	и не	17	28
5	и в	31	26
6	то что	18	24
7	и т	2	21
8	т д	2	20
9	что я	2	16
10	что она	2	14
11	только в	9	14
12	и что	6	13
13	того что	2	13
14	было бы	2	12
15	но и	19	12
16	сказать что	7	12
17	все же	3	12
18	и то	10	12
19	что же	5	11
20	таким образом	3	11
21	то же	6	10
22	уже не	3	10
23	потому что	11	10
24	что мы	2	10
25	что такое	2	10
26	в том	11	9
27	в самом	2	9
28	и с	14	9
29	еще и	7	9
30	на то	5	8
31	но это	3	8
32	в себе	4	8
33	и это	2	8
34	ничего не	3	8
35	со своим	5	7
36	совершенно не	2	7
37	также и	10	7
38	в то	8	7
39	так как	8	7
40	е в	7	7
41	том что	14	7
42	указывает на	2	7
43	себя в	4	7
44	как раз	7	7
45	в этом	14	7
46	так что	10	6
47	и как	4	6
48	что они	3	6
49	но что	3	6
50	что в	14	6
51	для него	7	6
52	жизни и	5	6
53	ни с	4	6
54	со стороны	2	6
55	в результате	2	6
56	точки зрения	2	6
57	но в	12	6
58	ясно что	2	6
59	с ним	5	6
60	не менее	2	5
61	в отношении	3	5
62	тем не	2	5
63	не в	5	5
64	еще не	2	5
65	и до	2	5
66	и тут	2	5
67	а в	9	5
68	что для	4	5
69	как к	2	5
70	с тем	2	5
71	отнюдь не	3	5
72	у нас	6	5
73	это и	2	5
74	но не	3	5
75	того же	6	5
76	для себя	2	5
77	и для	2	5
78	на себя	3	5
79	в чем	2	5
80	я не	4	4
81	в своем	4	4
82	с другой	3	4
83	рационализма и	2	4
84	же время	4	4
85	и мы	2	4
86	с а	9	4
87	из них	2	4
88	то и	2	4
89	и даже	15	4
90	знания и	2	4
91	о том	11	4
92	и все	4	4
93	как и	4	4
94	и о	2	4
95	его на	2	4
96	и потому	6	4
97	нет и	2	4
98	что и	5	4
99	даже не	2	4
100	собственно говоря	3	4
101	тем что	2	4
102	никогда не	9	3
103	но даже	2	3
104	можно сказать	6	3
105	к тому	3	3
106	несмотря на	4	3
107	более или	3	3
108	на этом	2	3
109	и сам	6	3
110	в нем	4	3
111	отношение к	3	3
112	все это	5	3
113	в философии	2	3
114	к себе	2	3
115	но как	5	3
116	и ни	2	3
117	а это	2	3
118	нисколько не	2	3
119	на это	2	3
120	даже и	9	3
121	в жизни	3	3
122	один из	4	3
123	что он	12	3
124	и притом	3	3
125	тот же	3	3
126	между прочим	11	3
127	к ней	4	3
128	в своей	4	3
129	вместе с	3	3
130	так и	6	3
131	или менее	3	3
132	да и	4	3
133	только на	3	3
134	а с	5	3
135	того чтобы	2	3
136	хотя бы	2	3
137	тем более	2	3
138	с в	3	3
139	и вообще	4	3
140	мы будем	2	2
141	в частности	2	2
142	на все	2	2
143	что на	2	2
144	но зато	2	2
145	и можно	2	2
146	ни в	2	2
147	никуда не	2	2
148	кроме того	7	2
149	и если	5	2
150	мы уже	7	2
151	у меня	2	2
152	но она	3	2
153	но только	3	2
154	а а	4	2
155	чем не	2	2
156	и вот	3	2
157	не мог	3	2
158	не из	2	2
159	жизнь и	3	2
160	в своих	5	2
161	как это	7	2
162	то есть	3	2
163	на него	3	2
164	о которой	3	2
165	на такой	2	2
166	именно так	2	2
167	в качестве	6	2
168	для нее	2	2
169	никак не	4	2
170	об этом	7	2
171	он не	10	2
172	только к	3	2
173	когда он	5	2
174	как в	3	2
175	мысли и	4	2
176	если не	3	2
177	как мы	9	2
178	в в	3	2
179	для того	2	2
180	и его	7	2
181	той же	2	2
182	из его	4	2
183	же т	3	2
184	тут же	7	2
185	во всяком	2	2
186	дело в	4	2
187	в науке	3	2
188	в особенности	4	2
189	это было	6	2
