N	2gram	Savitsky_E_1	KulturaY
1	т е	9	38
2	в том	11	30
3	и в	37	24
4	потому что	3	23
5	том что	6	21
6	что в	21	17
7	того чтобы	6	17
8	для того	6	16
9	было бы	8	15
10	в этом	12	14
11	точки зрения	23	14
12	может быть	6	13
13	таким образом	2	12
14	в его	2	12
15	и не	14	12
16	не в	5	11
17	только в	9	11
18	вовсе не	6	10
19	в силу	2	10
20	в самом	4	10
21	не только	18	10
22	хотя бы	15	10
23	если бы	2	9
24	то что	6	9
25	прежде всего	9	9
26	того что	7	9
27	с точки	17	9
28	о том	3	9
29	так как	7	9
30	то же	15	8
31	а не	2	8
32	тем что	3	8
33	в них	3	7
34	с другой	7	7
35	в качестве	14	7
36	как бы	6	7
37	вместе с	2	7
38	не может	9	7
39	бы в	2	7
40	в области	11	7
41	так и	10	7
42	в какой	2	6
43	тогда когда	2	6
44	именно в	4	6
45	в ней	4	6
46	но и	14	6
47	что же	2	6
48	другой стороны	2	6
49	можно было	3	6
50	в которых	3	6
51	с тем	3	5
52	что это	2	5
53	к тому	8	5
54	но не	5	5
55	всяком случае	3	5
56	и что	2	5
57	целый ряд	2	5
58	этом отношении	3	5
59	в той	5	5
60	а в	2	5
61	в результате	3	5
62	во всяком	3	5
63	между тем	8	5
64	и с	2	5
65	в частности	5	4
66	в этих	2	4
67	и потому	5	4
68	что эти	2	4
69	на то	6	4
70	же в	2	4
71	есть в	2	4
72	иными словами	4	4
73	того же	3	4
74	в пределах	25	4
75	из них	3	4
76	на язык	2	4
77	что и	3	4
78	не есть	2	4
79	со стороны	5	4
80	как в	3	4
81	не на	4	4
82	с этим	2	4
83	тем самым	5	4
84	так же	9	4
85	и на	6	4
86	в данном	3	4
87	того или	4	4
88	там где	3	4
89	как на	3	3
90	уже и	3	3
91	в известных	2	3
92	на долю	3	3
93	на себя	3	3
94	представление о	2	3
95	этом смысле	3	3
96	или иного	4	3
97	или иной	4	3
98	можно сказать	4	3
99	в этой	2	3
100	свою очередь	2	3
101	очевидно что	3	3
102	в свою	3	3
103	связано с	3	3
104	в общем	3	3
105	и если	2	3
106	но еще	2	3
107	в котором	2	3
108	в истории	2	3
109	даже в	4	3
110	когда он	3	3
111	в своем	14	3
112	потребность в	3	3
113	в их	11	3
114	и даже	6	3
115	в таком	3	3
116	несмотря на	4	3
117	должна быть	2	3
118	и то	2	3
119	хотя и	2	3
120	себе в	3	3
121	в себе	9	3
122	как это	4	3
123	в одном	2	3
124	только к	2	2
125	и более	2	2
126	для них	2	2
127	можно ли	3	2
128	никогда не	3	2
129	в стороне	3	2
130	с этой	6	2
131	не является	3	2
132	и все	2	2
133	но с	2	2
134	на месте	2	2
135	что все	2	2
136	не могут	2	2
137	вопрос о	4	2
138	по себе	4	2
139	большей части	2	2
140	идет о	3	2
141	в смысле	9	2
142	в то	16	2
143	для нас	4	2
144	и того	2	2
145	как и	7	2
146	и как	2	2
147	в сторону	2	2
148	что если	2	2
149	в большинстве	2	2
150	же время	14	2
151	ли это	3	2
152	и мы	3	2
153	ними и	2	2
154	рано или	2	2
155	между прочим	7	2
156	в своей	8	2
157	или поздно	2	2
158	по преимуществу	2	2
159	но если	5	2
160	если в	2	2
161	тем более	4	2
162	и тем	3	2
163	ее в	3	2
164	не говоря	2	2
165	бы и	3	2
166	а именно	2	2
167	он не	2	2
168	и для	3	2
169	случаях когда	2	2
170	иначе говоря	2	2
171	во втором	2	2
172	на этот	2	2
173	между ними	2	2
174	не имеет	4	2
175	во многих	4	2
176	или в	2	2
177	по своим	3	2
178	также и	7	2
179	которое в	2	2
180	от этого	5	2
181	в каком	4	2
182	и еще	2	2
183	этой точки	5	2
184	во все	3	2
185	заключается в	2	2
186	но в	14	2
187	но также	2	2
