N	2gram	Tiupa_Teor_1	Myshleni
1	в том	16	33
2	том что	9	27
3	точки зрения	9	26
4	то что	3	20
5	в этом	8	19
6	с точки	3	18
7	того что	4	17
8	мышления и	2	16
9	и в	18	15
10	не только	16	15
11	речи и	2	15
12	что в	9	14
13	таким образом	3	14
14	и т.д	3	12
15	в самом	4	11
16	в целом	3	10
17	но и	9	10
18	в своем	4	9
19	может быть	17	9
20	не является	4	9
21	не может	4	9
22	так и	10	8
23	казалось бы	2	8
24	к действительности	3	8
25	никогда не	4	8
26	не в	7	8
27	заключается в	2	8
28	и что	3	8
29	если бы	3	8
30	к тому	2	7
31	одной стороны	2	7
32	с одной	2	7
33	и не	13	7
34	на основе	2	7
35	потому что	3	7
36	как бы	5	7
37	он не	3	7
38	и т.п	4	7
39	в частности	16	6
40	в отношении	3	6
41	в этой	3	6
42	в виду	5	6
43	по отношению	4	6
44	с другой	7	6
45	сказать что	3	6
46	как это	8	6
47	но в	9	6
48	вовсе не	3	6
49	и к	3	6
50	как и	4	6
51	по своей	3	6
52	вместе с	2	6
53	если мы	2	6
54	к которому	3	6
55	это не	2	5
56	и даже	2	5
57	отношению к	4	5
58	внутренней речи	13	5
59	приводит к	5	5
60	то же	7	5
61	говорит что	2	5
62	на деле	2	5
63	прежде всего	2	4
64	из этих	3	4
65	все это	2	4
66	который в	2	4
67	в них	2	4
68	так же	2	4
69	а в	13	4
70	их в	3	4
71	в конечном	6	4
72	могли бы	2	4
73	с его	5	4
74	конечном счете	6	4
75	в качестве	24	4
76	в своей	6	4
77	даже в	3	4
78	как в	5	4
79	как раз	2	4
80	а с	3	4
81	и его	8	4
82	только в	6	4
83	в которой	2	4
84	том числе	2	3
85	об этом	2	3
86	для него	2	3
87	при этом	12	3
88	чем это	2	3
89	данном случае	5	3
90	со стороны	2	3
91	все эти	2	3
92	в самой	2	3
93	лишь в	6	3
94	и по	2	3
95	с другими	5	3
96	в основе	3	3
97	мы имеем	7	3
98	внешней речи	2	3
99	и особенно	2	3
100	состоит в	17	3
101	что можно	3	3
102	но не	9	3
103	того же	3	3
104	одной из	2	3
105	из тех	2	3
106	что она	2	3
107	тем самым	4	3
108	а не	9	3
109	или в	3	3
110	в данном	8	3
111	в отличие	6	3
112	и ее	3	3
113	этого слова	3	3
114	и это	2	3
115	отличие от	6	3
116	в противоположность	2	2
117	не могут	2	2
118	говоря словами	3	2
119	в этих	3	2
120	перед нами	2	2
121	столь же	2	2
122	или иной	4	2
123	можно сказать	3	2
124	ни в	2	2
125	и как	2	2
126	всякий раз	2	2
127	своей жизни	2	2
128	человека к	3	2
129	случае не	2	2
130	и тем	3	2
131	с ее	3	2
132	в первой	5	2
133	могут быть	4	2
134	в их	2	2
135	не следует	4	2
136	говорить о	3	2
137	роли в	5	2
138	а также	6	2
139	понятие о	2	2
140	в одном	2	2
141	и составляет	3	2
142	отнюдь не	3	2
143	он должен	2	2
144	не могло	2	2
145	этих двух	2	2
146	этом смысле	2	2
147	к его	2	2
148	именно в	3	2
149	в присутствии	2	2
150	представляет собой	9	2
151	с их	2	2
152	за пределы	2	2
153	иначе говоря	4	2
154	видим в	2	2
155	в его	6	2
156	что и	2	2
157	ее в	2	2
158	как говорит	3	2
159	принадлежит к	3	2
160	или менее	2	2
161	и для	2	2
162	в себя	3	2
163	по пути	3	2
164	к чему	2	2
165	в себе	9	2
166	в другом	3	2
167	более или	2	2
