N	2gram	Medvedev_F_3	Istorich
1	и в	27	28
2	может быть	25	25
3	и т	11	25
4	т д	6	22
5	не может	24	15
6	а не	17	15
7	никогда не	5	14
8	для нас	3	13
9	мы должны	2	13
10	что в	8	12
11	то же	15	12
12	не только	9	12
13	только в	8	11
14	что он	6	10
15	все же	6	10
16	мы увидим	2	10
17	прежде всего	4	10
18	но и	10	10
19	т е	32	10
20	мы не	4	10
21	и что	3	10
22	в том	7	9
23	о том	4	9
24	то что	8	9
25	и не	30	9
26	не в	12	9
27	так и	21	9
28	что это	3	8
29	если бы	12	8
30	таким образом	18	8
31	в этом	18	8
32	но в	6	8
33	в этих	3	7
34	это не	3	7
35	том что	4	7
36	еще не	6	7
37	было бы	6	7
38	в ней	5	7
39	и др	2	7
40	так же	9	7
41	с другой	6	6
42	не менее	7	6
43	к тому	4	6
44	тем не	2	6
45	что и	2	6
46	в этой	2	6
47	его в	7	6
48	так как	9	6
49	вместе с	6	6
50	должна быть	3	5
51	в дальнейшем	5	5
52	что они	5	5
53	но не	5	5
54	что она	2	5
55	ее в	3	5
56	дело не	2	5
57	другой стороны	5	5
58	в своем	2	5
59	увидим что	2	5
60	их в	3	5
61	сказать что	3	5
62	героя в	3	5
63	в его	7	5
64	к которому	2	5
65	все это	7	4
66	с тем	7	4
67	связи с	5	4
68	там где	7	4
69	между собой	4	4
70	превращается в	2	4
71	обстоит дело	4	4
72	в пределах	8	4
73	но это	2	4
74	в большинстве	4	4
75	социальной жизни	4	4
76	и пр	15	4
77	но оно	2	4
78	даже в	2	4
79	так в	2	4
80	в связи	4	4
81	как и	14	4
82	того что	3	4
83	и даже	2	4
84	хотя бы	6	4
85	и для	6	4
86	и с	3	4
87	и на	3	4
88	потому что	7	4
89	то мы	3	4
90	в основе	3	4
91	могут быть	4	4
92	они не	4	4
93	все эти	6	4
94	здесь не	2	4
95	большинстве случаев	5	4
96	мы знаем	4	4
97	не знают	2	3
98	видели что	2	3
99	мы еще	2	3
100	в какой	3	3
101	не как	2	3
102	по себе	4	3
103	для этого	2	3
104	на этом	2	3
105	при этом	8	3
106	не можем	2	3
107	в целях	2	3
108	и их	5	3
109	в котором	2	3
110	или на	2	3
111	должен быть	2	3
112	отношению к	3	3
113	из них	2	3
114	и тогда	2	3
115	что же	5	3
116	связь между	4	3
117	уже не	3	3
118	и его	19	3
119	если мы	7	3
120	чтобы не	2	3
121	как мы	8	3
122	же самое	3	3
123	как это	4	3
124	по отношению	3	3
125	тем что	5	3
126	в то	7	3
127	дело в	2	3
128	раз и	3	3
129	бы быть	2	3
130	дело с	3	2
131	не могут	10	2
132	всех этих	2	2
133	отличие от	2	2
134	к этому	2	2
135	нисколько не	2	2
136	материала и	3	2
137	его и	3	2
138	поэтому в	2	2
139	именно так	5	2
140	развития как	2	2
141	столь же	3	2
142	но так	2	2
143	то он	3	2
144	и от	11	2
145	целое и	3	2
146	и потому	5	2
147	между ними	15	2
148	была бы	2	2
149	вовсе не	28	2
150	вследствие этого	3	2
151	ясно что	3	2
152	в такой	2	2
153	ни было	5	2
154	в ее	4	2
155	то ни	4	2
156	мы видели	4	2
157	в зависимости	5	2
158	и как	4	2
159	зависимости от	5	2
160	так чтобы	2	2
161	одна из	2	2
162	говорит в	2	2
163	как о	2	2
164	связано с	2	2
165	в действительности	9	2
166	в данной	2	2
167	одной из	2	2
168	именно это	2	2
169	где нет	2	2
170	же как	3	2
171	но если	2	2
172	как бы	8	2
173	о нем	3	2
174	еще в	3	2
175	связи и	2	2
176	был бы	2	2
177	и тем	3	2
178	в нем	15	2
179	не есть	4	2
180	но уже	2	2
181	бы то	4	2
182	в целом	4	2
183	во всех	3	2
184	конечно не	4	2
185	со стороны	4	2
186	как в	4	2
187	как раз	8	2
188	не на	3	2
189	в отличие	2	2
190	как таковая	3	2
191	и только	2	2
192	от этих	2	2
193	отношения к	2	2
194	в эпоху	3	2
195	именно на	2	2
196	стороны его	3	2
197	одним из	3	2
198	ничего не	2	2
199	что формы	2	2
200	а иногда	2	2
201	между тем	7	2
202	от этого	2	2
203	однако в	2	2
204	в основном	2	2
205	в себе	3	2
206	бы в	6	2
207	как он	2	2
208	из этого	4	2
209	и между	5	2
210	в области	2	2
211	тогда когда	4	2
212	что этот	2	2
213	том как	2	2
