N	2gram	Voloshinov_2	Literetu
1	и не	19	22
2	и в	19	16
3	при этом	9	15
4	не только	13	14
5	но и	10	14
6	в этом	15	14
7	а не	9	12
8	то что	4	12
9	может быть	28	12
10	в том	7	12
11	не в	10	10
12	то же	16	9
13	так и	10	9
14	того что	4	9
15	в то	8	9
16	в жизни	2	8
17	том что	10	8
18	не может	18	8
19	в этой	3	8
20	как бы	19	8
21	в своей	3	7
22	же время	8	7
23	себя в	2	7
24	точки зрения	17	7
25	только в	8	7
26	с его	8	6
27	с другой	3	6
28	к тому	6	6
29	еще не	3	6
30	в его	5	6
31	и т.п	10	6
32	и его	16	6
33	в себе	4	6
34	в другом	3	6
35	о том	3	6
36	в качестве	3	5
37	это не	4	5
38	что он	4	5
39	в ее	3	5
40	тому же	2	5
41	как и	9	5
42	лишь в	14	5
43	вместе с	2	5
44	в отличие	3	5
45	а в	3	5
46	именно в	2	5
47	в основе	9	5
48	то есть	2	5
49	отличие от	3	5
50	место в	2	4
51	но не	2	4
52	никогда не	7	4
53	до конца	2	4
54	одной стороны	3	4
55	в начале	2	4
56	и для	7	4
57	одним из	2	4
58	отношению к	8	4
59	по отношению	8	4
60	с одной	3	4
61	должно быть	3	4
62	в данном	5	4
63	все время	2	3
64	для его	3	3
65	в единстве	4	3
66	отнюдь не	8	3
67	прежде всего	7	3
68	более того	6	3
69	и как	6	3
70	о чем	2	3
71	совершенно не	5	3
72	в самом	6	3
73	в слове	4	3
74	и тем	4	3
75	жизни и	2	3
76	самом деле	9	3
77	с точки	13	3
78	как на	2	3
79	той же	3	3
80	там где	2	3
81	отношения к	2	3
82	но в	7	3
83	между тем	6	3
84	ни было	6	2
85	сознания и	3	2
86	что в	2	2
87	если бы	11	2
88	все более	2	2
89	то ни	5	2
90	как о	2	2
91	не как	3	2
92	к этому	5	2
93	вопрос о	2	2
94	по себе	3	2
95	стороны и	2	2
96	на то	4	2
97	или иной	5	2
98	в нем	11	2
99	и ее	4	2
100	на слово	2	2
101	у нас	3	2
102	связи с	13	2
103	того же	5	2
104	в свою	6	2
105	для него	9	2
106	было бы	4	2
107	что не	2	2
108	во всех	6	2
109	той или	4	2
110	для себя	4	2
111	не с	2	2
112	что и	3	2
113	все же	5	2
114	бы то	4	2
115	в самый	2	2
116	бытия в	2	2
117	и тогда	2	2
118	как мы	15	2
119	так же	5	2
120	как раз	4	2
121	за бортом	2	2
122	того чтобы	6	2
123	для того	6	2
124	ориентировано на	2	2
125	и даже	2	2
126	с ними	4	2
127	и на	5	2
128	и с	2	2
129	тем что	2	2
130	в живом	3	2
131	далеко не	2	2
132	он и	2	2
133	xix века	2	2
134	не знает	2	2
135	же самое	6	2
136	установка на	2	2
137	его в	7	2
138	и потому	2	2
139	здесь как	2	2
140	лишь на	5	2
141	это будет	2	2
