N	2gram	Vygotskiy__1	Myshleni
1	в том	30	42
2	том что	16	35
3	в процессе	5	27
4	таким образом	20	25
5	точки зрения	15	24
6	в этом	12	24
7	в качестве	2	21
8	в мышлении	2	21
9	и в	31	20
10	что в	23	19
11	заключается в	7	18
12	в основе	2	17
13	то же	5	16
14	то что	32	15
15	не только	13	15
16	что они	2	14
17	мышления и	3	14
18	как мы	2	13
19	с другой	5	12
20	при этом	19	12
21	потому что	10	12
22	может быть	22	12
23	в целом	5	11
24	так же	12	11
25	в его	6	11
26	с точки	2	11
27	этого слова	4	11
28	того что	10	10
29	на основе	2	10
30	так как	18	10
31	мы видим	5	10
32	если мы	12	10
33	и то	2	10
34	в себе	4	10
35	только в	14	10
36	слова в	3	9
37	и другие	4	9
38	и как	2	9
39	одной стороны	6	9
40	но и	2	9
41	другой стороны	5	9
42	с одной	5	9
43	между тем	4	9
44	как это	4	9
45	как и	16	9
46	того же	2	9
47	тот же	2	9
48	что и	13	9
49	понятий и	2	9
50	и не	16	8
51	и тем	2	8
52	и что	8	8
53	в результате	4	8
54	тогда когда	5	8
55	этом смысле	2	8
56	было бы	6	8
57	вместе с	8	8
58	в собственном	3	7
59	как бы	5	7
60	смысле этого	2	7
61	этом отношении	2	7
62	что мы	8	7
63	же самое	2	7
64	и тот	2	7
65	в своей	3	7
66	собственном смысле	3	7
67	самом деле	9	7
68	тем самым	2	7
69	а не	13	7
70	того чтобы	7	7
71	могут быть	11	7
72	уже в	3	6
73	одного и	2	6
74	к тому	4	6
75	тому же	3	6
76	же как	4	6
77	мы видели	2	6
78	в самом	11	6
79	не может	17	6
80	те же	4	6
81	сказать что	7	6
82	его в	2	6
83	с тем	3	6
84	что он	7	6
85	в силу	3	6
86	той же	3	6
87	в частности	3	5
88	никогда не	8	5
89	целый ряд	6	5
90	на то	10	5
91	что такое	2	5
92	увидим что	2	5
93	не является	5	5
94	только не	3	5
95	если бы	6	5
96	и его	7	5
97	с этим	3	5
98	и к	3	5
99	все же	5	5
100	о том	7	5
101	речь идет	3	5
102	так и	3	5
103	как в	9	5
104	одной и	4	5
105	для того	6	5
106	мы можем	4	5
107	все время	4	4
108	тому что	4	4
109	в своем	3	4
110	для нас	5	4
111	что с	2	4
112	и той	3	4
113	из них	2	4
114	на один	2	4
115	и только	3	4
116	что оно	3	4
117	роль в	3	4
118	этой точки	5	4
119	этой теории	6	4
120	с этой	4	4
121	как они	2	4
122	как он	2	4
123	сходство с	2	4
124	в сознании	2	4
125	и с	2	4
126	нашего исследования	3	4
127	состоит в	3	4
128	к этому	4	4
129	в сущности	10	4
130	только что	2	4
131	тем же	3	4
132	не в	11	4
133	и для	5	4
134	во всяком	8	4
135	в области	11	4
136	не могут	3	3
137	не менее	2	3
138	в этих	4	3
139	в какой	5	3
140	формы и	5	3
141	и от	2	3
142	точно так	3	3
143	что все	3	3
144	на место	2	3
145	и другой	3	3
146	слова то	2	3
147	а только	2	3
148	так что	5	3
149	в этой	3	3
150	но что	2	3
151	от того	3	3
152	почти всегда	3	3
153	в виду	4	3
154	всяком случае	6	3
155	один из	4	3
156	со стороны	4	3
157	в связи	2	3
158	в совершенно	4	3
159	и других	3	3
160	столь же	4	3
161	отношений и	2	3
162	и когда	3	3
163	но в	3	3
164	отнюдь не	6	3
165	не означает	2	3
166	и во	2	3
167	между процессами	2	3
168	идет о	2	3
169	различие между	4	3
170	приходит к	2	3
171	бы в	2	3
172	по существу	4	3
173	представляет собой	2	3
174	во всем	3	3
175	но не	3	3
176	со всеми	4	3
177	совершенно прав	2	3
178	с таким	11	3
179	когда он	2	3
180	приводит к	2	3
181	совершенно не	5	3
182	говорит что	5	3
183	нас в	2	3
184	ни в	9	3
185	что эта	3	3
186	в чем	2	3
187	в которой	4	3
188	на деле	3	3
189	и поэтому	2	3
190	такой же	2	2
191	в основу	2	2
192	должна быть	3	2
193	в другой	2	2
194	целом ряде	2	2
195	в каждом	3	2
196	прежде всего	4	2
197	в настоящее	2	2
198	очень часто	4	2
199	это мы	2	2
200	что на	3	2
201	мы найдем	2	2
202	в одинаковой	2	2
203	случае не	2	2
204	что это	6	2
205	этого вопроса	2	2
206	для объяснения	3	2
207	и у	4	2
208	противоречие с	3	2
209	вслед за	6	2
210	том чтобы	7	2
211	в него	2	2
212	в нем	2	2
213	к нему	2	2
214	в противоречие	2	2
215	от других	2	2
216	с психологической	3	2
217	отличается от	2	2
218	в отличие	3	2
219	по мнению	2	2
220	этой области	2	2
221	иначе как	2	2
222	а в	6	2
223	из этих	6	2
224	и здесь	2	2
225	но как	2	2
226	что здесь	2	2
227	настоящее время	2	2
228	что всякое	5	2
229	что эти	3	2
230	их в	2	2
231	когда мы	3	2
232	мы имеем	4	2
233	в известном	2	2
234	под влиянием	3	2
235	видели что	2	2
236	уже и	2	2
237	это в	2	2
238	к которым	3	2
239	у него	4	2
240	когда оно	2	2
241	представить себе	3	2
242	ясно что	19	2
243	стороны и	3	2
244	видим что	2	2
245	совершенно другим	2	2
246	показывает что	5	2
247	зависимости от	6	2
248	что при	3	2
249	указывает на	4	2
250	остановиться на	2	2
251	том же	2	2
252	никак не	4	2
253	далеко не	2	2
254	даже в	2	2
255	что те	2	2
256	не есть	3	2
257	как говорит	2	2
258	мысли и	2	2
259	только на	3	2
260	и тогда	2	2
261	в слове	3	2
262	в таком	3	2
263	одинаковой мере	2	2
264	тому как	7	2
265	подобно тому	5	2
266	в каком	2	2
267	что следовательно	2	2
268	ту же	2	2
269	может стать	3	2
270	и это	3	2
271	отличие от	4	2
