N	3gram	Vinokur_Ku_1	Problema
1	и т д	14	13
2	тем не менее	4	10
3	в том что	15	9
4	в связи с	3	7
5	во всяком случае	5	6
6	по крайней мере	5	5
7	в этом случае	2	5
8	с другой стороны	6	5
9	не может быть	3	5
10	т д и	2	4
11	в то же	2	4
12	что же касается	4	4
13	д и т	2	4
14	и вовсе не	2	4
15	можно было бы	3	3
16	о том что	5	3
17	того или иного	3	3
18	в первую очередь	2	3
19	заключается в том	2	3
20	с точки зрения	9	2
21	только потому что	6	2
22	о том как	3	2
23	до сих пор	4	2
24	этой точки зрения	2	2
25	на самом деле	2	2
