N	2gram	Medvedev_F_2	Psycholo
1	то что	6	44
2	и в	38	33
3	в этом	27	28
4	как бы	4	25
5	все время	6	24
6	потому что	2	24
7	для того	3	23
8	может быть	23	22
9	том что	2	22
10	того чтобы	3	22
11	что в	7	21
12	в том	11	21
13	что он	5	20
14	как это	2	14
15	что это	3	13
16	таким образом	20	13
17	и не	20	13
18	сказать что	2	13
19	все это	3	13
20	к тому	4	12
21	в самом	16	12
22	и все	3	12
23	так как	4	12
24	было бы	6	12
25	если мы	5	12
26	самом деле	8	12
27	он не	6	11
28	не может	14	10
29	в его	10	10
30	как она	2	10
31	если бы	5	10
32	в этой	6	9
33	по себе	7	9
34	как раз	6	9
35	то же	6	9
36	в конце	2	8
37	для этого	2	8
38	вместе с	6	8
39	до конца	2	7
40	в нем	13	7
41	и только	5	7
42	не только	9	7
43	перед нами	2	6
44	тому что	2	6
45	это не	2	6
46	что они	4	6
47	в ней	6	6
48	и т	14	6
49	все эти	6	6
50	точки зрения	8	6
51	в сущности	4	6
52	на самом	3	6
53	а не	6	6
54	что эта	2	6
55	самого начала	2	5
56	никогда не	2	5
57	в какой	3	5
58	с самого	2	5
59	и как	3	5
60	в целом	3	5
61	мы не	3	5
62	что для	2	5
63	и на	3	5
64	вовсе не	11	5
65	и совершенно	2	5
66	с ним	2	5
67	с этим	5	5
68	это и	5	5
69	как и	9	5
70	и может	3	5
71	и его	21	5
72	все же	8	5
73	и это	2	5
74	из этого	2	5
75	смысла и	2	4
76	но совершенно	2	4
77	совершенно не	4	4
78	из них	4	4
79	жизни и	3	4
80	смысл и	2	4
81	от этих	2	4
82	а в	6	4
83	и других	2	4
84	не просто	2	4
85	того что	3	4
86	при помощи	2	4
87	с тем	11	4
88	к этому	4	4
89	и о	2	4
90	не будет	2	4
91	в своей	7	4
92	ее в	2	4
93	как мы	7	4
94	что не	4	4
95	с точки	7	4
96	в таком	2	4
97	этот вопрос	2	4
98	ее с	2	4
99	только в	6	4
100	слова и	7	4
101	в которой	2	4
102	не то	3	4
103	это было	3	4
104	в основу	2	3
105	же как	3	3
106	в сторону	4	3
107	что оно	4	3
108	что именно	2	3
109	ни в	2	3
110	должно быть	2	3
111	на этом	2	3
112	в пределах	12	3
113	например в	3	3
114	всяком случае	5	3
115	то это	3	3
116	но и	13	3
117	и до	3	3
118	тому чтобы	2	3
119	не было	6	3
120	их в	2	3
121	в первый	5	3
122	и здесь	3	3
123	в то	5	3
124	его в	3	3
125	та же	2	3
126	в основе	5	3
127	вот как	4	3
128	всех этих	3	3
129	должен был	2	3
130	идет о	2	3
131	говорить о	5	3
132	но не	2	3
133	она не	2	3
134	мы в	2	3
135	конце концов	2	3
136	сами по	2	3
137	что и	8	3
138	и сюжет	3	3
139	так и	8	3
140	как в	4	3
141	во всей	2	3
142	слова как	2	3
143	тем самым	2	3
144	и для	5	3
145	во всяком	5	3
146	от этого	3	3
147	тем что	8	3
148	т п	9	3
149	в той	2	3
150	место в	3	2
151	уже в	2	2
152	материала и	4	2
153	столь же	2	2
154	с другой	3	2
155	в одной	2	2
156	и от	2	2
157	из этих	3	2
158	была бы	3	2
159	прежде всего	15	2
160	в такой	2	2
161	ее и	2	2
162	для понимания	6	2
163	в тех	2	2
164	мы знаем	3	2
165	но все	3	2
166	такой же	3	2
167	времени и	2	2
168	же время	5	2
169	и другое	2	2
170	при этом	9	2
171	в каких	2	2
172	в виду	2	2
173	в котором	2	2
174	не является	3	2
175	один из	2	2
176	в их	6	2
177	другой стороны	4	2
178	т д	5	2
179	именно в	5	2
180	и наконец	4	2
181	не имеет	2	2
182	есть только	2	2
183	его не	2	2
184	в результате	6	2
185	и с	9	2
186	материал и	3	2
187	именно как	4	2
188	говорит эйхенбаум	3	2
189	не в	15	2
190	в художественном	2	2
191	слово в	2	2
192	но в	4	2
193	сам по	3	2
194	приходим к	2	2
195	а как	3	2
196	с его	11	2
197	это время	2	2
198	и к	4	2
199	в ее	2	2
200	в искусстве	2	2
201	по существу	7	2
202	литературы и	4	2
203	сюжета и	3	2
204	тем и	2	2
205	во всех	5	2
206	не по	2	2
207	должно было	3	2
208	однако не	3	2
209	даже в	2	2
210	со стороны	2	2
211	даже не	2	2
212	при анализе	2	2
213	все дело	3	2
214	сводится к	5	2
215	какой мере	2	2
216	хотя бы	6	2
217	чтобы сделать	2	2
218	и то	2	2
219	ничем не	2	2
220	между двумя	2	2
221	в характере	2	2
222	ни на	2	2
223	и ее	6	2
224	все остальное	4	2
225	связи с	13	2
226	едва ли	2	2
227	ничего не	4	2
