N	3gram	Bakhtin_Pr_2	Problema
1	в том что	4	9
2	сама по себе	5	8
3	той или иной	3	8
4	и в этом	6	6
5	по крайней мере	2	5
6	не может быть	6	5
7	в то же	3	4
8	это вовсе не	2	4
9	может быть даже	2	3
10	о том что	3	3
11	в конце концов	3	3
12	само по себе	2	3
13	то есть в	8	3
14	и в его	3	3
15	по сравнению с	2	2
16	в той или	2	2
17	с точки зрения	9	2
18	же как и	2	2
19	можно сказать что	2	2
20	друг от друга	2	2
21	и как бы	2	2
22	то есть с	2	2
23	как мы видели	3	2
24	до сих пор	2	2
25	этой точки зрения	2	2
26	потому что они	2	2
