N	2gram	Tiupa_Anal_1	slovoVRo
1	и в	18	39
2	может быть	29	37
3	и т	3	35
4	и его	5	33
5	т п	3	33
6	то есть	11	26
7	не только	15	24
8	и не	21	22
9	но и	17	21
10	не может	22	20
11	в нем	3	19
12	в этом	13	16
13	так и	4	15
14	а не	17	14
15	отличие от	6	13
16	в пределах	2	13
17	в процессе	2	13
18	в отличие	6	12
19	вовсе не	2	10
20	не в	14	9
21	и с	2	9
22	прежде всего	6	8
23	себя в	6	8
24	таким образом	3	8
25	точки зрения	6	8
26	с его	3	7
27	при этом	12	7
28	для него	2	7
29	еще не	3	7
30	в его	13	7
31	как бы	5	7
32	никогда не	2	7
33	и потому	2	7
34	как мы	2	7
35	могут быть	4	7
36	с ним	4	7
37	человек в	3	6
38	и к	3	6
39	все же	4	6
40	как и	13	6
41	но не	10	6
42	в сущности	6	6
43	все эти	2	6
44	но в	8	6
45	не могут	3	5
46	с другой	4	5
47	это не	6	5
48	и все	3	5
49	по себе	4	5
50	том что	12	5
51	или иной	6	5
52	одной стороны	3	5
53	только в	6	5
54	в том	27	5
55	той или	6	5
56	один из	2	5
57	с одной	3	5
58	уже не	4	5
59	романа в	2	5
60	себя и	4	4
61	на фоне	2	4
62	ни в	4	4
63	отношению к	5	4
64	же время	6	4
65	как предмет	4	4
66	по отношению	6	4
67	для этого	2	4
68	отношения к	2	4
69	то же	9	4
70	в той	8	4
71	в таком	3	4
72	а в	9	4
73	с другими	4	4
74	и на	5	4
75	дело с	4	4
76	в основе	6	4
77	в то	9	4
78	отношение к	2	4
79	здесь не	2	4
80	так как	2	4
81	истории литературы	4	3
82	смысла и	3	3
83	что в	5	3
84	хотя бы	3	3
85	национального языка	2	3
86	не столько	2	3
87	установкой на	2	3
88	в состав	3	3
89	в собственном	3	3
90	не с	4	3
91	что и	3	3
92	на этом	2	3
93	и как	5	3
94	как к	2	3
95	к нему	3	3
96	этом отношении	2	3
97	лишь в	5	3
98	героя в	2	3
99	а также	3	3
100	с точки	4	3
101	той же	2	3
102	между тем	5	3
103	может иметь	2	3
104	в данном	2	2
105	и более	4	2
106	на роль	2	2
107	однако в	3	2
108	в нашем	3	2
109	его и	2	2
110	тогда когда	2	2
111	говорит и	2	2
112	не всегда	4	2
113	как уже	2	2
114	в себе	11	2
115	что он	3	2
116	она может	3	2
117	более того	3	2
118	х годов	2	2
119	лишь при	4	2
120	ним и	2	2
121	на каждом	2	2
122	за пределы	2	2
123	о нем	3	2
124	мифологическое мышление	2	2
125	даже в	3	2
126	не все	2	2
127	должен быть	6	2
128	на его	2	2
129	то что	6	2
130	вместе с	4	2
131	а именно	3	2
132	в их	5	2
133	отличается от	2	2
134	смысл и	3	2
135	особенно в	2	2
136	смысл его	3	2
137	именно в	4	2
138	в себя	6	2
139	и т.п	5	2
140	того чтобы	3	2
141	для того	4	2
142	одним из	3	2
143	роль в	2	2
144	также и	2	2
145	автора и	3	2
146	он не	3	2
147	нуждается в	8	2
148	далеко не	6	2
149	в противовес	2	2
150	в другом	4	2
151	о том	5	2
152	как он	3	2
153	которые в	2	2
154	в области	4	2
155	оно может	3	2
156	в новом	2	2
