N	2gram	Bakhtin_Pr_1	Marksizm
1	точки зрения	19	34
2	может быть	24	26
3	и не	31	26
4	не может	12	24
5	с точки	13	20
6	и в	29	19
7	и его	14	19
8	таким образом	12	17
9	в этом	22	16
10	как бы	19	15
11	в процессе	4	14
12	прежде всего	7	13
13	как мы	4	13
14	как и	12	12
15	и пр	3	12
16	так и	7	11
17	и для	4	11
18	связи с	2	11
19	в самом	10	10
20	в нем	19	10
21	ни было	2	10
22	самом деле	6	10
23	для него	18	9
24	идеологического творчества	2	9
25	в результате	4	9
26	только в	10	9
27	на материале	3	8
28	при этом	2	8
29	в контексте	2	8
30	бы то	2	8
31	но и	14	8
32	то ни	2	8
33	друг друга	3	8
34	до сих	2	8
35	не только	15	8
36	все же	9	8
37	то что	15	8
38	сих пор	2	8
39	в каждом	8	7
40	точка зрения	12	7
41	все эти	9	7
42	так же	6	7
43	но в	7	7
44	бытия в	3	7
45	то же	14	7
46	а не	22	7
47	в смысле	2	6
48	в том	8	6
49	кроме того	3	6
50	является не	2	6
51	в пределах	13	6
52	другой стороны	3	6
53	и здесь	3	6
54	в его	24	6
55	на почве	3	6
56	в разрезе	6	6
57	так сказать	4	6
58	ничего не	5	6
59	с другой	3	5
60	в конце	6	5
61	именно в	5	5
62	не в	7	5
63	до конца	8	5
64	конечно не	2	5
65	те же	2	5
66	рядом с	14	5
67	и потому	6	5
68	вовсе не	7	5
69	за пределы	7	5
70	по преимуществу	2	5
71	входит в	7	5
72	хотя бы	2	5
73	этот вопрос	2	5
74	во всяком	5	5
75	самого начала	2	4
76	что в	8	4
77	в отношении	2	4
78	вопрос о	2	4
79	как же	4	4
80	дело идет	5	4
81	в ней	2	4
82	от того	4	4
83	здесь мы	2	4
84	разрезе данного	2	4
85	а в	7	4
86	и на	7	4
87	тот же	2	4
88	сказать что	3	4
89	вне его	2	4
90	с этим	2	4
91	по себе	8	4
92	в условиях	2	4
93	еще не	5	4
94	было бы	5	4
95	в единство	9	4
96	что же	4	4
97	как в	6	4
98	мысли и	5	4
99	между ними	2	4
100	оно может	2	4
101	в данном	2	4
102	выражение в	6	4
103	в рамки	2	4
104	отношении к	3	4
105	далеко не	3	4
106	этом отношении	3	3
107	и есть	2	3
108	и от	2	3
109	а как	7	3
110	войти в	2	3
111	и как	7	3
112	но именно	3	3
113	в большинстве	2	3
114	же время	9	3
115	не дает	3	3
116	в котором	2	3
117	все это	6	3
118	по отношению	8	3
119	не было	4	3
120	конце концов	5	3
121	с другими	7	3
122	между тем	5	3
123	идеологическое творчество	2	3
124	в то	10	3
125	его в	6	3
126	большинстве случаев	2	3
127	слово в	2	3
128	оно ни	2	3
129	сознания и	5	3
130	он может	3	3
131	к другому	2	3
132	не могут	6	3
133	и к	2	3
134	является лишь	4	3
135	том что	7	3
136	более того	5	3
137	социальной жизни	2	3
138	мы должны	3	3
139	в сущности	5	3
140	он не	5	3
141	не есть	2	3
142	в своей	8	3
143	в истории	2	3
144	это и	5	3
145	на самом	5	3
146	и следовательно	4	3
147	на этот	2	3
148	к этим	2	3
149	не становится	5	3
150	но все	5	3
151	и ее	2	3
152	и это	5	3
153	в которой	2	3
154	должна быть	5	2
155	никогда не	3	2
156	дано в	3	2
157	тому что	3	2
158	в своем	8	2
159	точку зрения	6	2
160	или к	2	2
161	его к	2	2
162	слова но	2	2
163	все в	3	2
164	ни в	3	2
165	он ни	2	2
166	одним из	6	2
167	в единстве	6	2
168	совпадает с	2	2
169	всяком случае	3	2
170	ни одной	2	2
171	со всею	2	2
172	себе и	3	2
173	и др	5	2
174	зрения и	2	2
175	жизни и	2	2
176	в первой	2	2
177	как к	3	2
178	точке зрения	3	2
179	целом ряде	3	2
180	именно на	2	2
181	и даже	2	2
182	должно быть	4	2
183	можно было	2	2
184	для других	2	2
185	в своих	3	2
186	с этой	2	2
187	говорит он	6	2
188	в одной	6	2
189	же и	2	2
190	свои мысли	2	2
191	этом смысле	10	2
192	этой действительности	2	2
193	так как	6	2
194	бы в	3	2
195	мысли в	2	2
196	нет ни	2	2
197	в сознании	2	2
198	и с	4	2
199	в основе	4	2
200	и взаимодействия	2	2
201	если бы	9	2
202	имеет значение	2	2
203	нового времени	3	2
204	не как	14	2
205	и во	2	2
206	всею совокупностью	2	2
207	в литературе	4	2
208	что он	8	2
209	в себе	7	2
210	художественный образ	2	2
211	в романе	9	2
212	дана как	3	2
213	зависимости от	5	2
214	одна из	3	2
215	во все	2	2
216	не об	2	2
217	она не	7	2
218	мы уже	2	2
219	все остальное	2	2
220	однако не	2	2
221	что и	4	2
222	отношению к	8	2
223	благодаря этому	2	2
224	бы и	4	2
225	как раз	6	2
226	следовательно и	2	2
227	человека в	4	2
228	из которых	2	2
229	мира и	7	2
230	менее всего	6	2
231	той же	5	2
232	тем что	4	2
233	могут быть	6	2
234	не знает	3	2
235	там где	10	2
